time,X_value,Y_value,Z_value
Started:,Oct 14 2017,16:09:29:362, 
5.8358,-0.44688,1.43437,9.39793
5.8467,-0.46324,1.41260,9.41530
5.8569,-0.48581,1.36407,9.55266
5.8665,-0.50587,1.37012,9.67653
5.8763,-0.45615,1.40559,9.82315
5.8861,-0.43343,1.41982,9.81152
5.8971,-0.44753,1.40536,9.84335
5.9058,-0.44576,1.41006,9.80997
5.9162,-0.44904,1.43329,9.71315
5.9322,-0.43500,1.43987,9.70891
5.9349,-0.42882,1.43127,9.68274
5.9447,-0.47032,1.40355,9.72688
5.9542,-0.48137,1.42375,9.63504
5.9654,-0.49301,1.41046,9.52492
5.9759,-0.55136,1.40822,9.59129
5.9856,-0.53320,1.42059,9.64903
5.9955,-0.49667,1.41104,9.68091
6.0054,-0.48314,1.40253,9.69064
6.0154,-0.45964,1.40002,9.70079
6.0246,-0.45691,1.40701,9.64221
6.0353,-0.45630,1.39908,9.55258
6.0461,-0.45903,1.39543,9.60855
6.0553,-0.50458,1.39180,9.63431
6.0745,-0.49829,1.41348,9.66739
6.0765,-0.45169,1.45938,9.71277
6.0850,-0.49802,1.44020,9.73662
6.0951,-0.47862,1.46176,9.71117
6.1043,-0.44804,1.51991,9.64005
6.1143,-0.46162,1.49942,9.60080
6.1236,-0.44148,1.51212,9.59535
6.1325,-0.41292,1.48370,9.69995
6.1430,-0.41084,1.45042,9.67680
6.1535,-0.45259,1.41972,9.69653
6.1631,-0.46193,1.39517,9.73901
6.1901,-0.48474,1.37480,9.67505
6.1905,-0.54483,1.38794,9.64093
6.1931,-0.45908,1.41818,9.62169
6.2031,-0.47890,1.40926,9.62312
6.2116,-0.44348,1.42256,9.56558
6.2217,-0.43698,1.44754,9.48291
6.2326,-0.46028,1.49319,9.41965
6.2422,-0.45636,1.50107,9.44202
6.2526,-0.45609,1.48561,9.61795
6.2631,-0.41025,1.48506,9.66493
6.2717,-0.52408,1.47578,9.63396
6.2817,-0.51564,1.47110,9.59467
6.2919,-0.46152,1.54025,9.55780
6.3031,-0.45406,1.51996,9.56686
6.3226,-0.51318,1.43465,9.75963
6.3229,-0.42172,1.45172,9.87773
6.3359,-0.48418,1.39178,9.93962
6.3454,-0.48640,1.40627,9.83896
6.3556,-0.46303,1.45891,9.64357
6.3665,-0.46985,1.47884,9.48199
6.3756,-0.42053,1.50948,9.44391
6.3858,-0.49495,1.49335,9.59233
6.3946,-0.45975,1.49434,9.64874
6.4047,-0.39101,1.52414,9.63922
6.4148,-0.37386,1.51578,9.58636
6.4250,-0.40706,1.47897,9.63106
6.4356,-0.40465,1.47633,9.66476
6.4561,-0.44788,1.46616,9.65508
6.4563,-0.49590,1.45517,9.61403
6.4652,-0.49829,1.44365,9.60078
6.4739,-0.48772,1.44551,9.57344
6.4837,-0.47540,1.44099,9.53606
6.4930,-0.45071,1.44109,9.56880
6.5030,-0.48888,1.41034,9.66615
6.5142,-0.45956,1.44266,9.68991
6.5248,-0.36986,1.45764,9.65657
6.5349,-0.40166,1.46634,9.61745
6.5441,-0.43855,1.44069,9.61282
