time,X_value,Y_value,Z_value
Started:,Oct 14 2017,16:09:29:362, 
5.0452,4.80478,-8.98791,156.86407
5.0545,4.80641,-8.98559,156.85970
5.0642,4.80730,-8.99096,156.83591
5.0743,4.80850,-8.99850,156.80272
5.0842,4.81046,-9.00742,156.75948
5.0940,4.81258,-9.01243,156.72771
5.1050,4.81116,-9.01790,156.72034
5.1148,4.80790,-9.02261,156.72881
5.1245,4.80507,-9.02990,156.72577
5.1348,4.80665,-9.03414,156.70041
5.1603,4.81171,-9.03512,156.66008
5.1604,4.81922,-9.03670,156.59996
5.1636,4.82187,-9.04004,156.56953
5.1775,4.82375,-9.04710,156.53259
5.1829,4.83775,-9.04204,156.44681
5.1929,4.83351,-9.04498,156.46809
5.2044,4.82375,-9.05200,156.51646
5.2141,4.80743,-9.05763,156.61777
5.2285,4.79162,-9.07176,156.68767
5.2387,4.79453,-9.07969,156.64014
5.2488,4.80435,-9.08526,156.54930
5.2607,4.81563,-9.08274,156.47452
5.2673,4.82855,-9.07499,156.40524
5.2785,4.83875,-9.06165,156.37468
5.2875,4.83789,-9.05793,156.39326
5.2972,4.82636,-9.06727,156.44695
5.3066,4.81487,-9.08173,156.48343
5.3169,4.81005,-9.09286,156.48204
5.3272,4.80970,-9.09739,156.46959
5.3363,4.81040,-9.09569,156.47009
5.3455,4.81280,-9.09120,156.46730
5.3554,4.82035,-9.08874,156.41986
5.3653,4.82832,-9.08589,156.37070
5.3757,4.83653,-9.07646,156.34175
5.3918,4.84805,-9.06288,156.30251
5.3967,4.85943,-9.05092,156.25906
5.4187,4.86353,-9.04670,156.24313
5.4196,4.85955,-9.04899,156.26456
5.4264,4.85662,-9.05591,156.26299
5.4357,4.85180,-9.06431,156.27028
5.4449,4.84112,-9.06805,156.33609
5.4555,4.82931,-9.06635,156.42830
5.4654,4.82251,-9.06276,156.49011
5.4754,4.82183,-9.05844,156.50934
5.4857,4.82490,-9.05133,156.51030
5.4956,4.82828,-9.04156,156.51765
5.5054,4.83186,-9.03240,156.52159
5.5213,4.83846,-9.02604,156.49422
5.5296,4.83906,-9.02920,156.47949
5.5339,4.82615,-9.04629,156.51767
5.5434,4.81253,-9.07156,156.53430
5.5532,4.81251,-9.09211,156.46642
5.5636,4.82108,-9.09840,156.38232
5.5733,4.83925,-9.09042,156.27530
5.5843,4.86771,-9.06879,156.13905
5.6013,2.58275,-8.32021,160.35071
5.6216,2.64262,-8.23971,160.33598
