time,X_value,Y_value,Z_value
Started:,Oct 14 2017,16:09:29:362, 
2.4760,-0.03863,-0.02432,-0.00022
2.4774,-0.03593,0.00245,-0.06605
2.4839,0.02389,0.00328,-0.09777
2.4943,0.01975,0.01931,-0.14079
2.5041,0.01803,0.01399,-0.09090
2.5133,-0.00583,0.00939,0.00266
2.5240,-0.01561,-0.01475,0.01918
2.5338,0.00819,-0.00792,-0.05691
2.5440,0.00558,-0.00571,0.00323
2.5538,0.01696,-0.00331,0.04550
2.5643,-0.01878,-0.02721,0.09663
2.5743,-0.02338,-0.02049,0.06429
2.5841,-0.05103,-0.00226,0.06580
2.6089,-0.05714,-0.01490,-0.00835
2.6089,0.00077,-0.01279,-0.02229
2.6133,-0.00591,-0.02192,0.07738
2.6273,0.00045,-0.03306,0.03754
2.6376,0.01722,-0.02405,0.01107
2.6477,0.01441,-0.02039,-0.08364
2.6580,-0.00483,-0.00211,-0.13385
2.6685,-0.00709,-0.04981,-0.10796
2.6786,-0.01827,-0.04918,0.02359
2.6882,-0.03377,-0.04866,0.00203
2.7010,-0.06627,-0.01773,-0.07363
2.7179,0.00435,-0.01573,-0.04421
2.7179,0.02531,-0.02316,0.00807
2.7273,0.05370,0.03372,0.01016
2.7383,0.01395,0.00933,-0.02802
2.7464,0.03428,0.02793,-0.06761
2.7554,0.04026,0.03442,0.01614
2.7658,0.00848,0.01958,0.07711
2.7752,0.00156,0.03320,0.05684
2.7863,-0.02195,0.00397,0.07739
2.7964,-0.05759,-0.01069,0.15888
2.8065,-0.01728,-0.04471,0.14437
2.8167,-0.06205,-0.06198,0.04282
2.8257,-0.01802,-0.05529,0.00466
2.8442,0.01282,-0.03215,0.02357
2.8469,0.06967,-0.03593,0.00716
2.8551,0.04012,-0.00214,-0.11103
2.8643,-0.00033,-0.06538,-0.21049
2.8741,-0.01928,-0.04600,-0.13360
2.8842,-0.01863,-0.06865,-0.10764
2.8941,-0.10134,-0.05083,-0.11796
2.9056,-0.07047,-0.04977,-0.00245
2.9150,-0.00767,-0.01846,0.02328
2.9250,0.03532,-0.00167,0.01334
2.9341,0.06638,0.01508,0.08147
2.9450,0.02936,0.00340,0.12963
2.9577,0.06203,-0.01103,0.17235
2.9644,0.02560,0.00704,0.16948
2.9845,0.01861,0.00495,0.10083
2.9847,-0.01687,0.01157,-0.03980
2.9939,-0.01431,0.03271,-0.13300
3.0027,-0.04958,0.03353,-0.17075
3.0132,0.00383,0.01172,-0.12530
3.0236,0.03705,0.03833,0.02313
3.0337,0.04812,0.02890,0.08168
3.0435,0.01164,-0.01000,0.01160
3.0593,0.01577,-0.02285,-0.04022
3.0686,-0.02173,-0.02274,-0.00616
3.0848,-0.01378,-0.03381,0.01049
3.1052,-0.04913,-0.03074,0.04328
3.1053,-0.08229,-0.06353,0.08956
3.1069,-0.01613,-0.02337,0.04554
3.1166,0.08870,-0.01727,-0.03760
3.1268,0.07200,0.01283,0.00065
3.1361,-0.00878,-0.03477,-0.07030
3.1472,-0.03581,-0.03860,-0.03136
3.1569,0.00999,-0.00010,0.03057
3.1669,-0.03029,-0.00027,0.00173
3.1776,0.01732,0.02060,-0.07630
3.1875,0.02348,0.01756,-0.08215
3.1974,0.01074,-0.03413,0.01834
3.2112,0.01521,-0.02575,0.11259
3.2178,0.00275,-0.07942,0.15110
3.2344,-0.04423,-0.04522,0.12270
3.2385,0.01784,-0.04073,0.05967
3.2454,0.01032,-0.00124,0.01139
3.2554,-0.03726,-0.02161,-0.07590
3.2656,-0.04445,0.01119,-0.09109
3.2752,0.02882,0.01318,-0.03526
3.2861,-0.00771,0.00074,0.00547
3.2967,-0.04334,-0.00457,-0.02064
3.3059,0.02831,0.03050,-0.08378
3.3155,0.02995,0.00371,-0.09415
3.3259,-0.02094,-0.01511,-0.01006
3.3401,0.01647,-0.01918,0.06801
3.3458,-0.01206,-0.03042,0.08105
3.3758,-0.02988,-0.02956,0.04424
3.3765,-0.01003,-0.02693,0.05992
3.3768,-0.04074,-0.03198,0.04004
3.3841,0.01127,-0.00436,0.00166
3.3930,0.01085,-0.00321,-0.09530
3.4036,-0.00086,0.01087,-0.13847
3.4135,0.00734,0.01172,-0.04638
3.4243,-0.02017,-0.02714,0.05113
3.4342,0.03499,-0.00460,0.12117
3.4444,0.01959,0.00217,0.14248
3.4536,-0.04904,-0.00372,-0.00860
3.4676,-0.01750,0.01174,-0.18057
3.4837,0.00879,0.02339,-0.10905
3.4898,0.01330,0.03404,0.07225
3.4992,-0.02345,-0.01752,0.04035
3.5091,-0.05597,-0.02174,0.06103
3.5184,0.04308,-0.00074,0.00326
3.5285,0.06179,-0.02539,0.03368
3.5383,0.01064,-0.04717,0.00482
3.5479,-0.01515,-0.06552,-0.06143
3.5582,-0.05177,-0.05213,-0.07653
3.5674,-0.07867,-0.09508,0.08293
3.5784,0.00096,-0.07177,0.12153
3.5885,0.03836,0.00217,0.11229
3.5988,0.00117,-0.01619,0.03962
3.6242,0.03047,0.03146,-0.13097
3.6243,0.07875,0.05075,-0.17608
3.6263,0.00780,0.04034,-0.16610
3.6356,-0.00983,-0.00935,-0.02860
3.6456,0.03032,0.03647,0.04716
3.6554,0.00176,-0.00144,0.03925
3.6658,-0.09036,-0.06739,0.04080
3.6759,-0.03734,-0.06424,0.10165
3.6861,0.03108,-0.01578,0.13044
3.6960,-0.00009,-0.05162,0.09299
3.7059,-0.02591,-0.07016,0.11755
3.7161,0.03669,-0.03674,0.15126
3.7267,0.02271,-0.04972,0.09685
3.7371,-0.03081,-0.05617,-0.00105
3.7468,0.00774,-0.01780,-0.09031
3.7541,0.00532,-0.00835,-0.20185
3.7639,-0.00174,0.00188,-0.29034
3.7737,-0.01199,-0.01721,-0.21459
3.7843,0.04583,-0.00948,-0.07897
3.7950,-0.00484,-0.05118,-0.05181
3.8049,-0.09655,-0.04479,0.01281
3.8146,-0.04524,-0.01955,0.13783
3.8246,0.01706,0.00453,0.20382
3.8350,-0.00716,0.01456,0.13684
3.8447,-0.03628,-0.00162,0.05940
3.8760,0.01359,0.01350,0.05170
3.8765,0.04423,0.00025,0.05333
3.8767,0.01387,0.00902,-0.00638
3.8828,-0.02780,-0.00577,-0.00848
3.8940,-0.00287,0.01232,0.01315
3.9029,0.02576,0.02018,-0.08616
3.9123,0.03458,-0.00289,-0.16247
3.9280,-0.01160,-0.00639,-0.18423
3.9381,-0.01819,-0.01489,-0.10798
3.9479,-0.01330,-0.02743,-0.00249
3.9589,0.05263,-0.02877,0.12268
3.9686,-0.00797,-0.04957,0.07794
3.9798,0.01513,-0.01621,0.03170
4.0029,-0.01404,-0.03512,0.01232
4.0030,0.02622,0.00101,0.05699
