id,a,b,mu,sigma2,depthRange,count,x,tau2,depTau,zNoise,angle
511,23.559896,9.508463,0.006476,0.000004,1.000000,20,0.006549,0.000412,130.026901,1.476689,6.765213
512,23.368088,9.873018,0.006657,0.000006,1.000000,21,0.006740,0.000376,124.802834,1.508485,6.831510
509,29.687611,9.296521,0.006649,0.000005,1.000000,27,0.006713,0.000222,119.122513,1.230143,7.009503
511,24.467211,9.500509,0.006476,0.000004,1.000000,21,0.006520,0.000401,130.416428,1.472496,6.771593
512,24.276951,9.864502,0.006658,0.000006,1.000000,22,0.006720,0.000359,124.750481,1.503904,6.846433
509,30.624447,9.292585,0.006650,0.000005,1.000000,28,0.006719,0.000204,117.896919,1.231421,7.050241
511,25.377121,9.493185,0.006477,0.000004,1.000000,22,0.006512,0.000369,129.722672,1.478122,6.798164
512,25.189728,9.856911,0.006659,0.000006,1.000000,23,0.006722,0.000325,123.588112,1.506186,6.883481
509,31.565239,9.289243,0.006652,0.000005,1.000000,29,0.006744,0.000183,115.873589,1.234841,7.109540
511,26.292025,9.486676,0.006477,0.000004,1.000000,23,0.006529,0.000321,127.780174,1.482466,6.848989
512,26.108000,9.850203,0.006660,0.000005,1.000000,24,0.006744,0.000283,121.511154,1.508308,6.940018
509,32.510094,9.286359,0.006654,0.000005,1.000000,30,0.006730,0.000175,115.562080,1.230756,7.131195
511,27.213226,9.480837,0.006478,0.000003,1.000000,24,0.006518,0.000300,127.241997,1.477793,6.873338
512,27.032187,9.844171,0.006661,0.000005,1.000000,25,0.006730,0.000268,121.157669,1.505108,6.961629
509,33.456425,9.283625,0.006656,0.000005,1.000000,31,0.006740,0.000162,114.200691,1.203551,7.176814
511,28.138020,9.475537,0.006478,0.000003,1.000000,25,0.006522,0.000272,125.955132,1.449672,6.912688
512,27.959398,9.838660,0.006663,0.000005,1.000000,26,0.006737,0.000244,119.823853,1.475349,7.004125
509,34.405075,9.281074,0.006658,0.000004,1.000000,32,0.006763,0.000148,112.329895,1.183755,7.235425
511,29.067261,9.470788,0.006479,0.000003,1.000000,26,0.006547,0.000237,123.704796,1.424506,6.972110
512,28.891047,9.833795,0.006664,0.000005,1.000000,27,0.006749,0.000221,118.292587,1.451749,7.051436
509,35.356644,9.278805,0.006661,0.000004,1.000000,33,0.006756,0.000141,111.761612,1.183781,7.263844
511,30.002132,9.466703,0.006480,0.000003,1.000000,27,0.006538,0.000223,123.117195,1.421952,6.998329
512,29.826691,9.829426,0.006666,0.000005,1.000000,28,0.006734,0.000211,117.996445,1.449547,7.072320
509,36.309486,9.276629,0.006664,0.000004,1.000000,34,0.006771,0.000131,110.290108,1.175644,7.314184
511,30.939827,9.463018,0.006480,0.000003,1.000000,28,0.006545,0.000205,121.802498,1.413457,7.039870
512,30.764542,9.825397,0.006668,0.000005,1.000000,29,0.006739,0.000195,116.833237,1.440218,7.112389
511,31.880568,9.459624,0.006481,0.000003,1.000000,29,0.006570,0.000183,119.642998,1.394955,7.100346
512,31.705431,9.821745,0.006670,0.000005,1.000000,30,0.006766,0.000175,114.778748,1.421853,7.173424
511,32.824608,9.456440,0.006483,0.000003,1.000000,30,0.006569,0.000172,118.783340,1.399196,7.133495
512,32.650192,9.818543,0.006672,0.000005,1.000000,31,0.006759,0.000166,114.174065,1.428275,7.201995
511,33.770966,9.453532,0.006485,0.000003,1.000000,31,0.006574,0.000160,117.612198,1.412663,7.173875
512,33.596695,9.815525,0.006674,0.000005,1.000000,32,0.006757,0.000157,113.375252,1.443336,7.235246
511,34.719692,9.450871,0.006486,0.000003,1.000000,32,0.006598,0.000145,115.644669,1.412352,7.233258
512,34.545586,9.812850,0.006677,0.000004,1.000000,33,0.006782,0.000143,111.481361,1.442939,7.295371
511,35.672073,9.448678,0.006489,0.000003,1.000000,33,0.006587,0.000139,115.244461,1.403882,7.257253
512,35.496910,9.810347,0.006680,0.000004,1.000000,34,0.006769,0.000138,111.156837,1.434189,7.318227
511,36.625473,9.446539,0.006491,0.000003,1.000000,34,0.006580,0.000133,114.621193,1.391964,7.286660
512,36.450161,9.808160,0.006682,0.000004,1.000000,35,0.006760,0.000132,110.639717,1.421825,7.345978
511,37.580219,9.444514,0.006493,0.000003,1.000000,35,0.006588,0.000124,113.397865,1.382386,7.330669
512,37.405224,9.806224,0.006685,0.000004,1.000000,36,0.006758,0.000125,109.899994,1.413995,7.379513
512,38.361065,9.804250,0.006687,0.000004,1.000000,37,0.006766,0.000118,108.726349,1.403472,7.424371
522,10.000000,10.000000,0.011470,0.027778,1.000000,0,0.007361,0.000015,150.006577,2.356009,6.010735
522,10.277866,9.883824,0.008574,0.008203,1.000000,1,0.007350,0.000015,148.982620,2.377605,6.037838
522,10.783196,9.777251,0.007571,0.001483,1.000000,2,0.007362,0.000015,146.663574,2.357204,6.083609
522,11.534608,9.716804,0.007381,0.000133,1.000000,3,0.007359,0.000014,145.166687,2.327026,6.118392
523,10.000000,10.000000,0.012193,0.027778,1.000000,0,0.008495,0.000021,134.539490,2.472862,6.000047
522,12.451652,9.696705,0.007362,0.000016,1.000000,4,0.007340,0.000014,144.552979,2.310546,6.141147
523,10.277894,9.883867,0.009587,0.008206,1.000000,1,0.008485,0.000020,133.495255,2.445788,6.029638
522,13.414895,9.688475,0.007351,0.000008,1.000000,5,0.007354,0.000014,142.292755,2.290429,6.187964
523,10.783027,9.777263,0.008685,0.001489,1.000000,2,0.008476,0.000020,132.462769,2.424231,6.058936
522,14.385070,9.682420,0.007352,0.000005,1.000000,6,0.007340,0.000014,141.511353,2.285266,6.213130
523,11.533679,9.716681,0.008496,0.000139,1.000000,3,0.008476,0.000020,131.112228,2.408260,6.092943
522,15.358328,9.677460,0.007349,0.000004,1.000000,7,0.007329,0.000014,140.613449,2.269076,6.240491
523,12.447733,9.695869,0.008479,0.000021,1.000000,4,0.008489,0.000020,129.217941,2.381724,6.136355
522,16.333546,9.673241,0.007345,0.000003,1.000000,8,0.007357,0.000014,137.737854,2.244774,6.299110
523,13.405484,9.686428,0.008484,0.000010,1.000000,5,0.008495,0.000020,127.624702,2.360641,6.176291
522,17.310211,9.669584,0.007347,0.000002,1.000000,9,0.007352,0.000014,136.490417,2.229391,6.333429
523,14.370668,9.679341,0.008488,0.000007,1.000000,6,0.008520,0.000019,125.330536,2.335332,6.228997
522,18.288073,9.666387,0.007348,0.000002,1.000000,10,0.007344,0.482585,135.448135,2.215417,6.364664
523,15.339310,9.673510,0.008496,0.000005,1.000000,7,0.008524,0.000019,123.882347,2.320857,6.267940
522,18.099012,9.762792,0.007348,0.000002,1.000000,11,0.007381,0.024511,132.325287,2.193321,6.430909
523,16.310301,9.668599,0.008502,0.000004,1.000000,8,0.008536,0.000019,122.198685,2.307494,6.311838
522,18.500473,9.714942,0.007348,0.000002,1.000000,12,0.007357,0.016606,132.101562,2.197515,6.449266
523,17.282919,9.664314,0.008508,0.000003,1.000000,9,0.008544,0.000019,120.704704,2.300856,6.353350
522,18.982521,9.670002,0.007348,0.000002,1.000000,13,0.007340,0.010971,131.541885,2.201924,6.473396
523,18.256914,9.660567,0.008513,0.000003,1.000000,10,0.008551,0.000019,119.290596,2.302221,6.393782
522,19.543627,9.629855,0.007348,0.000002,1.000000,14,0.007337,0.006943,130.428146,2.196483,6.507178
523,19.232042,9.657248,0.008518,0.000002,1.000000,11,0.008555,0.000018,118.042778,2.298303,6.431440
522,20.182585,9.595888,0.007348,0.000002,1.000000,15,0.007363,0.003860,127.996384,2.188620,6.564819
523,20.207998,9.654221,0.008522,0.000002,1.000000,12,0.008592,0.505394,115.680977,2.292025,6.490964
522,20.904598,9.569160,0.007348,0.000002,1.000000,16,0.007349,0.003129,127.433113,2.185518,6.589592
523,19.993084,9.746000,0.008522,0.000002,1.000000,13,0.008575,0.124105,115.212776,2.291657,6.514535
522,21.654577,9.545877,0.007348,0.000002,1.000000,17,0.007353,0.002322,126.018021,2.164783,6.630707
523,20.047613,9.733974,0.008522,0.000002,1.000000,14,0.008582,0.035282,113.890137,2.271415,6.556062
522,22.439251,9.526503,0.007348,0.000002,1.000000,18,0.007362,0.001759,124.437233,2.147784,6.675483
523,20.386892,9.694346,0.008522,0.000002,1.000000,15,0.008589,0.016664,112.625374,2.254072,6.597025
522,23.252056,9.510172,0.007348,0.000002,1.000000,19,0.007357,0.001459,123.464478,2.135574,6.709022
523,20.882608,9.656187,0.008522,0.000002,1.000000,16,0.008594,0.009775,111.408195,2.241993,6.636807
522,24.083158,9.496152,0.007348,0.000002,1.000000,20,0.007363,0.001189,122.083900,2.114464,6.750852
523,21.476408,9.623074,0.008522,0.000002,1.000000,17,0.008597,0.006626,110.342781,2.221070,6.674234
522,24.931709,9.484071,0.007348,0.000002,1.000000,21,0.007389,0.000931,119.942039,2.091615,6.808565
523,22.133854,9.594675,0.008522,0.000002,1.000000,18,0.008616,0.004421,108.793236,2.197859,6.722675
530,10.000000,10.000000,0.012321,0.027778,1.000000,0,0.009042,0.000024,128.646561,0.368356,6.007158
522,25.798235,9.473744,0.007348,0.000002,1.000000,22,0.007382,0.000820,119.120247,2.074918,6.840588
523,22.849178,9.571055,0.008522,0.000002,1.000000,19,0.008619,0.003384,107.751549,2.176323,6.761218
530,10.277866,9.883842,0.010011,0.008208,1.000000,1,0.009065,0.000023,126.714401,0.368499,6.049733
522,26.674803,9.464789,0.007348,0.000002,1.000000,23,0.007371,0.000740,118.528725,2.069500,6.868022
523,23.599346,9.550834,0.008522,0.000002,1.000000,20,0.008620,0.002709,106.801636,2.164991,6.797684
530,10.782941,9.777258,0.009237,0.001492,1.000000,2,0.009089,0.000023,124.691917,0.375445,6.095488
522,27.558540,9.456664,0.007348,0.000002,1.000000,24,0.007373,0.000649,117.426697,2.061996,6.906365
530,11.533095,9.716545,0.009104,0.000142,1.000000,3,0.009113,0.000023,122.767807,0.377477,6.141150
522,28.450754,9.449480,0.007348,0.000002,1.000000,25,0.007388,0.000558,115.828819,2.048709,6.955958
530,12.445552,9.695408,0.009111,0.000023,1.000000,4,0.009135,0.000023,120.946342,0.372120,6.186050
522,29.351654,9.443125,0.007348,0.000002,1.000000,26,0.007397,0.000491,114.497169,2.030507,7.000621
530,13.400405,9.685332,0.009123,0.000012,1.000000,5,0.009174,0.000023,118.636497,0.365137,6.241003
522,30.260048,9.437636,0.007348,0.000002,1.000000,27,0.007402,0.000441,113.365288,2.005455,7.041477
530,14.362905,9.677702,0.009140,0.000008,1.000000,6,0.009231,0.000023,115.848915,0.379317,6.306681
522,31.173555,9.432548,0.007348,0.000002,1.000000,28,0.007404,0.000399,112.336235,1.983963,7.080365
530,15.329103,9.671458,0.009163,0.000006,1.000000,7,0.009256,0.000023,114.095123,0.400667,6.353443
522,32.092293,9.428038,0.007349,0.000002,1.000000,29,0.007415,0.000358,111.003487,1.947406,7.127120
530,16.297609,9.666101,0.009182,0.000005,1.000000,8,0.009289,0.000022,112.180695,0.410205,6.405643
522,33.016361,9.424080,0.007349,0.000002,1.000000,30,0.007433,0.000320,109.451782,1.914100,7.179811
530,17.267988,9.661506,0.009200,0.000004,1.000000,9,0.009321,0.000022,110.343201,0.419704,6.457423
522,33.945076,9.420485,0.007350,0.000002,1.000000,31,0.007412,0.000306,109.322807,1.897680,7.198534
530,18.239668,9.657412,0.009218,0.000003,1.000000,10,0.009354,0.000022,108.529716,0.418496,6.508624
522,34.875790,9.417085,0.007350,0.000002,1.000000,32,0.007429,0.000276,107.848976,1.877190,7.250401
530,19.212467,9.653749,0.009235,0.000003,1.000000,11,0.009346,0.000022,107.859932,0.405314,6.536563
522,35.810238,9.413950,0.007351,0.000002,1.000000,33,0.007445,0.000252,106.462906,1.862693,7.300502
530,20.186260,9.650450,0.009248,0.000003,1.000000,12,0.009331,0.000022,107.439339,0.386903,6.558858
522,36.748592,9.411216,0.007351,0.000002,1.000000,34,0.007446,0.000235,105.596611,1.864097,7.337877
530,21.161142,9.647559,0.009257,0.000002,1.000000,13,0.009288,0.000022,107.790771,0.381285,6.563967
530,22.136885,9.644960,0.009260,0.000002,1.000000,14,0.009289,0.456602,106.916656,0.375881,6.596311
530,21.920366,9.718487,0.009260,0.000002,1.000000,15,0.009269,0.158076,106.639175,0.358524,6.616070
530,21.922018,9.718206,0.009260,0.000002,1.000000,16,0.009257,0.069726,106.149574,0.336987,6.640732
530,22.116758,9.691607,0.009260,0.000002,1.000000,17,0.009265,0.030681,105.120003,0.324711,6.677989
530,22.499987,9.657491,0.009260,0.000002,1.000000,18,0.009271,0.017528,104.150330,0.311811,6.714317
534,10.000000,10.000000,0.012590,0.027778,1.000000,0,0.010646,0.000034,115.063866,0.974773,6.006623
530,23.000130,9.625178,0.009260,0.000002,1.000000,19,0.009260,0.012829,103.672066,0.302776,6.739968
534,10.277840,9.883843,0.011221,0.008214,1.000000,1,0.010623,0.000034,114.616547,0.952761,6.028141
530,23.560726,9.595678,0.009260,0.000002,1.000000,20,0.009263,0.009100,102.836418,0.292656,6.774002
534,10.782598,9.777244,0.010733,0.001503,1.000000,2,0.010597,0.000034,114.323685,0.933633,6.046655
530,24.181805,9.569603,0.009260,0.000002,1.000000,21,0.009298,0.005922,101.251259,0.286756,6.825916
534,11.531260,9.716219,0.010611,0.000153,1.000000,3,0.010610,0.000033,113.046211,0.918942,6.083340
530,24.868759,9.547585,0.009260,0.000002,1.000000,22,0.009275,0.005232,101.125999,0.296629,6.841591
534,12.438484,9.693829,0.010610,0.000031,1.000000,4,0.010617,0.000033,111.948174,0.917878,6.114998
530,25.575092,9.527525,0.009260,0.000002,1.000000,23,0.009255,0.004623,100.950256,0.302542,6.858798
534,13.385468,9.682050,0.010614,0.000016,1.000000,5,0.010606,0.000033,111.345634,0.915251,6.137224
530,26.299892,9.509323,0.009260,0.000002,1.000000,24,0.009243,0.003998,100.573700,0.301336,6.881016
534,14.340849,9.672997,0.010611,0.000011,1.000000,6,0.010606,0.000033,110.501091,0.916410,6.164738
530,27.044453,9.492908,0.009260,0.000002,1.000000,25,0.009233,0.003476,100.157249,0.298958,6.904749
534,15.300460,9.665522,0.010610,0.000008,1.000000,7,0.010607,0.000033,109.648674,0.922206,6.193390
530,27.806944,9.478103,0.009260,0.000002,1.000000,26,0.009242,0.002874,99.276550,0.320755,6.940479
534,16.262924,9.659182,0.010610,0.000007,1.000000,8,0.010588,0.000032,109.266701,0.949097,6.213465
530,28.591434,9.465080,0.009260,0.000002,1.000000,27,0.009249,0.002437,98.466057,0.363451,6.974849
534,17.227356,9.653597,0.010606,0.000005,1.000000,9,0.010600,0.000032,108.130386,0.989510,6.248433
530,29.393763,9.453532,0.009259,0.000002,1.000000,28,0.009251,0.002123,97.790306,0.395289,7.005838
534,18.193623,9.648761,0.010605,0.000005,1.000000,10,0.010622,0.000032,106.769241,1.024736,6.287598
530,30.209614,9.442998,0.009259,0.000002,1.000000,29,0.009264,0.001804,96.807022,0.404724,7.046086
534,19.161064,9.644362,0.010607,0.000004,1.000000,11,0.010634,0.000032,105.667831,1.036508,6.323032
535,10.000000,10.000000,0.013212,0.027778,1.000000,0,0.009809,0.000029,124.636246,1.449665,6.024817
530,31.040909,9.433741,0.009259,0.000002,1.000000,30,0.009297,0.001494,95.401939,0.403826,7.098701
534,20.129652,9.640396,0.010610,0.000004,1.000000,12,0.010669,0.000032,104.063362,1.028545,6.370705
535,10.277842,9.883861,0.010815,0.008212,1.000000,1,0.009821,0.000029,123.300591,1.433352,6.058355
530,31.887642,9.425523,0.009260,0.000002,1.000000,31,0.009314,0.001299,94.391014,0.403115,7.141428
534,21.099432,9.636888,0.010616,0.000003,1.000000,13,0.010664,0.000031,103.369911,1.022077,6.398910
535,10.782682,9.777233,0.010002,0.001498,1.000000,2,0.009826,0.000029,122.184563,1.426511,6.088474
530,32.746235,9.418368,0.009260,0.000002,1.000000,32,0.009329,0.001155,93.487709,0.397159,7.181406
534,22.070042,9.633658,0.010621,0.000003,1.000000,14,0.010658,0.000031,102.782967,1.008282,6.424747
535,11.532032,9.716353,0.009844,0.000148,1.000000,3,0.009855,0.000029,120.370338,1.423818,6.131227
530,33.613457,9.411834,0.009260,0.000002,1.000000,33,0.009383,0.000975,91.763802,0.379511,7.245603
534,23.041561,9.630746,0.010624,0.000003,1.000000,15,0.010668,0.000031,101.850586,0.981891,6.459706
535,12.441664,9.694529,0.009853,0.000027,1.000000,4,0.009863,0.000028,119.203461,1.421173,6.163906
530,34.492912,9.406280,0.009260,0.000002,1.000000,34,0.009408,0.000870,90.686836,0.356401,7.291751
534,24.013729,9.628039,0.010627,0.000002,1.000000,16,0.010656,0.000031,101.428612,0.957596,6.481863
535,13.392145,9.683493,0.009857,0.000014,1.000000,5,0.009874,0.000028,117.950195,1.422736,6.198129
530,35.379036,9.401069,0.009260,0.000002,1.000000,35,0.009432,0.000780,89.627472,0.334333,7.338799
534,24.986666,9.625582,0.010630,0.000002,1.000000,17,0.010666,0.000030,100.467499,0.930046,6.517136
535,14.350815,9.675143,0.009863,0.000009,1.000000,6,0.009884,0.000028,116.791962,1.425371,6.230868
530,36.272324,9.396450,0.009261,0.000002,1.000000,36,0.009415,0.000741,89.426407,0.322877,7.360129
534,25.960251,9.623322,0.010632,0.000002,1.000000,18,0.010639,0.000030,100.339417,0.918576,6.532176
535,15.313449,9.668264,0.009868,0.000007,1.000000,7,0.009874,0.000028,116.186058,1.431407,6.253468
530,37.168713,9.392055,0.009261,0.000002,1.000000,37,0.009407,0.000697,89.042412,0.313231,7.386838
534,26.934544,9.621269,0.010633,0.000002,1.000000,19,0.010628,0.000030,99.873528,0.908576,6.555083
535,16.278675,9.662390,0.009869,0.000006,1.000000,8,0.009863,0.000028,115.646843,1.430166,6.275321
534,27.909554,9.619426,0.010632,0.000002,1.000000,20,0.010623,0.000030,99.261932,0.903121,6.582314
535,17.245737,9.657224,0.009868,0.000005,1.000000,9,0.009864,0.000027,114.797905,1.423041,6.302951
534,28.884899,9.617661,0.010632,0.000002,1.000000,21,0.010624,0.000030,98.543739,0.899443,6.611711
535,18.214392,9.652694,0.009868,0.000004,1.000000,10,0.009861,0.000027,114.044823,1.411211,6.329101
534,29.860546,9.615963,0.010631,0.000002,1.000000,22,0.010617,0.000029,98.006699,0.897063,6.637592
535,19.184401,9.648691,0.009867,0.000004,1.000000,11,0.009877,0.000027,112.818230,1.398093,6.364499
534,30.836737,9.614407,0.010630,0.000002,1.000000,23,0.010626,0.000029,97.118179,0.891963,6.672871
535,20.155386,9.645050,0.009868,0.000003,1.000000,12,0.009868,0.000027,112.301224,1.388678,6.386227
534,31.813887,9.613113,0.010630,0.000001,1.000000,24,0.010655,0.000029,95.870117,0.890138,6.716833
535,21.127497,9.641832,0.009868,0.000003,1.000000,13,0.009843,0.000027,112.228409,1.380524,6.399273
534,32.790920,9.611767,0.010631,0.000001,1.000000,25,0.010668,0.000029,94.943985,0.891281,6.751982
535,22.100447,9.638901,0.009866,0.000003,1.000000,14,0.009816,0.000026,112.174110,1.378295,6.411454
534,33.768456,9.610541,0.010633,0.000001,1.000000,26,0.010677,0.000029,94.176842,0.887208,6.784114
535,23.074263,9.636261,0.009861,0.000002,1.000000,15,0.009804,0.000026,111.714699,1.372022,6.432534
534,34.746410,9.609415,0.010635,0.000001,1.000000,27,0.010676,106.836380,93.619942,0.880351,6.811847
535,24.048817,9.633863,0.009857,0.000002,1.000000,16,0.009837,0.000026,110.070572,1.360647,6.477970
534,34.399822,10.345877,0.010635,0.000001,1.000000,28,0.010671,0.763557,93.137924,0.874064,6.837801
535,25.023827,9.631599,0.009855,0.000002,1.000000,17,0.009860,0.000026,108.735703,1.348313,6.518192
534,33.990650,10.432398,0.010635,0.000001,1.000000,29,0.010698,0.116242,92.023865,0.867052,6.881916
535,25.999710,9.629625,0.009856,0.000002,1.000000,18,0.009850,0.000026,108.315567,1.339828,6.538773
534,34.079151,10.424927,0.010635,0.000001,1.000000,30,0.010694,0.059352,91.480042,0.866061,6.909833
535,26.975851,9.627705,0.009855,0.000002,1.000000,19,0.009851,0.000026,107.656876,1.338107,6.563913
534,34.348175,10.408524,0.010635,0.000001,1.000000,31,0.010703,0.033043,90.721138,0.857863,6.945196
535,27.952379,9.625889,0.009855,0.000002,1.000000,20,0.009841,0.000026,107.256020,1.334208,6.584376
534,34.759171,10.390055,0.010635,0.000001,1.000000,32,0.010703,0.022979,90.189323,0.851208,6.973685
535,28.929085,9.624108,0.009854,0.000002,1.000000,21,0.009850,0.000025,106.313408,1.328865,6.617463
546,10.000000,10.000000,0.012173,0.027778,1.000000,0,0.007850,0.000017,143.282394,3.053323,6.005607
534,35.250477,10.372381,0.010635,0.000001,1.000000,33,0.010676,0.019567,90.163147,0.844462,6.989012
535,29.906796,9.622626,0.009854,0.000001,1.000000,22,0.009889,0.000025,104.695427,1.316157,6.666428
546,10.277867,9.883853,0.009126,0.008205,1.000000,1,0.007869,0.000017,140.621033,3.021422,6.058761
534,35.775578,10.355511,0.010635,0.000001,1.000000,34,0.010669,0.015280,89.770668,0.835785,7.014215
535,30.885012,9.621287,0.009856,0.000001,1.000000,23,0.009903,0.000025,103.677635,1.301973,6.702686
546,10.783113,9.777287,0.008096,0.001486,1.000000,2,0.007842,0.000017,140.191071,3.006850,6.080316
534,36.347633,10.339502,0.010635,0.000001,1.000000,35,0.010688,0.010995,88.913712,0.830061,7.052691
535,31.863409,9.619980,0.009858,0.000001,1.000000,24,0.009894,0.000025,103.250839,1.294143,6.724828
546,11.534126,9.716730,0.007865,0.000136,1.000000,3,0.007791,0.000017,140.912262,3.005991,6.084371
534,36.976906,10.324981,0.010635,0.000001,1.000000,36,0.010713,0.008177,87.982315,0.826632,7.094289
535,32.842216,9.618772,0.009860,0.000001,1.000000,25,0.009887,0.000025,102.779816,1.284998,6.748237
546,12.449952,9.696351,0.007801,0.000018,1.000000,4,0.007780,0.000016,139.805801,2.985911,6.115367
534,37.653503,10.312243,0.010635,0.000001,1.000000,37,0.010706,0.006954,87.604507,0.828233,7.119311
535,33.820969,9.617524,0.009861,0.000001,1.000000,26,0.009892,0.000025,102.045235,1.277064,6.777990
545,10.000000,10.000000,0.012084,0.027778,1.000000,0,0.007340,0.000015,150.956268,2.714849,6.032646
546,13.410912,9.687622,0.007790,0.000009,1.000000,5,0.007792,0.000016,137.648193,2.956168,6.162659
534,38.353661,10.300410,0.010635,0.000001,1.000000,38,0.010710,0.005744,87.004196,0.825639,7.151731
535,34.800346,9.616433,0.009863,0.000001,1.000000,27,0.009873,0.000025,101.902824,1.276939,6.793422
545,10.277867,9.883862,0.008740,0.008204,1.000000,1,0.007318,0.000015,150.408875,2.707657,6.053996
546,14.378976,9.681111,0.007791,0.000006,1.000000,6,0.007780,0.000016,136.689087,2.941067,6.191826
534,39.080147,10.289727,0.010635,0.000001,1.000000,39,0.010725,0.004713,86.241486,0.815759,7.189317
535,35.780945,9.615650,0.009863,0.000001,1.000000,28,0.009876,0.000024,101.259392,1.277096,6.820854
545,10.783172,9.777303,0.007575,0.001484,1.000000,2,0.007305,0.000015,149.438477,2.700078,6.081177
546,15.350314,9.675778,0.007788,0.000004,1.000000,7,0.007748,0.000016,136.662582,2.940106,6.206481
534,39.832024,10.280231,0.010635,0.000001,1.000000,40,0.010710,0.004216,85.986908,0.807253,7.210710
535,36.761612,9.614863,0.009864,0.000001,1.000000,29,0.009866,1.264223,100.910370,1.278589,6.841241
544,10.000000,10.000000,0.012160,0.027778,1.000000,0,0.008181,0.000019,139.223190,3.007736,6.025209
545,11.534550,9.716848,0.007329,0.000133,1.000000,3,0.007324,0.000014,146.742432,2.683086,6.132927
546,16.323751,9.671239,0.007779,0.000003,1.000000,8,0.007759,0.000016,134.696381,2.923809,6.251678
534,40.597893,10.271513,0.010635,0.000001,1.000000,41,0.010715,0.003672,85.440735,0.790736,7.241724
535,36.194416,9.731919,0.009864,0.000001,1.000000,30,0.009889,0.143772,99.808159,1.276182,6.881068
544,10.277840,9.883820,0.009356,0.008205,1.000000,1,0.008198,0.000019,136.944992,2.987842,6.072885
545,12.451545,9.696703,0.007325,0.000016,1.000000,4,0.007320,0.000014,145.263748,2.671677,6.168502
546,17.298872,9.667376,0.007776,0.000003,1.000000,9,0.007728,0.000016,134.593201,2.923997,6.268275
535,36.224743,9.729681,0.009864,0.000001,1.000000,31,0.009891,0.067305,99.193642,1.272188,6.909019
544,10.783055,9.777256,0.008408,0.001488,1.000000,2,0.008188,0.000019,135.874100,2.969604,6.103236
545,13.414811,9.688461,0.007322,0.000008,1.000000,5,0.007314,0.000014,143.938751,2.657500,6.202384
546,18.275324,9.664023,0.007769,0.000002,1.000000,10,0.007719,0.000015,133.530014,2.907892,6.300423
535,36.470997,9.717169,0.009864,0.000001,1.000000,32,0.009900,0.036443,98.426163,1.261143,6.941099
544,11.533868,9.716678,0.008208,0.000137,1.000000,3,0.008204,0.000018,133.682724,2.936717,6.151310
545,14.384963,9.682360,0.007320,0.000005,1.000000,6,0.007320,0.000014,142.067047,2.633777,6.244933
546,19.252634,9.660964,0.007762,0.000002,1.000000,11,0.007730,0.000015,131.586807,2.880106,6.347353
535,36.871788,9.702330,0.009864,0.000001,1.000000,33,0.009913,0.022261,97.579750,1.249947,6.975272
544,12.448727,9.696058,0.008205,0.000019,1.000000,4,0.008204,0.000018,132.242188,2.909181,6.188535
545,15.358256,9.677396,0.007320,0.000004,1.000000,7,0.007311,0.000014,140.939392,2.618863,6.277188
546,20.230883,9.658254,0.007758,0.000002,1.000000,12,0.007734,0.000015,130.013504,2.854435,6.388983
535,37.382446,9.688323,0.009864,0.000001,1.000000,34,0.009907,0.016747,97.144676,1.238435,6.998914
544,13.407895,9.686931,0.008205,0.000010,1.000000,5,0.008207,0.000018,130.699875,2.886058,6.228003
545,16.333523,9.673180,0.007318,0.000003,1.000000,8,0.007325,0.000014,138.699982,2.591763,6.327113
546,21.209999,9.655857,0.007756,0.000002,1.000000,13,0.007733,0.584515,128.656387,2.829884,6.427603
535,37.948330,9.674971,0.009864,0.000001,1.000000,35,0.009905,0.012850,96.645912,1.222277,7.024674
544,14.374437,9.680155,0.008205,0.000006,1.000000,6,0.008196,0.000018,129.766510,2.863569,6.258037
545,17.310253,9.669532,0.007319,0.000002,1.000000,9,0.007322,0.000013,137.352554,2.564337,6.363590
546,20.964315,9.758825,0.007756,0.000002,1.000000,14,0.007746,0.045911,126.786392,2.800763,6.475907
535,38.562080,9.662667,0.009864,0.000001,1.000000,36,0.009883,0.011260,96.577011,1.213243,7.038640
544,15.344295,9.674551,0.008203,0.000005,1.000000,7,0.008213,0.000018,127.817093,2.836825,6.304831
545,18.288200,9.666357,0.007319,0.000002,1.000000,10,0.007312,2.096001,136.424652,2.547056,6.393377
546,21.250402,9.723691,0.007756,0.000002,1.000000,15,0.007739,0.021204,125.831924,2.780843,6.508032
544,16.316423,9.669840,0.008205,0.000004,1.000000,8,0.008208,0.000018,126.788231,2.822520,6.336579
545,17.998642,9.973337,0.007319,0.000002,1.000000,11,0.007318,0.067723,134.745407,2.528265,6.435786
546,21.704659,9.687114,0.007756,0.000002,1.000000,16,0.007783,0.007523,122.852356,2.750665,6.577768
544,17.290230,9.665787,0.008206,0.000003,1.000000,9,0.008152,0.000017,127.723000,2.823356,6.334691
545,18.178453,9.935662,0.007319,0.000002,1.000000,12,0.007309,0.026829,133.791031,2.514365,6.466438
546,22.344181,9.657993,0.007756,0.000002,1.000000,17,0.007758,0.006084,122.642059,2.742536,6.597104
544,18.265150,9.662126,0.008198,0.000003,1.000000,10,0.008150,0.000017,126.560837,2.815332,6.369202
545,18.559498,9.886857,0.007319,0.000002,1.000000,13,0.007313,0.012195,132.289978,2.504435,6.506985
545,19.096188,9.842815,0.007319,0.000002,1.000000,14,0.007300,0.008200,131.570984,2.506484,6.534333
