id,a,b,mu,sigma2,depthRange,count,x,tau2,depTau,zNoise,angle
222,28.747330,8.467166,0.253373,0.000072,0.504780,36,0.255488,0.002691,0.764374,0.349634,51.037510
240,21.395542,8.761367,0.208504,0.000078,0.409212,26,0.211427,0.001326,0.791645,0.340382,42.438538
246,18.449949,8.866985,0.208109,0.000108,0.414728,21,0.209006,0.001252,0.788009,0.390386,38.335243
247,15.680521,9.085641,0.213276,0.000228,0.426429,19,0.212347,0.002209,0.995759,0.518872,30.553282
251,17.770128,8.967729,0.195735,0.000067,0.386011,17,0.195826,0.000533,0.594022,0.266110,42.298222
253,15.142532,9.054519,0.214514,0.000237,0.426469,17,0.214527,0.001932,0.917925,0.546718,30.926603
254,16.211779,9.006116,0.199047,0.000133,0.397793,17,0.199763,0.001053,0.792852,0.396530,34.931454
256,12.580428,9.961224,0.190483,0.000394,0.377136,13,0.189650,0.001821,1.131689,0.551523,24.735231
257,14.488189,9.290824,0.172764,0.000104,0.336793,13,0.172906,0.000470,0.713730,0.182114,33.848843
258,12.869860,9.166153,0.176174,0.000313,0.351425,13,0.176115,0.001477,1.184983,0.429092,24.462460
259,13.448712,9.547035,0.178214,0.000209,0.355272,13,0.178524,0.000954,0.941631,0.364315,28.543858
260,12.012928,9.398549,0.144518,0.000245,0.287284,9,0.144692,0.000659,1.189912,0.098656,23.451979
261,12.621902,9.465495,0.174192,0.000231,0.347448,10,0.174178,0.000696,0.850493,0.215430,27.761864
263,9.698755,11.623088,0.144101,0.001886,0.287843,5,0.145047,0.032524,4.658425,1.638753,9.324623
264,12.162962,9.764525,0.164487,0.000281,0.330205,10,0.164371,0.000819,1.028951,0.228517,25.056261
265,11.788504,9.417056,0.159501,0.000378,0.320581,9,0.159437,0.001104,1.254671,0.287850,22.299522
267,10.726459,10.296686,0.173719,0.000917,0.347198,7,0.173653,0.001764,1.319788,0.447791,19.168901
268,10.858175,10.260873,0.159956,0.000647,0.316561,7,0.161018,0.001136,1.247782,0.193779,20.184893
269,9.798347,10.623761,0.138233,0.001672,0.276043,4,0.139173,0.013843,4.098251,1.059261,9.778646
270,10.165165,9.922929,0.145803,0.016386,1.000000,2,0.147153,0.008548,3.276833,0.617781,9.996827
272,10.365947,10.210265,0.150349,0.008190,1.000000,3,0.151127,0.003465,2.273034,0.004794,12.249714
273,10.429581,9.797959,0.149153,0.009885,1.000000,2,0.149030,0.004524,2.580606,0.189298,11.466337
274,10.392512,10.029160,0.152890,0.007694,1.000000,3,0.153336,0.003275,2.165614,0.030298,12.528723
219,31.986189,8.693400,0.333628,0.000103,0.657144,41,0.334361,0.006867,0.700572,0.428984,58.162659
222,29.374470,8.451881,0.253424,0.000070,0.504780,37,0.255543,0.002777,0.775333,0.348960,51.518826
240,22.026733,8.735411,0.208653,0.000074,0.409212,27,0.212029,0.001357,0.796065,0.340624,43.226894
246,19.071175,8.833159,0.208174,0.000100,0.414728,22,0.208956,0.001261,0.790952,0.392350,39.208126
251,18.479614,8.937470,0.195744,0.000060,0.386011,18,0.195717,0.000529,0.592146,0.280923,43.685432
253,15.664534,9.001299,0.214515,0.000215,0.426469,18,0.214458,0.001928,0.917648,0.551036,31.775814
254,16.821850,8.963312,0.199119,0.000120,0.397793,18,0.199743,0.001044,0.789642,0.401105,36.008854
256,13.007927,9.875798,0.190365,0.000338,0.377136,14,0.189414,0.001753,1.115052,0.558905,25.717373
257,15.136933,9.241619,0.172788,0.000087,0.336793,14,0.172698,0.000443,0.695828,0.205126,35.517853
258,13.328061,9.094037,0.176166,0.000268,0.351425,14,0.175957,0.001414,1.163509,0.442663,25.472715
259,13.988252,9.479746,0.178261,0.000177,0.355272,14,0.178572,0.000910,0.920420,0.371092,29.847385
260,12.505624,9.317728,0.144557,0.000190,0.287284,10,0.144629,0.000588,1.128609,0.131556,25.010107
261,13.182478,9.394531,0.174189,0.000181,0.347448,11,0.173979,0.000634,0.814872,0.239862,29.525261
263,9.629565,11.781116,0.144118,0.001851,0.287843,6,0.144532,0.025204,4.452529,1.614284,9.798660
264,12.666020,9.681384,0.164463,0.000222,0.330205,11,0.164274,0.000745,0.985080,0.253582,26.618965
265,12.227901,9.330990,0.159488,0.000300,0.320581,10,0.159340,0.001006,1.203190,0.309941,23.635368
267,11.053141,10.183713,0.173703,0.000686,0.347198,8,0.173000,0.001516,1.240847,0.458050,20.698267
268,11.229134,10.149538,0.160249,0.000468,0.316561,8,0.160971,0.000959,1.153715,0.223787,21.986137
269,9.773031,10.657194,0.138279,0.001591,0.276043,5,0.138883,0.010248,3.792393,1.046703,10.519468
270,10.467217,9.808758,0.146443,0.008619,1.000000,3,0.146874,0.005093,2.763227,0.600574,11.491098
272,10.806242,10.094476,0.150781,0.003646,1.000000,4,0.150935,0.002244,1.907091,0.075717,14.200488
273,10.839977,9.688336,0.149087,0.004598,1.000000,3,0.148971,0.002892,2.170077,0.243985,13.251577
274,10.847298,9.917629,0.153140,0.003388,1.000000,4,0.153138,0.002131,1.816327,0.053475,14.535979
278,10.000000,10.000000,0.142092,0.027778,1.000000,0,0.141627,0.005116,7.204883,0.332122,6.013444
219,32.553623,8.678972,0.333638,0.000102,0.657144,42,0.334346,0.007166,0.714100,0.433690,58.451767
240,22.658684,8.710864,0.208813,0.000071,0.409212,28,0.212227,0.001384,0.802065,0.341487,43.960365
246,19.697119,8.801475,0.208226,0.000094,0.414728,23,0.209038,0.001274,0.794291,0.395591,40.063911
251,19.196285,8.909616,0.195742,0.000054,0.386011,19,0.195588,0.000527,0.592054,0.298348,45.000496
253,16.194733,8.951532,0.214511,0.000196,0.426469,19,0.214255,0.001930,0.919761,0.558882,32.570393
254,17.440636,8.923633,0.199177,0.000109,0.397793,19,0.199752,0.001039,0.787950,0.407471,37.047310
256,13.453304,9.796000,0.190240,0.000293,0.377136,15,0.189829,0.001713,1.098599,0.571806,26.697544
257,15.803281,9.197351,0.172774,0.000074,0.336793,15,0.172464,0.000423,0.682176,0.230700,37.112907
258,13.804811,9.027031,0.176138,0.000232,0.351425,15,0.175890,0.001368,1.146830,0.462475,26.432526
259,14.546678,9.418204,0.178305,0.000152,0.355272,15,0.178495,0.000875,0.904118,0.379820,31.090847
260,13.032784,9.244708,0.144572,0.000151,0.287284,11,0.144582,0.000535,1.079210,0.168306,26.515398
261,13.771937,9.331091,0.174148,0.000146,0.347448,12,0.173752,0.000586,0.786857,0.266102,31.218330
263,9.574267,11.897599,0.144128,0.001805,0.287843,7,0.144421,0.020800,4.276759,1.607436,10.256570
264,13.199800,9.606154,0.164426,0.000179,0.330205,12,0.164177,0.000689,0.950439,0.282367,28.114784
265,12.698398,9.251803,0.159460,0.000243,0.320581,11,0.159269,0.000932,1.162323,0.337524,24.909979
267,11.423864,10.076376,0.173536,0.000523,0.347198,9,0.172836,0.001339,1.174647,0.472290,22.207418
268,11.649278,10.045916,0.160435,0.000347,0.316561,9,0.161217,0.000833,1.076723,0.254292,23.772348
269,9.775688,10.654108,0.138318,0.001488,0.276043,6,0.139158,0.008189,3.539441,1.053716,11.244823
270,10.887188,9.699894,0.146656,0.004370,1.000000,4,0.146664,0.003529,2.415069,0.593479,12.942185
272,11.372032,9.998960,0.150862,0.001733,1.000000,5,0.150642,0.001617,1.661047,0.147473,16.093369
273,11.374141,9.594779,0.149028,0.002234,1.000000,4,0.148979,0.002080,1.891668,0.298256,14.986349
274,11.426896,9.826713,0.153139,0.001611,1.000000,5,0.152935,0.001537,1.578420,0.125691,16.500202
277,10.000000,10.000000,0.142621,0.027778,1.000000,0,0.142676,0.025751,4.554434,0.139695,7.831633
278,10.247152,9.887671,0.141822,0.011652,1.000000,1,0.141939,0.020269,4.360142,0.087379,8.012294
219,33.116055,8.665133,0.333647,0.000100,0.657144,43,0.334348,0.007478,0.727780,0.438675,58.718800
240,23.291538,8.687493,0.208965,0.000067,0.409212,29,0.212510,0.001415,0.808422,0.342343,44.669304
246,20.326853,8.771708,0.208276,0.000088,0.414728,24,0.209073,0.001290,0.798787,0.398930,40.871929
251,19.918955,8.883881,0.195729,0.000050,0.386011,20,0.195601,0.000529,0.593177,0.316118,46.254112
253,16.732141,8.904944,0.214490,0.000180,0.426469,20,0.214099,0.001941,0.923540,0.567730,33.313831
254,18.066921,8.886761,0.199226,0.000099,0.397793,20,0.199893,0.001041,0.787493,0.414084,38.042904
257,16.484650,9.157426,0.172732,0.000064,0.336793,16,0.172301,0.000409,0.671821,0.256062,38.635201
258,14.297480,8.964748,0.176108,0.000204,0.351425,16,0.175962,0.001337,1.133970,0.483769,27.341021
259,15.121520,9.361740,0.178330,0.000132,0.355272,16,0.178555,0.000849,0.890820,0.388668,32.288651
260,13.589389,9.178825,0.144574,0.000122,0.287284,12,0.144602,0.000494,1.039011,0.204403,27.964432
261,14.385883,9.274354,0.174079,0.000120,0.347448,13,0.173607,0.000550,0.764661,0.291412,32.839352
263,9.530842,11.983710,0.144137,0.001750,0.287843,8,0.145078,0.018009,4.109499,1.606821,10.712456
264,13.759705,9.538095,0.164382,0.000147,0.330205,13,0.164167,0.000648,0.922787,0.311077,29.543058
265,13.195582,9.179105,0.159427,0.000201,0.320581,12,0.159351,0.000878,1.128927,0.365712,26.129881
267,11.833417,9.975964,0.173381,0.000408,0.347198,10,0.172766,0.001212,1.122638,0.486836,23.646418
268,12.112453,9.951050,0.160622,0.000265,0.316561,10,0.161310,0.000741,1.017882,0.282099,25.472723
269,9.801909,10.626525,0.138383,0.001372,0.276043,7,0.139058,0.006923,3.362263,1.070015,11.897257
270,11.413154,9.605913,0.146659,0.002353,1.000000,5,0.146678,0.002679,2.163538,0.590208,14.347730
272,12.031108,9.924192,0.150761,0.000938,1.000000,6,0.150705,0.001251,1.479853,0.209251,17.955309
273,12.003985,9.519878,0.149005,0.001218,1.000000,5,0.148925,0.001615,1.696357,0.346605,16.643898
275,10.000000,10.000000,0.122807,0.027778,1.000000,0,0.121318,0.154828,7.069451,0.853805,6.838921
277,10.160797,9.906732,0.142639,0.018654,1.000000,1,0.143247,0.007564,3.294538,0.239997,9.744802
278,10.505286,9.779687,0.141851,0.008682,1.000000,2,0.142301,0.006417,3.157357,0.066781,9.981541
219,33.671658,8.651439,0.333656,0.000099,0.657144,44,0.334407,0.007810,0.741640,0.444472,58.977066
240,23.924828,8.665253,0.209113,0.000065,0.409212,30,0.212747,0.001447,0.815178,0.345255,45.366562
246,20.959732,8.743675,0.208323,0.000083,0.414728,25,0.208887,0.001305,0.804540,0.404459,41.642281
251,20.646118,8.859884,0.195718,0.000046,0.386011,21,0.195672,0.000534,0.595521,0.335152,47.456768
253,17.275394,8.861188,0.214461,0.000167,0.426469,21,0.214123,0.001962,0.928033,0.578442,34.035629
254,18.699413,8.852422,0.199279,0.000092,0.397793,21,0.199755,0.001043,0.789245,0.422918,38.981102
257,17.178417,9.121140,0.172678,0.000056,0.336793,17,0.172161,0.000398,0.664264,0.282537,40.099701
258,14.803753,8.906883,0.176091,0.000181,0.351425,17,0.176016,0.001317,1.125472,0.506409,28.194515
259,15.710604,9.309949,0.178356,0.000117,0.355272,17,0.178546,0.000828,0.880562,0.400180,33.446999
260,14.171206,9.119463,0.144578,0.000101,0.287284,13,0.144624,0.000463,1.006644,0.240992,29.361921
261,15.020103,9.223295,0.174003,0.000101,0.347448,14,0.173386,0.000523,0.747589,0.317912,34.393806
263,9.497186,12.047591,0.144170,0.001689,0.287843,9,0.145177,0.016205,4.001565,1.615835,11.109324
265,13.715569,9.112469,0.159415,0.000169,0.320581,13,0.159316,0.000836,1.103936,0.394920,27.277416
267,12.276755,9.883059,0.173257,0.000325,0.347198,11,0.172696,0.001116,1.081055,0.504355,25.035841
268,12.612579,9.864894,0.160772,0.000207,0.316561,11,0.161488,0.000672,0.969369,0.311223,27.145714
269,9.847903,10.582139,0.138442,0.001252,0.276043,8,0.139158,0.006084,3.219395,1.090266,12.516655
270,12.020742,9.528219,0.146667,0.001396,1.000000,6,0.146541,0.002149,1.977455,0.595384,15.710318
272,12.753238,9.865675,0.150739,0.000571,1.000000,7,0.150873,0.001016,1.342930,0.266603,19.788025
273,12.699838,9.460283,0.148974,0.000745,1.000000,6,0.148713,0.001319,1.554384,0.393238,18.231615
275,9.984191,10.016909,0.122698,0.025738,1.000000,1,0.121195,0.019481,5.412915,0.805582,8.111045
277,10.453711,9.793454,0.142949,0.009145,1.000000,2,0.143309,0.003921,2.619256,0.320068,11.609333
278,10.908813,9.671281,0.142052,0.004802,1.000000,3,0.142211,0.003380,2.508895,0.182079,11.905319
219,34.220814,8.638048,0.333664,0.000098,0.657144,45,0.334517,0.008159,0.755612,0.449753,59.214661
240,24.558146,8.643981,0.209256,0.000062,0.409212,31,0.213005,0.001482,0.822486,0.346945,46.029716
246,21.595474,8.717172,0.208353,0.000078,0.414728,26,0.208798,0.001325,0.810896,0.408721,42.376148
251,21.377014,8.837514,0.195715,0.000042,0.386011,22,0.195816,0.000542,0.598956,0.353247,48.592319
253,17.823429,8.820090,0.214438,0.000155,0.426469,22,0.214252,0.001993,0.933637,0.588470,34.713982
254,19.337448,8.820289,0.199314,0.000085,0.397793,22,0.199658,0.001049,0.792269,0.430434,39.866573
257,17.882845,9.088114,0.172619,0.000050,0.336793,18,0.172082,0.000391,0.659095,0.307482,41.490829
258,15.321515,8.852987,0.176084,0.000162,0.351425,18,0.176167,0.001307,1.119683,0.528754,29.000071
259,16.312168,9.262290,0.178377,0.000104,0.355272,18,0.178702,0.000815,0.872398,0.409797,34.560989
260,14.774459,9.065826,0.144586,0.000085,0.287284,14,0.144702,0.000439,0.980265,0.275661,30.701515
261,15.671735,9.177281,0.173913,0.000086,0.347448,15,0.173337,0.000502,0.733892,0.342041,35.887775
265,14.255262,9.051415,0.159401,0.000145,0.320581,14,0.159383,0.000805,1.083844,0.423245,28.369377
267,12.749433,9.797531,0.173153,0.000265,0.347198,12,0.172854,0.001046,1.046917,0.519555,26.369987
268,13.144403,9.786938,0.160914,0.000166,0.316561,12,0.161642,0.000620,0.931156,0.336070,28.740997
269,9.910964,10.525857,0.138509,0.001136,0.276043,9,0.139504,0.005503,3.099200,1.112910,13.108963
270,12.687623,9.464416,0.146623,0.000904,1.000000,7,0.146638,0.001804,1.832539,0.597478,17.027300
272,13.518465,9.818966,0.150784,0.000381,1.000000,8,0.150951,0.000859,1.240900,0.315674,21.538731
273,13.441478,9.412305,0.148887,0.000497,1.000000,7,0.148460,0.001120,1.448357,0.434680,19.736267
275,10.173834,9.915182,0.122141,0.016193,1.000000,2,0.121277,0.008467,4.441177,0.766560,9.343845
277,10.882445,9.685005,0.143148,0.004099,1.000000,3,0.143625,0.002521,2.192599,0.376892,13.435028
278,11.429708,9.577444,0.142130,0.002456,1.000000,4,0.142206,0.002182,2.103088,0.266215,13.779079
219,34.763767,8.625068,0.333674,0.000097,0.657144,46,0.334480,0.008508,0.769820,0.453877,59.439926
240,25.191071,8.623610,0.209395,0.000060,0.409212,32,0.213177,0.001518,0.830357,0.347302,46.671429
246,22.233427,8.692094,0.208376,0.000074,0.414728,27,0.208748,0.001347,0.817669,0.411332,43.092869
251,22.110626,8.816540,0.195722,0.000039,0.386011,23,0.195853,0.000551,0.603635,0.368713,49.663830
253,18.374872,8.781304,0.214426,0.000145,0.426469,23,0.214035,0.002021,0.941497,0.596298,35.338470
254,19.980225,8.790218,0.199337,0.000079,0.397793,23,0.199570,0.001058,0.796160,0.435813,40.723412
257,18.596018,9.057832,0.172563,0.000045,0.336793,19,0.172071,0.000387,0.655611,0.328897,42.837917
258,15.848830,8.802659,0.176091,0.000147,0.351425,19,0.176234,0.001303,1.117030,0.547643,29.759220
259,16.924150,9.218258,0.178410,0.000094,0.355272,19,0.178711,0.000805,0.867054,0.416693,35.623295
260,15.395929,9.017221,0.144602,0.000073,0.287284,15,0.144684,0.000420,0.959720,0.305107,31.979645
261,16.337893,9.135609,0.173836,0.000075,0.347448,16,0.173336,0.000487,0.723087,0.362032,37.334911
265,14.811594,8.995312,0.159398,0.000126,0.320581,15,0.159436,0.000782,1.068253,0.446982,29.413025
267,13.247100,9.719004,0.173103,0.000221,0.347198,13,0.172782,0.000990,1.021186,0.530638,27.631298
268,13.703227,9.716526,0.161046,0.000136,0.316561,13,0.161672,0.000579,0.900920,0.355650,30.274185
269,9.988938,10.461120,0.138604,0.001027,0.276043,10,0.139367,0.005069,3.017274,1.131415,13.641089
270,13.397560,9.411621,0.146627,0.000629,1.000000,8,0.146591,0.001559,1.720619,0.595787,18.294811
272,14.314491,9.780979,0.150832,0.000271,1.000000,9,0.150831,0.000746,1.163498,0.354248,23.216967
275,10.478205,9.801109,0.121731,0.008508,1.000000,3,0.121312,0.005058,3.803701,0.731543,10.548551
277,11.437652,9.594380,0.143398,0.001951,1.000000,4,0.143455,0.001813,1.912980,0.415765,15.185544
278,12.050097,9.501915,0.142165,0.001318,1.000000,5,0.142183,0.001565,1.825315,0.325880,15.619446
279,10.000000,10.000000,0.128131,0.027778,1.000000,0,0.128556,0.148768,6.589684,0.812232,6.764731
280,10.000000,10.000000,0.133050,0.027778,1.000000,0,0.134333,0.027481,5.015851,0.385324,7.638110
281,10.000000,10.000000,0.141886,0.027778,1.000000,0,0.140253,0.096638,5.700743,1.260948,7.045426
282,10.000000,10.000000,0.118770,0.027778,1.000000,0,0.117876,0.132525,7.220511,0.371248,6.663156
219,35.300289,8.612389,0.333682,0.000096,0.657144,47,0.334473,0.008875,0.784178,0.457670,59.649670
240,25.823526,8.604074,0.209528,0.000058,0.409212,33,0.213343,0.001555,0.838585,0.348124,47.292660
246,22.873327,8.668413,0.208394,0.000071,0.414728,28,0.208708,0.001372,0.825002,0.414131,43.781483
251,22.846416,8.796817,0.195730,0.000037,0.386011,24,0.195939,0.000563,0.609233,0.383091,50.677094
253,18.929804,8.744747,0.214403,0.000137,0.426469,24,0.213695,0.002052,0.950946,0.603623,35.913578
254,20.627123,8.762047,0.199352,0.000074,0.397793,24,0.199508,0.001070,0.800933,0.441072,41.543339
257,19.316612,9.029979,0.172516,0.000040,0.336793,20,0.172078,0.000385,0.654105,0.348678,44.115692
258,16.384571,8.755651,0.176104,0.000134,0.351425,20,0.176338,0.001306,1.116930,0.564653,30.469124
259,17.545353,9.177455,0.178438,0.000085,0.355272,20,0.178783,0.000799,0.863353,0.423384,36.648159
260,16.033192,8.973063,0.144613,0.000063,0.287284,16,0.144675,0.000405,0.943763,0.331917,33.196175
261,17.016367,9.097693,0.173776,0.000066,0.347448,17,0.173322,0.000476,0.715393,0.380386,38.709957
265,15.382378,8.943697,0.159403,0.000110,0.320581,16,0.159541,0.000766,1.056598,0.468379,30.400766
267,13.766546,9.646933,0.173054,0.000187,0.347198,14,0.171976,0.000942,1.006765,0.541484,28.748566
268,14.285235,9.652809,0.161149,0.000113,0.316561,14,0.161728,0.000547,0.876447,0.373393,31.751709
269,10.080543,10.390147,0.138678,0.000928,0.276043,11,0.139259,0.004758,2.954633,1.147942,14.132099
270,14.139847,9.367412,0.146617,0.000462,1.000000,9,0.146676,0.001382,1.629235,0.594537,19.528618
272,15.133411,9.749462,0.150832,0.000202,1.000000,10,0.150871,0.000664,1.101096,0.387881,24.848537
275,10.900468,9.692640,0.121525,0.004317,1.000000,4,0.121228,0.003513,3.362717,0.706254,11.710824
277,12.087737,9.522973,0.143424,0.001055,1.000000,5,0.143536,0.001400,1.706960,0.446968,16.907650
278,12.744609,9.442620,0.142172,0.000773,1.000000,6,0.141945,0.001206,1.631286,0.373625,17.386116
279,9.987961,10.012648,0.128163,0.025649,1.000000,1,0.128482,0.015015,4.707504,0.779014,8.356498
280,10.155372,9.908434,0.133456,0.018992,1.000000,1,0.134218,0.007481,3.649421,0.466337,9.460775
281,10.031075,9.972514,0.141693,0.024486,1.000000,1,0.140186,0.015376,4.161886,1.174382,8.654682
282,9.999124,10.000835,0.118693,0.025375,1.000000,1,0.117644,0.012291,5.112557,0.465335,8.242889
219,35.829609,8.599868,0.333690,0.000095,0.657144,48,0.334700,0.009295,0.799049,0.460547,59.831963
240,26.455425,8.585368,0.209654,0.000056,0.409212,34,0.213641,0.001598,0.847116,0.348271,47.907505
246,23.514124,8.645791,0.208408,0.000067,0.414728,29,0.208837,0.001403,0.832840,0.415771,44.454746
251,23.583763,8.778242,0.195742,0.000035,0.386011,25,0.195987,0.000578,0.616528,0.394815,51.606003
253,19.487326,8.710076,0.214363,0.000129,0.426469,25,0.213380,0.002093,0.962422,0.608997,36.433140
254,21.277256,8.735527,0.199361,0.000070,0.397793,25,0.199783,0.001091,0.806024,0.444590,42.354019
257,20.043251,9.004201,0.172477,0.000037,0.336793,21,0.172195,0.000387,0.654702,0.364931,45.330048
258,16.927210,8.711630,0.176123,0.000123,0.351425,21,0.176369,0.001318,1.121463,0.578064,31.098219
259,18.174494,9.139563,0.178468,0.000077,0.355272,21,0.178850,0.000797,0.861869,0.428004,37.630501
260,16.683989,8.932835,0.144621,0.000055,0.287284,17,0.144682,0.000395,0.932731,0.353582,34.343414
261,17.705219,9.063037,0.173725,0.000058,0.347448,18,0.173479,0.000471,0.710166,0.395086,40.037548
265,15.965249,8.896015,0.159418,0.000098,0.320581,17,0.159535,0.000758,1.051034,0.485247,31.297165
267,14.305548,9.580877,0.172901,0.000160,0.347198,15,0.172006,0.000912,0.991317,0.548237,29.893660
268,14.887207,9.595130,0.161237,0.000096,0.316561,15,0.161731,0.000523,0.857738,0.386879,33.168446
269,10.184119,10.315018,0.138733,0.000839,0.276043,12,0.139217,0.004572,2.914349,1.159733,14.562094
270,14.907058,9.329937,0.146631,0.000354,1.000000,10,0.146696,0.001249,1.556666,0.590099,20.719772
272,15.969969,9.722968,0.150841,0.000157,1.000000,11,0.150639,0.000604,1.055974,0.413919,26.374266
275,11.428255,9.599110,0.121388,0.002329,1.000000,5,0.121456,0.002648,3.019162,0.678073,12.882830
276,10.000000,10.000000,0.120678,0.027778,1.000000,0,0.120017,0.004020,9.331648,2.825495,6.458936
277,12.802125,9.466799,0.143468,0.000642,1.000000,6,0.143520,0.001137,1.555238,0.467136,18.581238
278,13.491432,9.395778,0.142090,0.000494,1.000000,7,0.141843,0.000977,1.484658,0.407779,19.124773
279,10.196524,9.906755,0.128297,0.014912,1.000000,2,0.128455,0.006249,3.705351,0.744360,9.925760
280,10.446350,9.795174,0.133847,0.009245,1.000000,2,0.134021,0.003791,2.907435,0.514220,11.245139
281,10.244327,9.866993,0.141075,0.014442,1.000000,2,0.140047,0.007071,3.345992,1.110137,10.195516
282,10.221690,9.892520,0.118218,0.013876,1.000000,2,0.117535,0.005041,4.002123,0.522370,9.797276
219,36.352024,8.587786,0.333699,0.000094,0.657144,49,0.335025,0.009750,0.814260,0.461674,59.990173
240,27.086044,8.567419,0.209778,0.000054,0.409212,35,0.214029,0.001647,0.856264,0.346842,48.491161
246,24.155590,8.624348,0.208426,0.000065,0.414728,30,0.209075,0.001441,0.841448,0.414917,45.091293
251,24.321993,8.760718,0.195755,0.000033,0.386011,26,0.195962,0.000594,0.625035,0.401129,52.458725
253,20.046671,8.677262,0.214313,0.000123,0.426469,26,0.213653,0.002156,0.973234,0.609517,36.948605
254,21.929304,8.710488,0.199384,0.000066,0.397793,26,0.200084,0.001116,0.812429,0.444702,43.112274
257,20.774565,8.980252,0.172454,0.000034,0.336793,22,0.172241,0.000390,0.657358,0.374062,46.459335
258,17.475090,8.670297,0.176141,0.000114,0.351425,22,0.176313,0.001335,1.128708,0.583432,31.672764
259,18.810383,9.104293,0.178498,0.000071,0.355272,22,0.178913,0.000800,0.862604,0.428056,38.552349
260,17.345854,8.895949,0.144628,0.000049,0.287284,18,0.144652,0.000389,0.925297,0.365125,35.426678
261,18.402327,9.031148,0.173700,0.000053,0.347448,19,0.173563,0.000469,0.707936,0.402576,41.276245
265,16.558292,8.851941,0.159430,0.000088,0.320581,18,0.159602,0.000754,1.047973,0.492418,32.147175
267,14.860460,9.520110,0.172786,0.000140,0.347198,16,0.172039,0.000892,0.980607,0.547944,30.967020
268,15.506113,9.542705,0.161305,0.000083,0.316561,16,0.161640,0.000505,0.844413,0.392450,34.498192
269,10.296980,10.237735,0.138778,0.000761,0.276043,13,0.139282,0.004447,2.883099,1.155784,14.965183
270,15.694077,9.297871,0.146645,0.000280,1.000000,11,0.146843,0.001152,1.497727,0.578327,21.862518
272,16.820255,9.700350,0.150801,0.000126,1.000000,12,0.150651,0.000560,1.018452,0.426680,27.860178
275,12.037782,9.521857,0.121415,0.001380,1.000000,6,0.121772,0.002127,2.758928,0.642271,14.017070
276,10.253333,9.886797,0.120279,0.011008,1.000000,1,0.120444,0.003635,8.322228,2.616296,6.960644
277,13.560578,9.421856,0.143485,0.000427,1.000000,7,0.143433,0.000961,1.442173,0.471299,20.180813
278,14.275545,9.358153,0.142012,0.000339,1.000000,8,0.141542,0.000823,1.377521,0.422831,20.774321
279,10.529860,9.791679,0.128379,0.007152,1.000000,3,0.128254,0.003694,3.107867,0.699349,11.425110
280,10.875346,9.686614,0.133944,0.004076,1.000000,3,0.133754,0.002413,2.450925,0.527623,12.966852
281,10.576104,9.753440,0.140565,0.007283,1.000000,3,0.140180,0.004383,2.836536,1.042731,11.679610
282,10.576550,9.777580,0.117842,0.006244,1.000000,3,0.117243,0.002938,3.338824,0.539752,11.290514
284,10.000000,10.000000,0.118101,0.027778,1.000000,0,0.118641,0.081250,6.855236,0.603608,6.847117
285,10.000000,10.000000,0.121985,0.027778,1.000000,0,0.120096,0.003704,8.555744,1.436822,6.129910
219,36.865585,8.575801,0.333711,0.000093,0.657144,50,0.334559,0.010077,0.828037,0.462145,60.156765
240,27.714783,8.550199,0.209903,0.000052,0.409212,36,0.213936,0.001683,0.865500,0.346129,48.990738
246,24.796381,8.603783,0.208452,0.000062,0.414728,31,0.208774,0.001464,0.850294,0.414209,45.639362
251,25.060368,8.744048,0.195765,0.000031,0.386011,27,0.195702,0.000605,0.632542,0.404603,53.242813
254,22.582327,8.686745,0.199420,0.000062,0.397793,27,0.199752,0.001129,0.819672,0.444312,43.759930
257,21.509623,8.957928,0.172438,0.000031,0.336793,23,0.172098,0.000392,0.659805,0.379330,47.483982
258,18.027134,8.631351,0.176153,0.000106,0.351425,23,0.176008,0.001340,1.134358,0.583816,32.223473
259,19.451868,9.071386,0.178529,0.000066,0.355272,23,0.178898,0.000802,0.863545,0.427446,39.387970
260,18.017321,8.862085,0.144630,0.000044,0.287284,19,0.144528,0.000382,0.918599,0.370886,36.422520
261,19.106359,9.001743,0.173687,0.000048,0.347448,20,0.173503,0.000466,0.706284,0.406703,42.397648
265,17.159651,8.811004,0.159446,0.000080,0.320581,19,0.159355,0.000746,1.045867,0.494371,32.922085
267,15.428768,9.464069,0.172698,0.000123,0.347198,17,0.171914,0.000873,0.971987,0.545538,31.940374
268,16.139360,9.494853,0.161347,0.000072,0.316561,17,0.161505,0.000491,0.833708,0.395220,35.696651
269,10.417717,10.159510,0.138823,0.000694,0.276043,14,0.139159,0.004281,2.847929,1.142193,15.374696
270,16.496714,9.270074,0.146681,0.000228,1.000000,12,0.146770,0.001076,1.453650,0.568089,22.871668
272,17.681400,9.680798,0.150774,0.000104,1.000000,13,0.150648,0.000525,0.987377,0.432771,29.219856
275,12.706406,9.458479,0.121541,0.000894,1.000000,7,0.121431,0.001801,2.592618,0.617924,14.970055
276,10.656031,9.772831,0.120375,0.004605,1.000000,2,0.119974,0.522712,7.672186,2.465452,7.400213
277,14.350439,9.385199,0.143470,0.000304,1.000000,8,0.143345,0.000840,1.357158,0.470915,21.623608
278,15.086791,9.327288,0.141882,0.000245,1.000000,9,0.141106,0.000716,1.298790,0.429839,22.245615
279,10.993316,9.686372,0.128313,0.003357,1.000000,4,0.128232,0.002601,2.723106,0.665566,12.782032
