id,a,b,mu,sigma2,depthRange,count,x,tau2,depTau,zNoise,angle,ang
378,17.418673,9.690430,0.022028,0.000000,1.000000,35,0.022027,0.000001,0.000000,0.460956,13.196214,89.369389
383,10.784085,9.777340,0.028432,0.001467,1.000000,19,0.028360,0.000001,0.000000,0.405157,11.067438,89.948671
384,10.784083,9.777325,0.030213,0.001467,1.000000,19,0.030154,0.000001,0.000000,0.537073,11.472257,89.867503
382,11.537665,9.717328,0.028734,0.000118,1.000000,20,0.028730,0.000001,0.000000,0.004667,12.667515,90.022364
383,11.537634,9.717318,0.028366,0.000118,1.000000,20,0.028334,0.000001,0.000000,0.436379,11.566005,89.919332
384,11.537665,9.717328,0.030159,0.000118,1.000000,20,0.030126,0.000001,0.000000,0.561391,11.981692,89.840329
382,12.462768,9.699130,0.028730,0.000004,1.000000,21,0.028701,0.000001,0.000000,0.043719,13.229085,90.044242
384,12.462768,9.699130,0.030127,0.000004,1.000000,21,0.030121,0.000001,0.000000,0.579955,12.485442,89.827787
382,13.448215,9.695839,0.028707,0.000001,1.000000,22,0.028714,0.000001,0.000000,0.075362,13.799018,90.025319
383,12.462689,9.699085,0.028335,0.000004,1.000000,22,0.028353,0.000001,0.000000,0.477937,12.550550,89.832531
384,13.448215,9.695839,0.030122,0.000001,1.000000,22,0.030137,0.000001,0.000000,0.590908,12.982230,89.788493
382,14.439543,9.694056,0.028710,0.000000,1.000000,23,0.028741,0.000001,0.000000,0.098099,14.374209,90.072141
381,10.000000,10.000000,0.022612,0.027778,1.000000,24,0.021961,0.000001,0.000000,0.539198,10.065224,89.756168
382,15.432112,9.692676,0.028720,0.000000,1.000000,24,0.028789,0.000001,0.000000,0.111621,14.961953,90.097949
384,14.439598,9.694090,0.030128,0.000000,1.000000,24,0.030177,0.000001,0.000000,0.584639,13.965333,89.785478
381,10.278106,9.883840,0.022153,0.008186,1.000000,25,0.021952,0.000001,0.000000,0.525409,10.421632,89.735077
382,16.425217,9.691469,0.028736,0.000000,1.000000,25,0.028796,0.000001,0.000000,0.117897,15.530193,90.100649
383,13.448171,9.695817,0.028349,0.000001,1.000000,25,0.028317,0.000001,0.000000,0.469091,13.957786,89.784442
384,15.432177,9.692717,0.030143,0.000000,1.000000,25,0.030152,0.000001,0.000000,0.571342,14.434644,89.767048
382,17.418736,9.690422,0.028747,0.000000,1.000000,26,0.028797,0.000001,0.000000,0.123373,16.095768,90.087294
383,14.439600,9.694101,0.028335,0.000000,1.000000,26,0.028307,0.000001,0.000000,0.459135,14.425837,89.766944
384,16.425364,9.691554,0.030145,0.000000,1.000000,26,0.030126,0.000001,0.000000,0.558971,14.903224,89.755368
381,10.784144,9.777384,0.021988,0.001467,1.000000,27,0.021895,0.000001,0.000000,0.498460,11.103699,89.743962
382,18.412737,9.689585,0.028755,0.000000,1.000000,27,0.028750,0.000001,0.000000,0.127600,16.630212,90.064264
383,15.432117,9.692689,0.028326,0.000000,1.000000,27,0.028289,0.000001,0.000000,0.449432,14.883743,89.735876
384,17.418987,9.690560,0.030142,0.000000,1.000000,27,0.030118,0.000001,0.000000,0.547043,15.371115,89.725124
382,19.406963,9.688829,0.028754,0.000000,1.000000,28,0.028739,0.000001,0.000000,0.131746,17.187680,90.056198
381,11.537703,9.717366,0.021902,0.000118,1.000000,29,0.021884,0.000001,0.000000,0.456366,11.811144,89.721439
383,16.425295,9.691523,0.028318,0.000000,1.000000,29,0.028277,0.000001,0.000000,0.428375,15.807481,89.725952
384,18.413027,9.689740,0.030138,0.000000,1.000000,29,0.030126,0.000001,0.000000,0.521911,16.315141,89.699029
381,12.462770,9.699143,0.021884,0.000004,1.000000,30,0.021877,0.000001,0.000000,0.434699,12.160275,89.760300
382,20.401323,9.688117,0.028752,0.000000,1.000000,30,0.028707,0.000001,0.000000,0.123335,18.291786,90.058079
383,17.418825,9.690480,0.028310,0.000000,1.000000,30,0.028299,0.000001,0.000000,0.409690,16.284225,89.760518
384,19.407297,9.689007,0.030136,0.000000,1.000000,30,0.030079,0.000001,0.000000,0.502300,16.763161,89.718467
381,13.448218,9.695853,0.021879,0.000001,1.000000,31,0.021867,0.000001,0.000000,0.421682,12.495049,89.768783
382,21.395844,9.687467,0.028748,0.000000,1.000000,31,0.028711,0.000001,0.000000,0.122427,18.840669,90.051375
383,18.412840,9.689650,0.028308,0.000000,1.000000,31,0.028265,0.000001,0.000000,0.396358,16.715284,89.741819
384,20.401703,9.688319,0.030129,0.000000,1.000000,31,0.030081,0.000001,0.000000,0.487294,17.215563,89.720521
381,14.439547,9.694070,0.021873,0.000000,1.000000,32,0.021861,0.000001,0.000000,0.417688,12.835133,89.766864
382,22.390640,9.686926,0.028744,0.000000,1.000000,32,0.028732,0.000001,0.000000,0.128512,19.401949,90.032881
383,19.406979,9.688853,0.028302,0.000000,1.000000,32,0.028237,0.000001,0.000000,0.390855,17.147104,89.740398
384,21.396147,9.687636,0.030124,0.000000,1.000000,32,0.030093,0.000001,0.000000,0.480223,17.672043,89.704019
381,15.432117,9.692691,0.021870,0.000000,1.000000,33,0.021861,0.000001,0.000000,0.411958,13.173593,89.782502
383,20.401337,9.688146,0.028294,0.000000,1.000000,33,0.028228,0.000001,0.000000,0.385215,17.588659,89.741101
381,16.425295,9.691523,0.021868,0.000000,1.000000,34,0.021862,0.000001,0.000000,0.403928,13.509763,89.758384
383,21.396000,9.687559,0.028287,0.000000,1.000000,34,0.028215,0.000001,0.000000,0.381011,18.012105,89.739105
384,22.390978,9.687110,0.030121,0.000000,1.000000,34,0.030091,0.000001,0.000000,0.466971,18.552342,89.731253
381,17.418905,9.690522,0.021866,0.000000,1.000000,35,0.021890,0.000001,0.000000,0.403751,13.867258,89.754389
383,22.390669,9.686968,0.028280,0.000000,1.000000,35,0.028239,0.000001,0.000000,0.383088,18.461175,89.759059
381,18.412935,9.689700,0.021870,0.000000,1.000000,36,0.021876,0.000001,0.000000,0.407380,14.188626,89.778459
381,19.407085,9.688907,0.021871,0.000000,1.000000,37,0.021871,0.000001,0.000000,0.396964,14.517991,89.775873
381,20.401697,9.688313,0.021871,0.000000,1.000000,38,0.021870,0.000001,0.000000,0.389529,14.845470,89.784564
381,21.396139,9.687628,0.021871,0.000000,1.000000,39,0.021866,0.000001,0.000000,0.387902,15.171213,89.768257
381,22.390676,9.686976,0.021870,0.000000,1.000000,40,0.021885,0.000001,0.000000,0.386297,15.507968,89.785204
386,10.000000,10.000000,0.026109,0.027778,1.000000,18,0.025616,0.000001,0.000000,0.242020,10.008079,90.000222
386,10.278106,9.883837,0.025761,0.008186,1.000000,20,0.025654,0.000001,0.000000,0.248123,10.980164,90.066529
386,10.784114,9.777351,0.025673,0.001467,1.000000,21,0.025647,0.000001,0.000000,0.257707,11.452849,90.094671
387,10.000000,10.000000,0.028267,0.027778,1.000000,21,0.025893,0.000001,0.000000,0.773391,10.359524,90.170088
387,10.278025,9.883800,0.026593,0.008188,1.000000,22,0.025932,0.000001,0.000000,0.766154,10.781257,90.196090
386,11.537632,9.717301,0.025649,0.000118,1.000000,23,0.025642,0.000001,0.000000,0.307081,12.381877,90.103253
387,10.783967,9.777290,0.026051,0.001467,1.000000,23,0.025964,0.000001,0.000000,0.767743,11.197644,90.194716
388,10.000000,10.000000,0.025087,0.027778,1.000000,23,0.024241,0.000001,0.000000,0.773251,10.225638,90.027400
387,11.537502,9.717277,0.025971,0.000118,1.000000,24,0.026005,0.000001,0.000000,0.775697,11.622409,90.207122
388,10.278078,9.883816,0.024491,0.008186,1.000000,24,0.024326,0.000001,0.000000,0.789291,10.609941,89.965135
386,12.462686,9.699066,0.025642,0.000004,1.000000,25,0.025650,0.000001,0.000000,0.357498,13.324689,90.051465
387,12.462579,9.699070,0.026004,0.000004,1.000000,25,0.025964,0.000001,0.000000,0.784294,12.007284,90.193841
388,10.784083,9.777331,0.024355,0.001467,1.000000,25,0.024292,0.000001,0.000000,0.791304,10.977821,89.951820
385,10.000000,10.000000,0.021803,0.027778,1.000000,26,0.020446,0.000001,0.000000,0.560783,10.129267,89.206194
386,13.448070,9.695730,0.025648,0.000001,1.000000,26,0.025649,0.000001,0.000000,0.363704,13.763070,90.012336
386,14.439425,9.693965,0.025648,0.000000,1.000000,27,0.025685,0.000001,0.000000,0.368987,14.236744,89.940682
387,13.448091,9.695826,0.025973,0.000001,1.000000,27,0.025899,0.000001,0.000000,0.771620,12.738444,90.112266
388,11.537667,9.717337,0.024297,0.000118,1.000000,27,0.024315,0.000001,0.000000,0.772259,11.683492,89.786614
385,10.278079,9.883822,0.020846,0.008187,1.000000,28,0.020466,0.000001,0.000000,0.551228,10.794624,89.155552
386,15.431975,9.692574,0.025660,0.000000,1.000000,28,0.025723,0.000001,0.000000,0.368663,14.700803,89.888188
387,14.439400,9.694036,0.025940,0.000000,1.000000,28,0.025980,0.000001,0.000000,0.757674,13.158537,90.116913
388,12.462729,9.699109,0.024314,0.000004,1.000000,28,0.024345,0.000001,0.000000,0.756604,12.034529,89.741639
385,10.784085,9.777347,0.020534,0.001467,1.000000,29,0.020467,0.000001,0.000000,0.533988,11.124366,89.203794
386,16.425058,9.691357,0.025675,0.000000,1.000000,29,0.025731,0.000001,0.000000,0.359210,15.157036,89.893489
387,15.431948,9.692644,0.025952,0.000000,1.000000,29,0.025998,0.000001,0.000000,0.736169,13.553503,90.076955
388,13.448123,9.695783,0.024338,0.000001,1.000000,29,0.024347,0.000001,0.000000,0.732743,12.384317,89.742788
385,11.537601,9.717301,0.020472,0.000118,1.000000,30,0.020439,0.000001,0.000000,0.513668,11.438546,89.259944
386,17.418634,9.690341,0.025685,0.000000,1.000000,30,0.025718,0.000001,0.000000,0.349019,15.597754,89.893991
387,16.425098,9.691464,0.025963,0.000000,1.000000,30,0.025952,0.000001,0.000000,0.713922,13.915074,90.060461
388,14.439489,9.694025,0.024342,0.000000,1.000000,30,0.024348,0.000001,0.000000,0.709895,12.727948,89.740751
385,12.462690,9.699098,0.020440,0.000004,1.000000,31,0.020454,0.000001,0.000000,0.499223,11.771797,89.322352
386,18.412529,9.689447,0.025691,0.000000,1.000000,31,0.025748,0.000001,0.000000,0.340346,16.064727,89.894736
387,17.418682,9.690448,0.025961,0.000000,1.000000,31,0.025929,0.000001,0.000000,0.695884,14.284071,90.031211
388,15.431984,9.692598,0.024344,0.000000,1.000000,31,0.024347,0.000001,0.000000,0.687958,13.073228,89.744469
390,10.000000,10.000000,0.026826,0.027778,1.000000,19,0.027226,0.000001,0.000000,0.656683,10.600123,90.012158
391,10.000000,10.000000,0.026574,0.027778,1.000000,19,0.027660,0.000001,0.000000,0.815922,10.371089,89.977546
385,13.448127,9.695799,0.020451,0.000001,1.000000,32,0.020419,0.000001,0.000000,0.487967,12.073911,89.353006
389,10.000000,10.000000,0.023367,0.027778,1.000000,20,0.024081,0.000001,0.000000,0.224869,10.408621,89.881927
390,10.278078,9.883813,0.027108,0.008186,1.000000,20,0.027232,0.000001,0.000000,0.636095,11.074182,89.964912
391,10.278106,9.883843,0.027340,0.008186,1.000000,20,0.027648,0.000001,0.000000,0.787449,10.822787,89.940288
392,10.000000,10.000000,0.025852,0.027778,1.000000,20,0.025968,0.000001,0.000000,0.791789,10.207708,89.929499
385,14.439437,9.694003,0.020437,0.000000,1.000000,33,0.020427,0.000001,0.000000,0.477425,12.400904,89.391903
386,19.406729,9.688682,0.025698,0.000000,1.000000,33,0.025687,0.000001,0.000000,0.325851,16.926390,89.898019
387,18.412487,9.689509,0.025956,0.000000,1.000000,33,0.025837,0.000001,0.000000,0.667425,14.988502,89.986413
388,16.425138,9.691419,0.024345,0.000000,1.000000,33,0.024340,0.000001,0.000000,0.648918,13.760891,89.732195
389,10.278106,9.883840,0.023870,0.008186,1.000000,21,0.024095,0.000001,0.000000,0.217814,10.877893,89.887173
390,10.784083,9.777327,0.027209,0.001467,1.000000,21,0.027222,0.000001,0.000000,0.616232,11.544363,89.931100
391,10.784085,9.777340,0.027593,0.001467,1.000000,21,0.027650,0.000001,0.000000,0.759418,11.281132,89.912339
392,10.278106,9.883837,0.025934,0.008186,1.000000,21,0.025978,0.000001,0.000000,0.765171,10.644280,89.929844
385,15.432052,9.692650,0.020434,0.000000,1.000000,34,0.020438,0.000001,0.000000,0.473927,12.724018,89.452363
386,20.401051,9.687951,0.025697,0.000000,1.000000,34,0.025686,0.000001,0.000000,0.319972,17.371830,89.901962
388,17.418728,9.690408,0.024344,0.000000,1.000000,34,0.024337,0.000001,0.000000,0.629965,14.103060,89.730906
389,10.784083,9.777331,0.024055,0.001467,1.000000,22,0.024079,0.000001,0.000000,0.213917,11.331419,89.870924
390,11.537665,9.717328,0.027221,0.000118,1.000000,22,0.027201,0.000001,0.000000,0.602438,12.004127,89.913883
392,10.784144,9.777377,0.025970,0.001467,1.000000,22,0.025934,0.000001,0.000000,0.746343,11.053604,89.885325
385,16.425146,9.691436,0.020435,0.000000,1.000000,35,0.020463,0.000001,0.000000,0.473070,13.063110,89.492253
386,21.395670,9.687343,0.025696,0.000000,1.000000,35,0.025677,0.000001,0.000000,0.316116,17.809430,89.896307
387,19.406685,9.688753,0.025939,0.000000,1.000000,35,0.025823,0.000001,0.000000,0.651394,15.724117,89.948996
388,18.412729,9.689569,0.024343,0.000000,1.000000,35,0.024334,0.000001,0.000000,0.613093,14.438194,89.737092
389,11.537667,9.717337,0.024077,0.000118,1.000000,23,0.024061,0.000001,0.000000,0.213688,11.783229,89.870353
390,12.462686,9.699068,0.027202,0.000004,1.000000,23,0.027200,0.000001,0.000000,0.591808,12.474563,89.921708
391,11.537634,9.717318,0.027646,0.000118,1.000000,23,0.027670,0.000001,0.000000,0.716758,12.192085,89.900107
392,11.537701,9.717358,0.025937,0.000118,1.000000,23,0.025975,0.000001,0.000000,0.730350,11.501322,89.873917
385,17.418819,9.690469,0.020440,0.000000,1.000000,36,0.020487,0.000001,0.000000,0.470328,13.404321,89.538202
386,22.390591,9.686852,0.025694,0.000000,1.000000,36,0.025691,0.000001,0.000000,0.312463,18.258842,89.895267
387,20.401131,9.688092,0.025925,0.000000,1.000000,36,0.025856,0.000001,0.000000,0.643106,16.117061,89.929571
388,19.406849,9.688763,0.024341,0.000000,1.000000,36,0.024328,0.000001,0.000000,0.597656,14.767605,89.756470
389,12.462729,9.699109,0.024062,0.000004,1.000000,24,0.024035,0.000001,0.000000,0.212555,12.228808,89.918034
390,13.448119,9.695767,0.027200,0.000001,1.000000,24,0.027260,0.000001,0.000000,0.580533,12.970995,89.936344
391,12.462689,9.699085,0.027669,0.000004,1.000000,24,0.027685,0.000001,0.000000,0.698732,12.646725,89.907058
392,12.462809,9.699164,0.025974,0.000004,1.000000,24,0.025985,0.000001,0.000000,0.714439,11.936984,89.877206
385,18.412739,9.689589,0.020448,0.000000,1.000000,37,0.020505,0.000001,0.000000,0.471213,13.720957,89.592320
387,21.395630,9.687435,0.025918,0.000000,1.000000,37,0.025868,0.000001,0.000000,0.638585,16.471726,89.905031
388,20.401312,9.688099,0.024340,0.000000,1.000000,37,0.024350,0.000001,0.000000,0.585122,15.093304,89.718544
390,14.439486,9.694012,0.027227,0.000000,1.000000,25,0.027276,0.000001,0.000000,0.574098,13.421029,89.902737
391,13.448123,9.695783,0.027681,0.000001,1.000000,25,0.027720,0.000001,0.000000,0.685352,13.083204,89.867703
392,13.448217,9.695846,0.025983,0.000001,1.000000,25,0.026008,0.000001,0.000000,0.703806,12.350626,89.839766
385,19.406969,9.688838,0.020455,0.000000,1.000000,38,0.020504,0.000001,0.000000,0.477187,14.025715,89.602171
387,22.390104,9.686760,0.025913,0.000000,1.000000,38,0.025850,0.000001,0.000000,0.638968,16.809790,89.903696
388,21.396099,9.687567,0.024341,0.000000,1.000000,38,0.024364,0.000001,0.000000,0.573665,15.418526,89.691366
389,13.448123,9.695783,0.024041,0.000001,1.000000,26,0.024073,0.000001,0.000000,0.220815,13.126248,89.800850
390,15.432108,9.692667,0.027242,0.000000,1.000000,26,0.027224,0.000001,0.000000,0.572591,13.840403,89.886296
391,14.439433,9.693989,0.027698,0.000000,1.000000,26,0.027717,0.000001,0.000000,0.675631,13.506010,89.837655
392,14.439545,9.694061,0.025994,0.000000,1.000000,26,0.025980,0.000001,0.000000,0.699644,12.741850,89.814784
385,20.401566,9.688238,0.020461,0.000000,1.000000,39,0.020507,0.000001,0.000000,0.488084,14.342173,89.628383
389,14.439433,9.693989,0.024055,0.000000,1.000000,27,0.024063,0.000001,0.000000,0.238599,13.564301,89.816576
390,16.425213,9.691458,0.027238,0.000000,1.000000,27,0.027237,0.000001,0.000000,0.580215,14.296213,89.910238
391,15.431919,9.692557,0.027704,0.000000,1.000000,27,0.027706,0.000001,0.000000,0.678529,13.927284,89.843440
392,15.431986,9.692601,0.025990,0.000000,1.000000,27,0.025992,0.000001,0.000000,0.703805,13.159044,89.819411
385,21.396124,9.687605,0.020466,0.000000,1.000000,40,0.020510,0.000001,0.000000,0.494596,14.646463,89.630868
388,22.390783,9.686979,0.024343,0.000000,1.000000,40,0.024375,0.000001,0.000000,0.584993,16.052790,89.675718
391,16.425062,9.691371,0.027705,0.000000,1.000000,28,0.027701,0.000001,0.000000,0.686013,14.342364,89.809457
392,16.425215,9.691463,0.025990,0.000000,1.000000,28,0.025976,0.000001,0.000000,0.708608,13.550535,89.806840
385,22.390812,9.687018,0.020470,0.000000,1.000000,41,0.020514,0.000001,0.000000,0.501575,14.954530,89.643224
389,15.431919,9.692557,0.024058,0.000000,1.000000,29,0.024058,0.000001,0.000000,0.286752,14.433305,89.776316
390,17.418896,9.690496,0.027237,0.000000,1.000000,29,0.027177,0.000001,0.000000,0.601814,15.141033,89.890141
391,17.418724,9.690398,0.027704,0.000000,1.000000,29,0.027670,0.000001,0.000000,0.698741,14.740837,89.819819
392,17.418732,9.690413,0.025987,0.000000,1.000000,29,0.025992,0.000001,0.000000,0.715791,13.956542,89.821713
389,16.425066,9.691374,0.024058,0.000000,1.000000,30,0.024072,0.000001,0.000000,0.306928,14.876000,89.773188
390,18.412828,9.689625,0.027228,0.000000,1.000000,30,0.027140,0.000001,0.000000,0.609742,15.556645,89.851315
391,18.412727,9.689562,0.027698,0.000000,1.000000,30,0.027641,0.000001,0.000000,0.706142,15.139582,89.844630
392,18.412731,9.689572,0.025988,0.000000,1.000000,30,0.025998,0.000001,0.000000,0.719336,14.356904,89.858866
389,17.418642,9.690355,0.024060,0.000000,1.000000,31,0.024081,0.000001,0.000000,0.315651,15.314774,89.803025
390,19.406860,9.688781,0.027216,0.000000,1.000000,31,0.027125,0.000001,0.000000,0.608688,15.984495,89.855806
391,19.406954,9.688809,0.027691,0.000000,1.000000,31,0.027662,0.000001,0.000000,0.703531,15.560108,89.861393
392,19.406851,9.688764,0.025990,0.000000,1.000000,31,0.026020,0.000001,0.000000,0.713692,14.767889,89.862308
389,18.412628,9.689509,0.024064,0.000000,1.000000,32,0.024073,0.000001,0.000000,0.323784,15.739166,89.814776
390,20.401325,9.688127,0.027205,0.000000,1.000000,32,0.027109,0.000001,0.000000,0.608912,16.407138,89.863951
391,20.401432,9.688153,0.027687,0.000000,1.000000,32,0.027667,0.000001,0.000000,0.701012,15.967534,89.876269
392,20.401312,9.688101,0.025993,0.000000,1.000000,32,0.026054,0.000001,0.000000,0.710388,15.182196,89.890732
391,21.396099,9.687567,0.027685,0.000000,1.000000,33,0.027680,0.000001,0.000000,0.696017,16.377644,89.880330
392,21.395971,9.687514,0.026000,0.000000,1.000000,33,0.026015,0.000001,0.000000,0.708028,15.552661,89.891126
389,19.406630,9.688644,0.024065,0.000000,1.000000,34,0.024072,0.000001,0.000000,0.333354,16.592782,89.798275
390,21.395859,9.687487,0.027194,0.000000,1.000000,34,0.027103,0.000001,0.000000,0.605897,17.253722,89.855557
391,22.390932,9.687040,0.027684,0.000000,1.000000,34,0.027751,0.000001,0.000000,0.691063,16.810139,89.854386
392,22.390484,9.686852,0.026001,0.000000,1.000000,34,0.026060,0.000001,0.000000,0.702058,15.965781,89.890498
394,10.000000,10.000000,0.022337,0.027778,1.000000,21,0.022717,0.000001,0.000000,0.316384,10.288155,89.184804
389,20.401056,9.687963,0.024066,0.000000,1.000000,35,0.024080,0.000001,0.000000,0.332219,17.020206,89.783849
390,22.390659,9.686953,0.027185,0.000000,1.000000,35,0.027074,0.000001,0.000000,0.600651,17.652785,89.840268
394,10.278106,9.883837,0.022605,0.008186,1.000000,22,0.022728,0.000001,0.000000,0.315597,10.722634,89.186422
389,21.395679,9.687358,0.024067,0.000000,1.000000,36,0.024089,0.000001,0.000000,0.329254,17.447342,89.784947
394,10.784114,9.777351,0.022706,0.001467,1.000000,23,0.022735,0.000001,0.000000,0.312261,11.155873,89.220867
395,10.000000,10.000000,0.024112,0.027778,1.000000,23,0.023262,0.000001,0.000000,0.791579,10.176756,89.442652
389,22.390455,9.686807,0.024069,0.000000,1.000000,37,0.024081,0.000001,0.000000,0.333135,17.863882,89.793019
393,10.000000,10.000000,0.026075,0.027778,1.000000,24,0.024859,0.000001,0.000000,1.199794,10.047008,89.509434
393,10.278050,9.883796,0.025218,0.008186,1.000000,25,0.024881,0.000001,0.000000,1.191142,10.391878,89.533000
394,11.537736,9.717387,0.022733,0.000118,1.000000,25,0.022705,0.000001,0.000000,0.347775,11.996641,89.327553
395,10.278078,9.883816,0.023513,0.008186,1.000000,25,0.023289,0.000001,0.000000,0.784067,10.928151,89.499644
393,10.784024,9.777288,0.024941,0.001467,1.000000,26,0.024896,0.000001,0.000000,1.191001,10.726779,89.552051
394,12.462811,9.699168,0.022706,0.000004,1.000000,26,0.022693,0.000001,0.000000,0.386497,12.410083,89.342503
395,10.784024,9.777280,0.023329,0.001467,1.000000,26,0.023302,0.000001,0.000000,0.799133,11.293535,89.514401
393,11.537599,9.717291,0.024900,0.000118,1.000000,27,0.024919,0.000001,0.000000,1.200924,11.051451,89.576076
394,13.448171,9.695817,0.022696,0.000001,1.000000,27,0.022709,0.000001,0.000000,0.436970,12.830055,89.327008
395,11.537632,9.717304,0.023304,0.000118,1.000000,27,0.023319,0.000001,0.000000,0.824543,11.648799,89.525405
393,12.462648,9.699057,0.024918,0.000004,1.000000,28,0.024946,0.000001,0.000000,1.219542,11.375493,89.586614
394,14.439545,9.694064,0.022702,0.000000,1.000000,28,0.022698,0.000001,0.000000,0.497122,13.232822,89.309873
395,12.462686,9.699070,0.023319,0.000004,1.000000,28,0.023341,0.000001,0.000000,0.859273,12.004286,89.524709
394,15.432115,9.692685,0.022701,0.000000,1.000000,29,0.022546,0.000001,0.000000,0.559961,13.606864,89.381918
395,13.448119,9.695767,0.023336,0.000001,1.000000,29,0.023341,0.000001,0.000000,0.894627,12.424423,89.562917
394,16.425230,9.691507,0.022664,0.000000,1.000000,30,0.022604,0.000001,0.000000,0.609658,14.010328,89.398318
398,10.000000,10.000000,0.022235,0.027778,1.000000,19,0.021975,0.000001,0.000000,0.803687,11.584399,90.008401
399,10.000000,10.000000,0.021163,0.027778,1.000000,19,0.021751,0.000001,0.000000,1.010051,11.121131,90.167969
398,10.278106,9.883837,0.022052,0.008186,1.000000,20,0.021937,0.000001,0.000000,0.705020,11.931883,90.054821
400,10.000000,10.000000,0.021815,0.027778,1.000000,20,0.021830,0.000001,0.000000,1.403250,10.204712,90.265532
398,10.784083,9.777325,0.021958,0.001467,1.000000,21,0.022003,0.000001,0.000000,0.660503,12.343358,90.089754
399,10.278078,9.883813,0.021578,0.008186,1.000000,21,0.021697,0.000001,0.000000,0.876410,11.774872,90.221284
400,10.278078,9.883810,0.021826,0.008186,1.000000,21,0.021779,0.000001,0.000000,1.355890,10.470019,90.283855
398,11.537665,9.717328,0.021999,0.000118,1.000000,22,0.022011,0.000001,0.000000,0.681641,12.712684,90.130316
400,10.784083,9.777322,0.021787,0.001467,1.000000,22,0.021797,0.000001,0.000000,1.358369,10.754237,90.323169
398,12.462768,9.699130,0.022010,0.000004,1.000000,23,0.022028,0.000001,0.000000,0.732782,13.089240,90.120569
399,10.784083,9.777328,0.021676,0.001467,1.000000,23,0.021740,0.000001,0.000000,0.932610,12.469861,90.283014
400,11.537665,9.717323,0.021796,0.000118,1.000000,23,0.021806,0.000001,0.000000,1.377744,11.037729,90.321778
406,10.000000,10.000000,0.013801,0.027778,1.000000,15,0.018889,0.000001,0.000000,0.942566,10.786793,89.495720
408,10.000000,10.000000,0.016588,0.027778,1.000000,15,0.020883,0.000001,0.000000,1.220839,11.338691,89.293533
406,10.277865,9.883790,0.017389,0.008194,1.000000,16,0.018870,0.000001,0.000000,0.823182,10.917724,89.577443
407,10.000000,10.000000,0.018391,0.027778,1.000000,16,0.022185,0.000001,0.000000,1.248841,11.736372,89.549057
408,10.277973,9.883840,0.019617,0.008192,1.000000,16,0.020858,0.000001,0.000000,1.110227,11.450498,89.329841
403,10.000000,10.000000,0.022652,0.027778,1.000000,17,0.021163,0.000001,0.000000,1.224234,11.904576,89.805235
406,10.783653,9.777275,0.018604,0.001469,1.000000,17,0.018858,0.000001,0.000000,0.689210,11.053375,89.694823
407,10.277972,9.883810,0.021067,0.008191,1.000000,17,0.022139,0.000001,0.000000,1.135882,11.826234,89.623231
408,10.783829,9.777336,0.020636,0.001468,1.000000,17,0.020862,0.000001,0.000000,0.984914,11.575694,89.434019
414,10.000000,10.000000,0.023178,0.027778,1.000000,17,0.020153,0.000001,0.000000,1.121744,10.147389,89.555422
406,11.537023,9.717216,0.018838,0.000119,1.000000,18,0.018876,0.000001,0.000000,0.555546,11.211018,89.771763
408,11.537286,9.717316,0.020843,0.000119,1.000000,18,0.020855,0.000001,0.000000,0.857717,11.701432,89.541268
414,10.278052,9.883849,0.021045,0.008189,1.000000,18,0.020173,0.000001,0.000000,0.985070,10.286668,89.620607
403,10.278051,9.883801,0.021602,0.008187,1.000000,19,0.021106,0.000001,0.000000,1.012811,12.089492,89.995765
406,12.461989,9.698964,0.018875,0.000004,1.000000,19,0.018908,0.000001,0.000000,0.426487,11.375346,89.882895
407,10.783854,9.777303,0.021947,0.001468,1.000000,19,0.022088,0.000001,0.000000,0.904133,12.033544,89.751711
414,10.783971,9.777343,0.020329,0.001467,1.000000,19,0.020175,0.000001,0.000000,0.850738,10.417340,89.707021
398,13.448215,9.695839,0.022024,0.000001,1.000000,24,0.021935,0.000001,0.000000,0.492812,19.275172,89.725371
399,11.537632,9.717304,0.021735,0.000118,1.000000,24,0.021549,0.000001,0.000000,0.704829,17.963623,90.039055
403,10.783964,9.777249,0.021195,0.001467,1.000000,20,0.021086,0.000001,0.000000,0.902097,12.173164,90.033114
406,13.447405,9.695659,0.018901,0.000001,1.000000,20,0.018959,0.000001,0.000000,0.296070,11.542946,89.957077
407,11.537312,9.717263,0.022077,0.000119,1.000000,20,0.022097,0.000001,0.000000,0.785785,12.144719,89.774589
408,12.462254,9.699050,0.020855,0.000004,1.000000,20,0.020904,0.000001,0.000000,0.607518,11.971217,89.739614
412,10.000000,10.000000,0.018440,0.027778,1.000000,20,0.017940,0.000001,0.000000,0.133440,10.053275,90.030956
414,11.537477,9.717320,0.020187,0.000118,1.000000,20,0.020199,0.000001,0.000000,0.713649,10.547518,89.717364
398,14.439600,9.694101,0.021985,0.000000,1.000000,25,0.021952,0.000001,0.000000,0.437531,19.363118,89.688937
399,12.462687,9.699077,0.021554,0.000004,1.000000,25,0.021530,0.000001,0.000000,0.649603,18.001302,90.036477
403,11.537530,9.717249,0.021095,0.000118,1.000000,21,0.021086,0.000001,0.000000,0.816885,12.238656,90.067310
406,14.438656,9.693828,0.018927,0.000000,1.000000,21,0.019028,0.000001,0.000000,0.199479,11.698411,90.001437
407,12.462321,9.699019,0.022096,0.000004,1.000000,21,0.022126,0.000001,0.000000,0.696569,12.237528,89.771619
