id,a,b,mu,sigma2,depthRange,count,x,tau2,depTau,zNoise,angle,ang
260,15.366470,9.679043,0.144681,0.000000,0.287284,11,0.144582,0.000001,0.000000,0.168306,26.515398,88.997262
263,10.000000,10.000000,0.143921,0.002301,0.287843,11,0.144421,0.000001,0.000000,1.607436,10.256569,89.197303
264,16.358816,9.678219,0.164435,0.000000,0.330205,11,0.164177,0.000001,0.000000,0.282367,28.114785,88.800149
265,16.355127,9.677575,0.159445,0.000000,0.320581,11,0.159269,0.000001,0.000000,0.337524,24.909978,88.881533
267,14.400327,9.685690,0.173457,0.000000,0.347198,8,0.172836,0.000001,0.000000,0.472290,22.207418,88.884929
268,14.395107,9.684458,0.160922,0.000000,0.316561,8,0.161217,0.000001,0.000000,0.254292,23.772348,89.070854
270,10.278079,9.883846,0.146205,0.008188,1.000000,4,0.146664,0.000001,0.000000,0.593479,12.942186,89.019411
272,11.537374,9.717260,0.150938,0.000118,1.000000,4,0.150642,0.000001,0.000000,0.147473,16.093369,88.617330
273,10.784083,9.777322,0.148981,0.001467,1.000000,4,0.148979,0.000001,0.000000,0.298256,14.986350,88.790885
274,10.278051,9.883808,0.152607,0.008187,1.000000,4,0.152935,0.000001,0.000000,0.125691,16.500201,88.749074
251,21.297209,9.670900,0.195793,0.000000,0.386011,19,0.195601,0.000001,0.000000,0.316118,46.254114,89.398393
254,20.295702,9.669991,0.199295,0.000000,0.397793,19,0.199893,0.000001,0.000000,0.414084,38.042905,89.544093
257,21.269026,9.666302,0.172842,0.000000,0.336793,15,0.172301,0.000001,0.000000,0.256062,38.635199,89.219028
258,19.312239,9.671864,0.176125,0.000000,0.351425,15,0.175962,0.000001,0.000000,0.483769,27.341021,89.367644
259,20.294771,9.669581,0.178258,0.000000,0.355272,15,0.178555,0.000001,0.000000,0.388668,32.288652,89.441403
260,16.343241,9.675100,0.144661,0.000000,0.287284,12,0.144602,0.000001,0.000000,0.204403,27.964431,89.033136
263,10.277945,9.883783,0.144274,0.000679,0.287843,12,0.145078,0.000001,0.000000,1.606821,10.712456,89.201846
267,15.376589,9.681321,0.173293,0.000000,0.347198,9,0.172766,0.000001,0.000000,0.486836,23.646418,88.947112
268,15.371620,9.680067,0.161000,0.000000,0.316561,9,0.161310,0.000001,0.000000,0.282099,25.472723,89.127803
269,10.277947,9.883838,0.138629,0.000625,0.276043,9,0.139058,0.000001,0.000000,1.070015,11.897257,89.477655
270,10.784028,9.777339,0.146582,0.001467,1.000000,5,0.146678,0.000001,0.000000,0.590208,14.347730,89.097053
272,12.462354,9.699002,0.150651,0.000004,1.000000,5,0.150705,0.000001,0.000000,0.209251,17.955309,88.704312
273,11.537665,9.717323,0.148979,0.000118,1.000000,5,0.148925,0.000001,0.000000,0.346605,16.643897,88.877425
219,22.292498,9.671318,0.222156,0.000000,0.432535,28,0.221928,0.000001,0.000000,0.999320,22.084427,89.768021
251,22.283571,9.669494,0.195774,0.000000,0.386011,20,0.195672,0.000001,0.000000,0.335152,47.456767,89.457467
253,22.300386,9.672221,0.214518,0.000000,0.426469,20,0.214123,0.000001,0.000000,0.578442,34.035628,89.467785
257,22.251173,9.664346,0.172791,0.000000,0.336793,16,0.172161,0.000001,0.000000,0.282537,40.099701,89.315807
258,20.296156,9.669867,0.176105,0.000000,0.351425,16,0.176016,0.000001,0.000000,0.506409,28.194516,89.439072
259,21.279072,9.667814,0.178291,0.000000,0.355272,16,0.178546,0.000001,0.000000,0.400180,33.446998,89.521686
260,17.321404,9.671711,0.144650,0.000000,0.287284,13,0.144624,0.000001,0.000000,0.240992,29.361920,89.139367
261,16.362982,9.679215,0.174197,0.000000,0.347448,13,0.173386,0.000001,0.000000,0.317912,34.393807,89.061324
265,17.335241,9.674465,0.159415,0.000000,0.320581,13,0.159316,0.000001,0.000000,0.394920,27.277417,89.043987
267,16.355093,9.677635,0.173183,0.000000,0.347198,10,0.172696,0.000001,0.000000,0.504355,25.035842,89.080686
269,10.783369,9.777277,0.138980,0.000113,0.276043,10,0.139158,0.000001,0.000000,1.090266,12.516655,89.561760
270,11.537606,9.717357,0.146670,0.000118,1.000000,6,0.146541,0.000001,0.000000,0.595384,15.710318,89.260794
272,13.447733,9.695669,0.150694,0.000001,1.000000,6,0.150873,0.000001,0.000000,0.266603,19.788025,88.910396
273,12.462686,9.699064,0.148927,0.000004,1.000000,6,0.148713,0.000001,0.000000,0.393238,18.231615,89.078419
277,10.000000,10.000000,0.142621,0.027778,1.000000,3,0.143309,0.000001,0.000000,0.320068,11.609333,89.576800
278,10.000000,10.000000,0.142092,0.027778,1.000000,3,0.142211,0.000001,0.000000,0.182079,11.905320,89.556263
258,21.280527,9.667994,0.176096,0.000000,0.351425,17,0.176167,0.000001,0.000000,0.528754,29.000071,89.477259
259,22.263857,9.666167,0.178315,0.000000,0.355272,17,0.178702,0.000001,0.000000,0.409797,34.560988,89.562909
265,18.316317,9.671702,0.159400,0.000000,0.320581,14,0.159383,0.000001,0.000000,0.423245,28.369377,89.095505
268,16.349802,9.676384,0.161065,0.000000,0.316561,11,0.161642,0.000001,0.000000,0.336070,28.740997,89.331733
269,11.534959,9.716833,0.139142,0.000010,0.276043,11,0.139504,0.000001,0.000000,1.112910,13.108963,89.578864
270,12.462661,9.699134,0.146545,0.000004,1.000000,7,0.146638,0.000001,0.000000,0.597478,17.027300,89.342483
273,13.448032,9.695738,0.148760,0.000001,1.000000,7,0.148460,0.000001,0.000000,0.434680,19.736267,89.162073
277,10.278106,9.883840,0.143106,0.008186,1.000000,4,0.143625,0.000001,0.000000,0.376892,13.435028,89.661588
278,10.278106,9.883837,0.142176,0.008186,1.000000,4,0.142206,0.000001,0.000000,0.266215,13.779079,89.659507
258,22.265589,9.666398,0.176103,0.000000,0.351425,18,0.176234,0.000001,0.000000,0.547643,29.759220,89.522109
261,17.339283,9.675534,0.174057,0.000000,0.347448,15,0.173336,0.000001,0.000000,0.362032,37.334913,89.219946
265,19.298258,9.669271,0.159398,0.000000,0.320581,15,0.159436,0.000001,0.000000,0.446982,29.413026,89.168958
267,17.335146,9.674540,0.173098,0.000000,0.347198,12,0.172782,0.000001,0.000000,0.530638,27.631298,89.262923
268,17.326908,9.672776,0.161166,0.000000,0.316561,12,0.161672,0.000001,0.000000,0.355650,30.274185,89.418476
269,12.452311,9.696797,0.139463,0.000001,0.276043,12,0.139367,0.000001,0.000000,1.131415,13.641089,89.631021
272,14.438934,9.693839,0.150773,0.000000,1.000000,8,0.150831,0.000001,0.000000,0.354248,23.216966,89.123813
275,10.000000,10.000000,0.122807,0.027778,1.000000,5,0.121312,0.000001,0.000000,0.731543,10.548551,89.785430
277,10.784085,9.777335,0.143532,0.001467,1.000000,5,0.143455,0.000001,0.000000,0.415765,15.185544,89.800047
260,18.300621,9.668748,0.144647,0.000000,0.287284,16,0.144675,0.000001,0.000000,0.331917,33.196175,89.356527
261,18.317720,9.672418,0.173951,0.000000,0.347448,16,0.173322,0.000001,0.000000,0.380386,38.709956,89.308440
265,20.281042,9.667199,0.159402,0.000000,0.320581,16,0.159541,0.000001,0.000000,0.468379,30.400766,89.248715
268,18.305782,9.669738,0.161241,0.000000,0.316561,13,0.161728,0.000001,0.000000,0.373393,31.751709,89.500890
269,13.416926,9.688890,0.139413,0.000001,0.276043,13,0.139259,0.000001,0.000000,1.147942,14.132099,89.677277
272,15.431467,9.692439,0.150791,0.000000,1.000000,9,0.150871,0.000001,0.000000,0.387881,24.848537,89.264178
275,10.278107,9.883852,0.121753,0.008187,1.000000,6,0.121228,0.000001,0.000000,0.706254,11.710824,89.888250
277,11.537667,9.717341,0.143462,0.000118,1.000000,6,0.143536,0.000001,0.000000,0.446968,16.907649,89.929169
254,21.279886,9.668198,0.199357,0.000000,0.397793,24,0.199783,0.000001,0.000000,0.444590,42.354019,89.719289
260,19.280615,9.666101,0.144650,0.000000,0.287284,17,0.144682,0.000001,0.000000,0.353582,34.343415,89.432836
261,19.298073,9.669820,0.173870,0.000000,0.347448,17,0.173479,0.000001,0.000000,0.395086,40.037549,89.420675
265,21.264053,9.665235,0.159417,0.000000,0.320581,17,0.159535,0.000001,0.000000,0.485247,31.297165,89.318259
267,18.317244,9.672010,0.173052,0.000000,0.347198,14,0.172006,0.000001,0.000000,0.548237,29.893660,89.504045
268,19.285702,9.667100,0.161304,0.000000,0.316561,14,0.161731,0.000001,0.000000,0.386879,33.168445,89.620068
270,13.448142,9.695872,0.146617,0.000001,1.000000,10,0.146696,0.000001,0.000000,0.590099,20.719772,89.623790
272,16.424690,9.691300,0.150809,0.000000,1.000000,10,0.150639,0.000001,0.000000,0.413919,26.374267,89.379773
275,10.784086,9.777357,0.121322,0.001467,1.000000,7,0.121456,0.000001,0.000000,0.678073,12.882830,90.057849
277,12.462729,9.699115,0.143533,0.000004,1.000000,7,0.143520,0.000001,0.000000,0.467136,18.581238,90.093942
278,10.784083,9.777325,0.142200,0.001467,1.000000,7,0.141843,0.000001,0.000000,0.407779,19.124774,90.078417
280,10.000000,10.000000,0.133050,0.027778,1.000000,3,0.134021,0.000001,0.000000,0.514220,11.245139,90.587462
281,10.000000,10.000000,0.141886,0.027778,1.000000,3,0.140047,0.000001,0.000000,1.110137,10.195516,90.654157
254,22.265402,9.666587,0.199398,0.000000,0.397793,25,0.200084,0.000001,0.000000,0.444702,43.112276,89.747236
260,20.261211,9.663683,0.144654,0.000000,0.287284,18,0.144652,0.000001,0.000000,0.365125,35.426679,89.436468
261,20.281000,9.667732,0.173825,0.000000,0.347448,18,0.173563,0.000001,0.000000,0.402576,41.276245,89.457359
265,22.247784,9.663527,0.159428,0.000000,0.320581,18,0.159602,0.000001,0.000000,0.492418,32.147173,89.332044
270,14.439515,9.694126,0.146652,0.000000,1.000000,11,0.146843,0.000001,0.000000,0.578327,21.862518,89.691547
275,11.537671,9.717372,0.121445,0.000118,1.000000,8,0.121772,0.000001,0.000000,0.642271,14.017070,90.116316
277,13.448123,9.695783,0.143523,0.000001,1.000000,8,0.143433,0.000001,0.000000,0.471299,20.180814,90.130823
278,11.537632,9.717304,0.141872,0.000118,1.000000,8,0.141542,0.000001,0.000000,0.422831,20.774320,90.101588
279,10.000000,10.000000,0.128131,0.027778,1.000000,4,0.128254,0.000001,0.000000,0.699349,11.425110,90.666373
280,10.278078,9.883818,0.133735,0.008186,1.000000,4,0.133754,0.000001,0.000000,0.527623,12.966853,90.495074
281,10.278051,9.883808,0.140589,0.008187,1.000000,4,0.140180,0.000001,0.000000,1.042731,11.679610,90.578655
282,10.000000,10.000000,0.118770,0.027778,1.000000,4,0.117243,0.000001,0.000000,0.539752,11.290514,88.355406
267,19.290583,9.668453,0.172920,0.000000,0.347198,16,0.171914,0.000001,0.000000,0.545538,31.940374,89.500535
268,20.266682,9.664741,0.161351,0.000000,0.316561,16,0.161505,0.000001,0.000000,0.395220,35.696650,89.599660
270,15.431968,9.692710,0.146710,0.000000,1.000000,12,0.146770,0.000001,0.000000,0.568089,22.871669,89.612892
272,17.418140,9.690240,0.150777,0.000000,1.000000,12,0.150648,0.000001,0.000000,0.432771,29.219856,89.378801
277,14.439491,9.694034,0.143483,0.000000,1.000000,9,0.143345,0.000001,0.000000,0.470915,21.623608,89.976766
278,12.462648,9.699060,0.141552,0.000004,1.000000,9,0.141106,0.000001,0.000000,0.429839,22.245615,89.988050
279,10.278078,9.883810,0.128218,0.008186,1.000000,5,0.128232,0.000001,0.000000,0.665566,12.782032,90.363992
280,10.784024,9.777282,0.133750,0.001467,1.000000,5,0.133616,0.000001,0.000000,0.528719,14.536250,90.232768
282,10.278079,9.883828,0.117693,0.008187,1.000000,5,0.117222,0.000001,0.000000,0.540751,12.673718,88.141793
267,20.265673,9.665407,0.172806,0.000000,0.347198,17,0.171906,0.000001,0.000000,0.541003,32.954195,89.493601
269,14.387959,9.682986,0.139359,0.000000,0.276043,17,0.138992,0.000001,0.000000,1.126013,15.760671,89.716607
270,16.425051,9.691488,0.146724,0.000000,1.000000,13,0.146674,0.000001,0.000000,0.555900,23.928616,89.624581
275,12.462697,9.699139,0.121762,0.000004,1.000000,10,0.121236,0.000001,0.000000,0.591016,15.998341,89.941037
277,15.431993,9.692631,0.143441,0.000000,1.000000,10,0.143318,0.000001,0.000000,0.466718,23.145294,89.928491
279,10.784023,9.777269,0.128229,0.001467,1.000000,6,0.128175,0.000001,0.000000,0.631019,14.214383,90.242487
282,10.784025,9.777304,0.117306,0.001467,1.000000,6,0.116951,0.000001,0.000000,0.532841,14.098356,88.091654
284,10.000000,10.000000,0.118101,0.027778,1.000000,3,0.118908,0.000001,0.000000,0.575514,10.011393,90.418324
260,21.242273,9.661433,0.144654,0.000000,0.287284,21,0.144151,0.000001,0.000000,0.372407,38.367460,89.559017
267,21.243320,9.662804,0.172715,0.000000,0.347198,18,0.171667,0.000001,0.000000,0.534812,33.898359,89.511416
268,21.249630,9.662814,0.161366,0.000000,0.316561,18,0.161004,0.000001,0.000000,0.394336,38.110209,89.624725
275,13.447709,9.695752,0.121351,0.000001,1.000000,11,0.121025,0.000001,0.000000,0.565261,16.999088,89.935757
277,16.425156,9.691466,0.143412,0.000000,1.000000,11,0.143148,0.000001,0.000000,0.459469,24.598960,89.939333
278,13.447731,9.695662,0.141204,0.000001,1.000000,11,0.140490,0.000001,0.000000,0.429864,25.303395,90.025632
280,11.537598,9.717280,0.133627,0.000118,1.000000,7,0.133005,0.000001,0.000000,0.512444,17.744039,90.203915
282,11.537532,9.717259,0.116980,0.000118,1.000000,7,0.116611,0.000001,0.000000,0.517293,15.466683,88.142092
284,10.278078,9.883816,0.118670,0.008186,1.000000,4,0.118656,0.000001,0.000000,0.550765,11.570895,90.501586
260,22.221945,9.659266,0.144607,0.000000,0.287284,22,0.143902,0.000001,0.000000,0.371961,39.239224,89.624757
261,21.265047,9.665904,0.173798,0.000000,0.347448,22,0.173026,0.000001,0.000000,0.408559,45.627667,89.527928
267,22.218548,9.660127,0.172618,0.000000,0.347198,19,0.171587,0.000001,0.000000,0.529236,34.805087,89.537242
268,22.232206,9.660962,0.161334,0.000000,0.316561,19,0.160702,0.000001,0.000000,0.392983,39.224589,89.655271
269,15.360784,9.677930,0.139266,0.000000,0.276043,19,0.138461,0.000001,0.000000,1.090508,16.421818,89.788741
272,18.411968,9.689326,0.150757,0.000000,1.000000,15,0.150192,0.000001,0.000000,0.432704,33.153290,89.546074
277,17.418621,9.690456,0.143362,0.000000,1.000000,12,0.142849,0.000001,0.000000,0.453406,25.968411,89.955067
278,14.437720,9.693594,0.140888,0.000000,1.000000,12,0.140348,0.000001,0.000000,0.428142,26.757482,90.046531
279,11.537596,9.717262,0.128179,0.000118,1.000000,8,0.127881,0.000001,0.000000,0.572876,16.928668,90.210403
280,12.462494,9.698990,0.133024,0.000004,1.000000,8,0.132805,0.000001,0.000000,0.504202,19.261690,90.232920
282,12.462533,9.699013,0.116622,0.000004,1.000000,8,0.116201,0.000001,0.000000,0.506246,16.760241,88.172043
284,10.784024,9.777280,0.118659,0.001467,1.000000,5,0.118580,0.000001,0.000000,0.533541,13.086191,90.602044
285,10.000000,10.000000,0.121985,0.027778,1.000000,5,0.119660,0.000001,0.000000,0.971059,11.404653,90.670794
261,22.245190,9.663726,0.173724,0.000000,0.347448,23,0.172859,0.000001,0.000000,0.407754,46.595269,89.563674
270,17.418711,9.690516,0.146715,0.000000,1.000000,16,0.146256,0.000001,0.000000,0.518046,26.862144,89.720622
272,19.405226,9.688402,0.150679,0.000000,1.000000,16,0.150081,0.000001,0.000000,0.431029,34.343490,89.604613
275,14.438769,9.693912,0.121207,0.000000,1.000000,13,0.120702,0.000001,0.000000,0.518971,18.913875,89.940764
277,18.411720,9.689413,0.143281,0.000000,1.000000,13,0.142710,0.000001,0.000000,0.446319,27.311654,89.966953
279,12.462605,9.699008,0.127890,0.000004,1.000000,9,0.127745,0.000001,0.000000,0.548155,18.220540,90.204277
280,13.447858,9.695683,0.132853,0.000001,1.000000,9,0.132566,0.000001,0.000000,0.495545,20.722447,90.270017
282,13.447640,9.695617,0.116293,0.000001,1.000000,9,0.115831,0.000001,0.000000,0.495587,18.009853,88.200665
285,10.278079,9.883849,0.120345,0.008188,1.000000,6,0.119568,0.000001,0.000000,0.911676,12.607971,90.706859
269,16.329781,9.672671,0.139102,0.000000,0.276043,21,0.138350,0.000001,0.000000,1.061395,16.960278,89.826057
270,18.412077,9.689558,0.146642,0.000000,1.000000,17,0.146335,0.000001,0.000000,0.501092,27.731796,89.725942
275,15.430751,9.692463,0.121052,0.000000,1.000000,14,0.120823,0.000001,0.000000,0.490369,19.809337,89.948235
277,19.404947,9.688481,0.143202,0.000000,1.000000,14,0.142895,0.000001,0.000000,0.433952,28.567335,89.963989
278,15.429483,9.692057,0.140722,0.000000,1.000000,14,0.140358,0.000001,0.000000,0.416556,29.466167,90.062721
279,13.448027,9.695716,0.127777,0.000001,1.000000,10,0.127988,0.000001,0.000000,0.517870,19.440669,90.184632
280,14.439094,9.693925,0.132727,0.000000,1.000000,10,0.132657,0.000001,0.000000,0.480341,22.081926,90.263058
282,14.438390,9.693695,0.116088,0.000000,1.000000,10,0.115805,0.000001,0.000000,0.478105,19.176602,88.136495
284,11.537598,9.717276,0.118587,0.000118,1.000000,7,0.118677,0.000001,0.000000,0.495598,15.931113,90.595768
285,10.784028,9.777349,0.119707,0.001467,1.000000,7,0.119851,0.000001,0.000000,0.855362,13.715245,90.604250
269,17.301058,9.668174,0.138975,0.000000,0.276043,22,0.138412,0.000001,0.000000,1.038706,17.199499,89.835409
277,20.399086,9.687751,0.143164,0.000000,1.000000,15,0.142825,0.000001,0.000000,0.419054,29.769676,89.970798
278,16.422241,9.690791,0.140636,0.000000,1.000000,15,0.140387,0.000001,0.000000,0.404070,30.733275,90.064306
279,14.439225,9.693897,0.127871,0.000000,1.000000,11,0.128059,0.000001,0.000000,0.487559,20.630496,90.158412
280,15.431656,9.692543,0.132705,0.000000,1.000000,11,0.132708,0.000001,0.000000,0.460287,23.415755,90.257587
282,15.430805,9.692308,0.116001,0.000000,1.000000,11,0.115590,0.000001,0.000000,0.453650,20.296270,88.121241
283,10.000000,10.000000,0.107199,0.027778,1.000000,8,0.104576,0.000001,0.000000,1.137993,10.601123,90.528318
284,12.462605,9.699008,0.118675,0.000004,1.000000,8,0.118763,0.000001,0.000000,0.466404,17.276045,90.571750
285,11.537609,9.717374,0.119840,0.000118,1.000000,8,0.120010,0.000001,0.000000,0.796219,14.791531,90.573781
269,18.276232,9.664596,0.138894,0.000000,0.276043,23,0.138579,0.000001,0.000000,1.007520,17.428701,89.823515
272,20.398630,9.687574,0.150605,0.000000,1.000000,19,0.150180,0.000001,0.000000,0.401666,37.467509,89.665858
276,10.000000,10.000000,0.120678,0.027778,1.000000,16,0.118716,0.000001,0.000000,1.685060,10.300908,89.939767
277,21.393251,9.687039,0.143127,0.000000,1.000000,16,0.142821,0.000001,0.000000,0.404047,30.946429,89.966137
278,17.415756,9.689806,0.140588,0.000000,1.000000,16,0.140370,0.000001,0.000000,0.389903,31.954092,90.063106
280,16.424833,9.691375,0.132706,0.000000,1.000000,12,0.132694,0.000001,0.000000,0.438075,24.701581,90.243111
282,16.423567,9.691083,0.115905,0.000000,1.000000,12,0.115460,0.000001,0.000000,0.422748,21.393860,88.253615
283,10.277997,9.883782,0.105349,0.008188,1.000000,9,0.104743,0.000001,0.000000,1.040648,11.312547,90.487461
284,13.448024,9.695706,0.118744,0.000001,1.000000,9,0.118922,0.000001,0.000000,0.433967,18.598204,90.538945
285,12.462543,9.699063,0.120005,0.000004,1.000000,9,0.120208,0.000001,0.000000,0.736140,15.835889,90.535046
269,19.254412,9.661661,0.138855,0.000000,0.276043,24,0.138680,0.000001,0.000000,0.976105,17.627460,89.816904
270,19.406054,9.688766,0.146599,0.000000,1.000000,20,0.146366,0.000001,0.000000,0.456485,30.195723,89.714994
272,21.392784,9.686913,0.150556,0.000000,1.000000,20,0.150288,0.000001,0.000000,0.389769,38.408135,89.655487
277,22.387770,9.686453,0.143096,0.000000,1.000000,17,0.142952,0.000001,0.000000,0.392240,32.062164,89.948701
278,18.409534,9.688897,0.140553,0.000000,1.000000,17,0.140512,0.000001,0.000000,0.378237,33.116812,90.041557
279,15.431690,9.692489,0.127929,0.000000,1.000000,13,0.128320,0.000001,0.000000,0.441132,22.898340,90.143996
280,17.418459,9.690382,0.132704,0.000000,1.000000,13,0.132781,0.000001,0.000000,0.419655,25.917055,90.205117
282,17.416689,9.690021,0.115821,0.000000,1.000000,13,0.115414,0.000001,0.000000,0.395721,22.433302,88.321557
284,14.439274,9.693906,0.118822,0.000000,1.000000,10,0.119159,0.000001,0.000000,0.407275,19.855894,90.456796
269,20.234093,9.659173,0.138835,0.000000,0.276043,25,0.138844,0.000001,0.000000,0.946929,17.781029,89.836130
270,20.400316,9.688055,0.146571,0.000000,1.000000,21,0.146538,0.000001,0.000000,0.445615,30.938247,89.758822
272,22.387373,9.686339,0.150529,0.000000,1.000000,21,0.150446,0.000001,0.000000,0.378506,39.267280,89.676773
275,16.423815,9.691286,0.120998,0.000000,1.000000,18,0.121043,0.000001,0.000000,0.409455,23.154136,89.939831
278,19.403620,9.688076,0.140548,0.000000,1.000000,18,0.140689,0.000001,0.000000,0.367520,34.199005,90.076199
279,16.424435,9.691238,0.128020,0.000000,1.000000,14,0.128581,0.000001,0.000000,0.423864,23.951746,90.232348
282,18.410105,9.689041,0.115756,0.000000,1.000000,14,0.115457,0.000001,0.000000,0.371072,23.406153,88.423541
283,10.783908,9.777251,0.104852,0.001467,1.000000,11,0.104911,0.000001,0.000000,0.882993,12.552366,90.408542
284,15.431525,9.692456,0.118926,0.000000,1.000000,11,0.119346,0.000001,0.000000,0.383825,21.024151,90.438086
285,13.447912,9.695751,0.120164,0.000001,1.000000,11,0.120738,0.000001,0.000000,0.641719,17.715898,90.428464
269,21.214436,9.656864,0.138836,0.000000,0.276043,26,0.138537,0.000001,0.000000,0.921165,17.933529,89.802440
278,20.397999,9.687393,0.140565,0.000000,1.000000,19,0.140759,0.000001,0.000000,0.359035,35.248674,90.043697
279,17.417173,9.690097,0.128126,0.000000,1.000000,15,0.128731,0.000001,0.000000,0.410293,24.960993,90.207268
280,18.412424,9.689530,0.132716,0.000000,1.000000,15,0.133107,0.000001,0.000000,0.389991,28.183257,90.182835
282,19.404116,9.688258,0.115715,0.000000,1.000000,15,0.115314,0.000001,0.000000,0.350925,24.354089,88.446302
283,11.537399,9.717206,0.104906,0.000118,1.000000,12,0.104968,0.000001,0.000000,0.819038,13.154331,90.371736
284,16.424328,9.691265,0.119025,0.000000,1.000000,12,0.119523,0.000001,0.000000,0.365482,22.189498,90.317336
285,14.438474,9.693840,0.120418,0.000000,1.000000,12,0.121059,0.000001,0.000000,0.604939,18.627434,90.325224
269,22.194740,9.654752,0.138808,0.000000,0.276043,27,0.138404,0.000001,0.000000,0.891448,18.098464,89.809664
270,21.394838,9.687407,0.146567,0.000000,1.000000,23,0.146531,0.000001,0.000000,0.427629,32.327845,89.742555
279,18.410032,9.689038,0.128221,0.000000,1.000000,16,0.128766,0.000001,0.000000,0.397097,25.946830,90.209574
283,12.462417,9.698956,0.104966,0.000004,1.000000,13,0.104941,0.000001,0.000000,0.757625,13.740492,90.309641
284,17.417265,9.690160,0.119119,0.000000,1.000000,13,0.119608,0.000001,0.000000,0.345546,23.329271,90.256201
278,21.392494,9.686761,0.140586,0.000000,1.000000,21,0.140822,0.000001,0.000000,0.339419,37.273317,90.027573
279,19.403526,9.688203,0.128294,0.000000,1.000000,17,0.128770,0.000001,0.000000,0.386256,26.908295,90.205463
282,20.397936,9.687434,0.115667,0.000000,1.000000,17,0.114971,0.000001,0.000000,0.305089,26.168184,88.573079
283,13.447851,9.695658,0.104946,0.000001,1.000000,14,0.105047,0.000001,0.000000,0.694623,14.303014,90.260637
284,18.410534,9.689182,0.119197,0.000000,1.000000,14,0.119688,0.000001,0.000000,0.324429,24.421432,90.213534
270,22.389498,9.686809,0.146564,0.000000,1.000000,25,0.146271,0.000001,0.000000,0.414418,33.680414,89.775809
278,22.387032,9.686152,0.140610,0.000000,1.000000,22,0.140783,0.000001,0.000000,0.326271,38.241658,90.059970
279,20.397432,9.687476,0.128350,0.000000,1.000000,18,0.128719,0.000001,0.000000,0.375787,27.866071,90.223197
282,21.391422,9.686751,0.115591,0.000000,1.000000,18,0.114737,0.000001,0.000000,0.273641,27.012675,88.676405
284,19.404062,9.688313,0.119265,0.000000,1.000000,15,0.119856,0.000001,0.000000,0.297106,25.504054,90.207822
285,15.429970,9.692285,0.120615,0.000000,1.000000,15,0.121206,0.000001,0.000000,0.485917,21.122716,90.231833
279,21.391514,9.686739,0.128390,0.000000,1.000000,19,0.128729,0.000001,0.000000,0.366078,28.799106,90.226790
282,22.384005,9.685920,0.115508,0.000000,1.000000,19,0.114485,0.000001,0.000000,0.237177,27.822635,88.745344
284,20.397535,9.687506,0.119337,0.000000,1.000000,16,0.119910,0.000001,0.000000,0.265632,26.532965,90.187152
285,16.422188,9.690957,0.120754,0.000000,1.000000,16,0.121336,0.000001,0.000000,0.436243,21.902612,90.210373
287,10.000000,10.000000,0.110788,0.027778,1.000000,5,0.110918,0.000001,0.000000,0.712577,10.385424,90.348883
288,10.000000,10.000000,0.103728,0.027778,1.000000,5,0.104219,0.000001,0.000000,0.297048,10.833479,90.087873
289,10.000000,10.000000,0.096987,0.027778,1.000000,5,0.098220,0.000001,0.000000,0.061912,10.774146,89.851645
279,22.386108,9.686203,0.128424,0.000000,1.000000,20,0.128678,0.000001,0.000000,0.358591,29.699498,90.191690
284,21.391111,9.686716,0.119400,0.000000,1.000000,17,0.119907,0.000001,0.000000,0.236241,27.549621,90.133990
285,17.414852,9.689804,0.120865,0.000000,1.000000,17,0.121238,0.000001,0.000000,0.389092,22.659507,90.180685
287,10.278078,9.883810,0.110880,0.008186,1.000000,6,0.110628,0.000001,0.000000,0.629996,11.528103,90.346263
288,10.278078,9.883813,0.104074,0.008186,1.000000,6,0.103838,0.000001,0.000000,0.241442,12.046131,90.058197
290,10.000000,10.000000,0.093692,0.027778,1.000000,6,0.094779,0.000001,0.000000,0.166414,10.643306,89.933199
283,14.439119,9.693846,0.104991,0.000000,1.000000,18,0.104869,0.000001,0.000000,0.387011,16.355339,90.248017
284,22.385164,9.686063,0.119450,0.000000,1.000000,18,0.119802,0.000001,0.000000,0.213735,28.537249,90.088894
285,18.408361,9.688847,0.120924,0.000000,1.000000,18,0.121122,0.000001,0.000000,0.350249,23.405295,90.164888
292,10.000000,10.000000,0.097562,0.027778,1.000000,4,0.099272,0.000001,0.000000,0.133601,10.122203,89.828307
293,10.000000,10.000000,0.102249,0.027778,1.000000,4,0.104699,0.000001,0.000000,0.213275,10.017288,89.908400
283,15.431624,9.692443,0.104953,0.000000,1.000000,19,0.104814,0.000001,0.000000,0.324466,16.843589,90.225337
285,19.402401,9.688034,0.120951,0.000000,1.000000,19,0.121043,0.000001,0.000000,0.314926,24.115428,90.123986
291,10.000000,10.000000,0.094652,0.027778,1.000000,5,0.097116,0.000001,0.000000,0.085842,11.012346,89.876076
292,10.278051,9.883806,0.098768,0.008187,1.000000,5,0.099294,0.000001,0.000000,0.106706,11.504839,89.775541
293,10.278025,9.883801,0.103977,0.008188,1.000000,5,0.104552,0.000001,0.000000,0.206471,11.331967,89.844052
294,10.000000,10.000000,0.102169,0.027778,1.000000,5,0.104681,0.000001,0.000000,0.634000,10.046862,89.798254
295,10.000000,10.000000,0.091327,0.027778,1.000000,5,0.092583,0.000001,0.000000,0.357634,11.174532,89.802129
297,10.000000,10.000000,0.094700,0.027778,1.000000,5,0.094922,0.000001,0.000000,0.064291,11.189044,90.045453
