id,z,znoise,tau
590,288.350930,1.807841,-419.515776
591,348.414863,2.605043,-491.794501
592,315.218394,4.226604,-463.645407
552,94.828481,1.039540,470.868327
571,192.166857,0.527370,260.111449
576,179.989328,0.114773,218.063426
580,176.197612,0.224515,2319.376828
581,326.977711,1.313449,-1522.712837
582,307.510892,1.355685,-1480.673312
583,272.636556,1.803183,-1139.698236
585,328.915846,2.657441,-569.831938
586,435.866928,3.276201,-662.874603
587,317.527966,2.907045,-536.254470
588,240.878605,3.803843,-383.395168
589,401.975995,4.088706,-552.054860
590,288.184449,1.757345,-420.260652
591,348.861774,2.610594,-493.144950
592,315.636978,4.246023,-465.016155
552,94.812092,1.030483,469.232662
571,192.345004,0.545794,259.564090
576,179.957391,0.100424,215.363330
580,176.243035,0.202664,2266.997935
581,327.607853,1.325890,-1528.251665
582,308.054092,1.372668,-1486.900048
583,272.876839,1.826590,-1146.202628
585,329.893232,2.686022,-571.853727
586,438.243094,3.306643,-665.898632
587,318.299512,2.946450,-538.029822
588,241.237394,3.853359,-384.384368
589,404.069209,4.131417,-554.868528
590,288.815275,1.708065,-421.672694
591,350.673963,2.637646,-495.654385
592,315.570045,4.274831,-465.994629
552,95.012506,1.024589,471.958646
571,192.346440,0.565584,257.152102
576,180.074075,0.079267,214.029704
580,176.456247,0.172327,2250.148638
581,327.260700,1.331200,-1551.245846
582,307.338765,1.382216,-1516.803924
583,272.695521,1.849408,-1157.467607
585,329.917170,2.703448,-573.474260
586,437.375767,3.302399,-666.626501
587,317.282811,2.965336,-538.832269
588,241.160277,3.902977,-385.045886
589,403.419958,4.136633,-555.319801
590,290.169321,1.635165,-423.704308
591,351.214084,2.643582,-497.100254
592,314.544965,4.287245,-466.239718
552,95.689919,1.021094,484.427645
571,192.205797,0.585868,253.344571
576,180.104043,0.055956,211.909101
580,176.638730,0.139115,2228.420432
581,326.857416,1.335619,-1576.068044
582,306.849695,1.393866,-1543.937396
583,272.631557,1.874393,-1167.761502
585,330.118331,2.723212,-575.184173
586,437.364869,3.303743,-667.972253
587,316.296434,2.985851,-539.678485
588,241.264310,3.957199,-385.860403
589,402.487174,4.138720,-555.531741
590,291.053547,1.552046,-425.334075
591,350.694965,2.641648,-497.646590
592,313.250800,4.297211,-466.287850
571,192.155839,0.599674,250.496729
576,179.856116,0.040650,207.258206
580,176.474991,0.117000,2142.032612
581,326.655944,1.337764,-1597.700490
582,306.694715,1.401415,-1565.160330
583,272.899295,1.890970,-1174.518068
585,330.321398,2.730889,-576.900298
586,438.356941,3.303947,-670.028011
587,316.095715,2.996788,-540.968421
588,241.722680,3.993266,-386.964286
589,402.715146,4.132601,-556.752896
590,290.953309,1.493488,-426.135089
591,349.802190,2.628151,-497.881353
592,314.147623,4.312911,-468.079148
571,192.335396,0.606830,249.710918
576,180.180346,0.033586,208.062623
580,176.890601,0.107669,2169.386618
581,327.341350,1.341432,-1603.105752
582,306.765690,1.406295,-1582.904409
583,272.491442,1.895436,-1189.467629
585,330.892010,2.740042,-578.802787
586,440.748569,3.320938,-673.088638
587,315.535298,3.002458,-542.108690
588,240.556941,3.989784,-386.797297
589,404.007878,4.147064,-558.900447
590,293.126755,1.474417,-428.829675
591,351.879964,2.643672,-500.633463
592,313.007625,4.301473,-468.279820
571,192.454272,0.606374,248.604091
576,180.062509,0.029496,204.644922
580,176.817965,0.103127,2102.540552
581,327.322590,1.335203,-1621.778521
582,306.849547,1.401834,-1599.860388
583,272.586272,1.893252,-1198.308005
585,331.723301,2.732852,-580.775880
586,441.457017,3.307332,-674.928943
587,316.326990,2.998352,-543.916689
588,240.909221,3.988831,-387.795917
589,404.663478,4.125583,-560.478623
590,292.981833,1.453287,-429.596096
591,351.383060,2.616942,-501.197182
592,313.425274,4.285102,-469.677625
571,192.558213,0.600538,247.351282
576,179.872511,0.029970,200.624456
580,176.619832,0.105168,2018.596045
581,327.445749,1.326574,-1637.977811
582,306.999496,1.393063,-1615.714153
583,273.176231,1.886953,-1201.338276
585,332.648434,2.717907,-582.795329
586,441.745030,3.284543,-676.477274
587,317.211526,2.984359,-545.780629
588,241.776839,3.978569,-389.209104
589,405.575559,4.093894,-562.281540
590,292.076021,1.444041,-429.730645
591,351.513884,2.586818,-502.295083
592,314.277464,4.260799,-471.422169
571,192.622160,0.592686,245.885292
576,179.672127,0.034111,196.565710
580,176.404215,0.111810,1938.083454
581,327.248111,1.317867,-1660.404805
582,306.892415,1.383032,-1636.789527
583,273.307851,1.875064,-1209.258395
585,332.840800,2.697260,-584.410713
586,441.652760,3.263577,-677.694012
587,317.502280,2.960920,-547.250513
588,242.918130,3.965788,-390.788017
589,405.299662,4.055258,-563.010533
590,291.509073,1.448068,-430.121835
591,351.458380,2.560469,-503.188484
592,315.446404,4.237929,-473.350488
571,192.984784,0.585561,247.357911
576,179.498096,0.042010,192.862965
580,176.108245,0.122546,1852.368374
581,327.593788,1.314288,-1671.541344
582,307.541512,1.378616,-1640.409650
583,273.829214,1.864938,-1212.527231
585,333.048297,2.681188,-586.040767
586,442.804062,3.257606,-679.783333
587,318.582859,2.945768,-549.135427
588,244.064170,3.945445,-392.376646
589,406.965519,4.044197,-565.407885
590,290.736550,1.464867,-430.342541
591,353.050097,2.553575,-505.461845
592,316.769708,4.221294,-475.401415
571,193.278848,0.578921,248.120953
576,179.311695,0.053939,189.122387
580,175.974713,0.138104,1795.982080
581,327.784734,1.314171,-1686.233052
582,307.573670,1.373648,-1658.663405
583,273.844342,1.851539,-1222.123691
585,333.103464,2.667690,-587.610266
586,443.179814,3.252941,-681.327834
587,319.268776,2.929241,-550.815737
588,244.625477,3.910603,-393.507461
589,407.553028,4.029603,-566.877949
590,289.958133,1.496351,-430.557621
591,354.068130,2.555608,-507.250597
592,317.467299,4.196194,-476.965301
571,193.287941,0.567939,246.021976
576,179.300982,0.067934,187.007984
580,175.927877,0.156624,1755.218567
581,327.231214,1.308024,-1718.567309
582,306.947595,1.362247,-1694.325108
583,273.708542,1.831730,-1234.039531
585,332.097178,2.639614,-588.780536
586,441.942158,3.231036,-681.767771
587,318.922278,2.895888,-551.990886
588,245.201959,3.862851,-394.673791
589,405.455352,3.980872,-566.065071
590,289.587099,1.534102,-431.102338
591,352.251999,2.532561,-506.678823
592,318.056431,4.159421,-478.463679
571,193.308325,0.554754,244.068596
576,179.222985,0.081479,184.359759
580,175.565822,0.174702,1677.234048
581,326.499741,1.297064,-1756.697610
582,306.534345,1.347860,-1726.028513
583,273.767231,1.809864,-1243.638175
585,331.280590,2.605185,-590.051623
586,440.038796,3.195101,-681.766239
587,319.029861,2.857724,-553.401253
588,246.168319,3.815404,-396.151912
589,403.622461,3.918510,-565.490975
590,287.844950,1.560541,-430.531934
591,350.583934,2.499354,-506.242244
592,318.624128,4.111900,-479.948483
571,193.351694,0.539558,242.259434
576,179.304523,0.094367,183.198570
580,175.437928,0.193778,1633.006973
581,327.001213,1.288987,-1765.454993
582,307.037962,1.334941,-1733.858190
583,273.794075,1.787693,-1254.001879
585,332.152151,2.582844,-591.992233
586,441.266052,3.180131,-683.918584
587,319.926634,2.828444,-555.225428
588,245.894821,3.759549,-396.658126
589,404.453723,3.886753,-567.188092
590,287.373878,1.593956,-430.999639
591,351.124555,2.476349,-507.643885
592,319.701995,4.076398,-481.830843
571,193.306665,0.522080,239.565669
576,179.461818,0.109050,182.643961
580,175.521336,0.215698,1614.195148
581,326.921429,1.276727,-1789.383664
582,306.823525,1.316451,-1761.893692
583,273.504184,1.760062,-1268.867081
585,332.216430,2.550908,-593.625466
586,440.653914,3.149260,-684.821773
587,319.686986,2.785475,-556.479412
588,245.209762,3.687109,-396.835710
589,403.552932,3.831764,-567.418832
590,287.965142,1.638209,-432.333410
591,351.398434,2.450633,-508.827951
592,318.910837,4.009689,-482.268668
571,193.221689,0.507332,236.535514
576,179.697398,0.125689,182.782737
580,175.622665,0.238298,1597.863791
581,326.569621,1.268200,-1821.391516
582,306.714747,1.303023,-1787.724493
583,273.082631,1.733944,-1286.076230
585,331.848696,2.522401,-595.103994
586,439.343965,3.122381,-685.264290
587,319.920568,2.750250,-557.966951
588,244.490238,3.614613,-396.992099
589,402.788796,3.787532,-567.769169
590,288.126438,1.684102,-433.317784
591,350.681312,2.430162,-509.195634
592,317.843410,3.942999,-482.504394
571,192.976431,0.493820,232.072493
576,179.703524,0.141488,180.945065
580,175.580551,0.259522,1566.508994
581,326.335380,1.261390,-1850.948292
582,306.499370,1.290677,-1817.390920
583,272.966873,1.710885,-1299.168745
585,331.553805,2.495624,-596.612807
586,437.770366,3.094128,-685.541767
587,319.715635,2.714768,-559.239287
588,244.439799,3.551334,-397.671801
589,401.492563,3.738346,-567.674422
590,287.814385,1.726717,-433.917323
591,349.718375,2.409485,-509.362533
592,317.385092,3.883710,-483.210878
571,192.832297,0.482385,228.666131
580,175.409195,0.276711,1522.473176
581,325.906414,1.254400,-1887.171788
582,306.362112,1.280837,-1845.383575
583,272.924227,1.690811,-1311.088488
585,330.081392,2.463749,-597.703511
586,436.042789,3.068020,-685.716156
587,319.518426,2.683761,-560.490342
588,243.698826,3.486804,-397.795906
589,399.701605,3.690651,-567.155426
590,287.056213,1.756158,-434.153699
591,348.882713,2.393002,-509.623610
592,316.704181,3.830013,-483.730022
571,192.643086,0.472670,224.890364
580,175.327106,0.289079,1489.591087
581,325.755336,1.247447,-1916.093471
583,272.969842,1.674977,-1321.830342
585,328.991270,2.436018,-598.959887
586,435.710548,3.048751,-686.811683
587,319.510716,2.656351,-561.831713
588,243.866330,3.445698,-398.622081
589,398.548784,3.649007,-567.177409
590,286.614798,1.777063,-434.645799
591,348.676637,2.376466,-510.399969
592,316.495530,3.786308,-484.608599
571,192.508565,0.465778,221.665555
580,175.301243,0.295432,1463.383216
581,325.174297,1.239113,-1960.723018
583,272.776944,1.661667,-1336.572312
585,328.292307,2.413052,-600.364089
586,433.914987,3.017420,-686.972685
587,319.338402,2.632098,-563.097569
588,243.942361,3.413590,-399.376168
589,397.119367,3.605341,-566.976806
590,286.380499,1.781809,-435.306012
591,347.486356,2.350505,-510.381857
592,315.879479,3.744091,-485.185845
571,192.680360,0.464807,221.135783
580,175.041695,0.295725,1415.695782
581,325.144366,1.236125,-1989.717235
583,273.024309,1.658281,-1345.047958
585,328.803559,2.405913,-602.225840
586,434.200448,3.008255,-688.545279
587,319.996763,2.628137,-564.827254
588,243.661920,3.394889,-399.899440
589,396.872061,3.585877,-567.811280
590,285.446647,1.769604,-435.454667
591,347.576417,2.339734,-511.449680
592,316.460429,3.731796,-486.713204
571,192.780604,0.466231,220.166455
580,174.836776,0.292008,1377.813600
581,325.608645,1.234998,-1998.236295
583,273.204281,1.658166,-1353.283515
585,328.515501,2.398047,-603.672351
586,434.479140,2.999021,-689.959785
587,320.490816,2.624554,-566.316867
588,243.547953,3.390250,-400.469216
589,396.956932,3.569294,-568.806381
590,284.920570,1.753541,-435.832975
591,347.522901,2.328416,-512.294629
592,316.824338,3.723942,-487.958458
571,192.743858,0.471306,217.788055
580,175.092817,0.285014,1380.405734
581,325.816283,1.236486,-2018.264304
583,272.844605,1.661183,-1371.785882
585,328.430535,2.399520,-605.281241
586,436.041696,3.008555,-692.266389
587,320.371524,2.630732,-567.618445
588,242.416825,3.384554,-400.307947
589,396.907652,3.568086,-569.750262
590,286.307322,1.742003,-437.757999
591,348.532744,2.332584,-514.047259
592,315.881370,3.714537,-488.301021
571,192.833018,0.481642,216.727442
580,175.102746,0.272576,1361.136714
581,326.334307,1.242464,-2025.595149
583,272.794513,1.672669,-1384.481265
585,329.047661,2.415955,-607.008911
586,437.107698,3.019966,-694.198845
587,320.372567,2.647111,-568.903680
588,242.069686,3.404172,-400.694912
589,398.082368,3.586308,-571.653039
590,286.496980,1.711973,-438.729818
591,349.697090,2.345763,-515.885135
592,315.672717,3.727450,-489.134225
571,193.045940,0.495608,216.741100
580,175.339496,0.258869,1362.037054
581,327.461442,1.253833,-2010.989549
583,272.786983,1.688954,-1396.670772
585,330.449908,2.444797,-608.943600
586,439.749348,3.049211,-697.125334
587,320.485219,2.674937,-570.243931
588,241.325603,3.429954,-400.783576
589,400.960919,3.631522,-574.948942
590,287.610632,1.685809,-440.420909
591,352.328931,2.376426,-518.896647
592,315.309800,3.749724,-489.855093
571,192.849473,0.505740,213.181600
580,175.537923,0.242513,1359.217121
581,327.499176,1.257114,-2035.652101
583,272.385275,1.699609,-1416.454250
585,330.148950,2.451196,-610.406035
586,439.491545,3.047608,-698.205973
587,319.616566,2.680800,-571.148424
588,240.359782,3.444790,-400.710500
589,400.635717,3.634651,-575.613001
590,288.841296,1.649925,-442.202843
591,352.180554,2.377437,-519.672400
592,314.342095,3.752671,-490.142974
571,192.421115,0.514904,207.522992
580,175.817733,0.223397,1363.223832
581,326.546046,1.253652,-2099.627932
583,272.079532,1.708727,-1435.228936
585,328.556667,2.444029,-611.598773
586,436.806270,3.023890,-697.801512
587,317.888598,2.675964,-571.750345
588,239.987939,3.461287,-401.100934
589,396.896452,3.596969,-573.520647
590,289.729052,1.602486,-443.720662
591,349.936964,2.356132,-518.799727
592,312.354202,3.734423,-489.739104
571,192.477529,0.522873,206.245525
580,175.844409,0.206540,1346.545731
581,326.486232,1.251909,-2130.980950
583,272.151827,1.718564,-1446.892445
585,329.104395,2.450143,-613.329832
586,437.922996,3.022494,-699.766836
587,317.632303,2.678626,-572.974757
588,240.442830,3.491304,-402.106661
589,396.835703,3.586477,-574.428897
590,290.056718,1.559982,-444.790943
591,349.758458,2.343522,-519.576977
592,312.463974,3.739496,-490.838558
571,192.347435,0.526279,203.333081
580,175.858755,0.197751,1329.125528
581,326.052920,1.248196,-2179.257500
583,272.299347,1.721666,-1457.073937
585,328.950088,2.444703,-614.895770
586,438.241545,3.014517,-701.234735
587,317.285973,2.674020,-574.173768
588,240.696743,3.498500,-402.964541
589,395.829350,3.562709,-574.575722
590,289.696401,1.531339,-445.325325
591,348.254952,2.322049,-519.309971
592,312.017920,3.723515,-491.549071
571,192.211236,0.527469,200.392600
580,176.054132,0.195707,1327.226944
581,325.758977,1.247018,-2223.767201
583,272.191257,1.720556,-1472.936303
585,328.656879,2.440175,-616.426989
586,437.966856,3.009401,-702.333077
587,316.863427,2.668335,-575.349454
588,240.532227,3.489796,-403.521783
589,394.464195,3.543095,-574.433289
590,290.063940,1.521124,-446.414857
591,347.181047,2.313081,-519.376267
592,311.257240,3.704593,-492.042138
571,192.086473,0.524713,197.534911
580,176.359695,0.198544,1334.849327
581,325.757283,1.244288,-2256.471825
583,271.703980,1.712637,-1497.808473
585,328.191492,2.429041,-617.938721
586,438.341406,3.004008,-703.829782
587,315.762004,2.650152,-576.292792
588,240.540743,3.475878,-404.210239
589,394.176694,3.529930,-575.161119
590,291.217570,1.528281,-448.105564
591,346.774266,2.303814,-519.969977
592,310.905008,3.687358,-492.828350
571,191.750431,0.516442,192.967949
580,176.275071,0.203605,1310.742590
581,325.105236,1.233106,-2321.955145
583,271.716278,1.699998,-1511.747742
585,327.954856,2.405982,-619.495840
586,437.356881,2.974896,-704.493850
587,315.536882,2.623401,-577.555186
588,240.914914,3.450648,-405.167628
589,393.560391,3.489875,-575.624111
590,290.407876,1.530506,-448.270011
591,345.879490,2.274029,-520.181904
592,310.995060,3.654582,-493.922156
580,176.282761,0.213599,1294.752772
581,325.255601,1.229451,-2349.396792
583,271.798401,1.688572,-1524.392879
585,328.314189,2.394634,-621.181291
586,437.675572,2.964281,-705.955418
587,315.840361,2.607454,-579.018977
588,240.798516,3.420438,-405.755738
589,393.504531,3.469280,-576.540518
590,290.233172,1.549984,-448.932484
591,346.378160,2.266134,-521.486444
592,310.936259,3.626844,-494.912797
580,176.245715,0.226547,1275.852900
581,325.590663,1.221956,-2367.192975
583,272.042955,1.673570,-1533.376725
585,328.933157,2.377576,-622.912631
586,438.455824,2.950247,-707.692975
587,316.066215,2.584712,-580.462302
588,240.617718,3.381650,-406.298989
589,393.909740,3.445884,-577.823853
590,290.081712,1.573937,-449.612805
591,347.264352,2.252315,-523.089382
592,310.928491,3.592323,-495.941362
580,176.581889,0.237596,1286.039459
581,325.827966,1.212359,-2391.446184
583,271.713004,1.656390,-1556.835847
585,329.255742,2.358401,-624.598864
586,439.633197,2.939101,-709.673410
587,315.943334,2.558870,-581.795670
588,239.269550,3.333289,-406.005042
589,394.363078,3.424163,-579.147573
590,291.572586,1.597269,-451.549635
591,348.833307,2.240347,-525.220273
592,310.431729,3.556465,-496.645126
580,176.586194,0.243671,1271.058664
581,326.577238,1.204840,-2387.430559
583,271.763272,1.644944,-1571.282967
585,330.338159,2.346388,-626.411232
586,441.840507,2.932239,-712.262211
587,316.486628,2.543022,-583.354363
588,239.088929,3.314471,-406.558791
589,396.966501,3.417234,-582.166028
590,291.970322,1.605723,-452.644848
591,350.518458,2.224279,-527.438151
592,311.370871,3.542861,-498.318803
580,176.672085,0.248227,1261.912668
581,327.531866,1.200922,-2371.218650
583,271.806455,1.637073,-1585.449508
585,331.454238,2.341637,-628.173231
586,444.029535,2.933333,-714.804635
587,317.427491,2.538551,-584.992316
588,238.793007,3.300135,-406.987426
589,399.679266,3.422106,-585.241146
590,292.419599,1.613381,-453.769254
591,353.296676,2.224528,-530.481102
592,311.855136,3.533047,-499.640204
580,177.036511,0.251013,1273.814768
581,327.944245,1.200510,-2384.852585
583,271.438085,1.631753,-1611.072778
585,331.677561,2.339604,-629.778596
586,445.032878,2.935495,-716.630974
587,317.374782,2.536697,-586.302408
588,237.358893,3.275468,-406.613298
589,401.177820,3.431616,-587.351790
590,294.254478,1.625832,-455.950569
591,355.863500,2.236727,-533.360434
592,311.408172,3.521488,-500.338150
580,177.397500,0.249227,1286.223262
581,328.076318,1.202022,-2413.865637
583,270.946247,1.630625,-1641.498595
585,331.283314,2.338250,-631.302585
586,444.546200,2.931021,-717.566764
587,317.220231,2.539953,-587.595163
588,235.908730,3.257308,-406.253941
589,401.356960,3.435071,-588.420745
590,295.640062,1.626591,-457.779140
591,357.259572,2.247446,-535.332553
592,310.371661,3.508236,-500.664808
580,177.574758,0.242495,1283.313404
581,327.449415,1.201003,-2489.660184
583,270.462278,1.630795,-1673.828299
585,330.578613,2.332962,-632.879811
586,442.723807,2.914114,-717.785458
587,316.460293,2.533496,-588.766488
588,235.652991,3.254892,-406.772184
589,399.873421,3.416649,-588.229124
590,295.875913,1.609721,-458.771420
591,356.103970,2.238348,-535.364622
592,309.474865,3.492943,-501.153653
580,177.669642,0.234017,1276.118505
581,326.956451,1.201806,-2557.692079
583,270.257863,1.634435,-1696.724734
585,330.028519,2.331365,-634.318042
586,440.700268,2.898225,-717.773859
587,315.486622,2.529355,-589.745654
588,235.266847,3.254076,-407.130006
589,397.971432,3.396292,-587.615401
590,295.810718,1.589519,-459.441575
591,354.419447,2.228029,-534.896768
592,308.968592,3.485211,-501.791731
580,177.649348,0.223132,1258.870270
581,326.646322,1.206482,-2619.371544
583,270.296219,1.643743,-1712.937165
585,329.826308,2.338601,-635.881135
586,440.030086,2.897173,-718.621254
587,315.318218,2.537332,-591.020279
588,235.130849,3.263714,-407.679188
589,397.028861,3.392071,-587.806136
590,294.873056,1.561595,-459.505932
591,353.205299,2.227605,-534.846773
592,308.541460,3.486022,-502.528165
580,177.521464,0.214067,1234.182784
581,325.997596,1.211151,-2709.239935
583,270.392923,1.652733,-1727.433929
585,329.313170,2.343985,-637.423105
586,439.199709,2.898736,-719.389106
587,315.111210,2.544526,-592.287650
588,235.771872,3.277735,-408.762511
589,395.071085,3.380097,-587.219236
590,293.929192,1.538774,-459.575960
591,351.229050,2.226012,-534.227615
592,308.120146,3.486217,-503.274648
580,177.369853,0.203374,1208.750923
581,325.302253,1.213753,-2810.912030
583,270.336138,1.659886,-1747.411068
585,328.938918,2.347153,-638.995567
586,437.862327,2.890758,-719.885721
587,314.865968,2.548520,-593.553284
588,236.235073,3.294036,-409.728704
589,392.705902,3.360854,-586.339193
590,292.696698,1.508952,-459.435711
591,348.478199,2.212742,-533.045687
592,308.146524,3.487690,-504.312049
580,177.186346,0.195092,1182.651415
581,325.821776,1.220745,-2816.973773
583,270.391754,1.668274,-1764.415672
585,329.368969,2.358625,-640.637804
586,438.770454,2.901505,-721.634596
587,315.035241,2.561805,-594.950427
588,236.532609,3.309650,-410.593737
589,392.373271,3.364641,-587.025742
590,292.385268,1.489977,-459.981091
591,348.088337,2.216725,-533.643336
592,308.528391,3.498745,-505.578146
580,177.517825,0.191553,1191.687895
581,325.867189,1.229430,-2864.612965
583,269.865954,1.672948,-1803.409262
585,328.655691,2.366831,-642.226446
586,438.721831,2.913821,-722.867813
587,314.561087,2.573050,-596.208111
588,235.277440,3.300955,-410.407484
589,392.582887,3.383083,-588.132162
590,293.495067,1.487535,-461.585961
591,348.795205,2.240115,-535.064706
592,307.202901,3.494624,-505.790157
580,177.599538,0.187997,1183.990058
581,325.795697,1.234407,-2923.216203
583,269.785320,1.677426,-1827.086885
585,328.781353,2.375062,-643.873187
586,438.797358,2.920692,-724.170346
587,314.109580,2.578462,-597.484850
588,234.949027,3.299130,-410.861913
589,392.335901,3.387763,-588.894733
590,293.072505,1.474615,-462.052002
591,348.625539,2.246527,-535.832308
592,307.733279,3.502756,-507.161492
580,177.613700,0.185724,1171.101553
581,325.185226,1.231711,-3037.666188
583,269.673948,1.675660,-1852.586763
585,328.332404,2.368343,-645.538712
586,437.701130,2.907901,-724.869656
587,313.667473,2.571604,-598.790882
588,235.133739,3.294553,-411.656121
589,391.148138,3.366890,-588.970872
590,292.211694,1.460266,-462.225284
591,347.337510,2.232739,-535.804511
592,308.001198,3.494635,-508.383446
580,177.655896,0.186288,1160.498829
581,324.694889,1.226274,-3150.393920
583,269.528878,1.669747,-1880.484829
585,327.758858,2.354698,-647.231276
586,436.696752,2.890653,-725.640843
587,313.328551,2.558592,-600.139892
588,235.060715,3.280304,-412.285232
589,389.815815,3.338983,-588.954805
590,291.638452,1.452583,-462.614738
591,346.398275,2.214081,-536.046652
592,308.121560,3.477193,-509.522994
580,177.718465,0.191625,1151.365891
581,324.461924,1.223901,-3244.430180
583,269.372389,1.661754,-1910.081109
585,327.354493,2.344109,-648.956920
586,435.703037,2.879282,-726.444668
587,312.800505,2.544079,-601.476891
588,234.937910,3.258140,-412.885932
589,388.937510,3.321115,-589.292958
590,291.405267,1.457234,-463.259613
591,345.093989,2.201240,-536.038447
592,307.769828,3.454769,-510.384394
580,177.841413,0.200789,1146.474630
581,323.993555,1.220494,-3372.705690
583,268.870737,1.648744,-1956.147677
585,326.198250,2.325350,-650.700011
586,434.077014,2.861800,-726.922122
587,311.972588,2.522954,-602.757888
588,234.685094,3.224329,-413.397775
589,386.720247,3.288715,-588.639962
590,291.480944,1.472690,-464.117099
591,343.203611,2.184036,-535.606198
592,307.055957,3.422425,-511.024319
580,177.885274,0.209724,1136.807353
581,323.507722,1.216924,-3514.321709
583,268.754426,1.638349,-1986.214449
585,325.728158,2.311498,-652.451959
586,433.098566,2.848745,-727.748363
587,311.841547,2.507648,-604.172988
588,234.371597,3.192230,-413.873691
589,385.789367,3.267203,-588.947811
590,290.807518,1.484853,-464.432409
591,342.325184,2.172845,-535.913899
592,307.028414,3.400683,-512.080674
580,177.836349,0.219375,1121.744576
581,322.988195,1.208999,-3675.527908
583,268.664982,1.624971,-2016.080613
585,324.992490,2.290034,-654.253278
586,432.417310,2.829225,-728.737024
587,311.420673,2.483517,-605.556798
588,234.219212,3.158223,-414.460801
589,384.809093,3.235586,-589.231220
590,290.277010,1.496786,-464.856773
591,342.137865,2.156701,-536.721080
592,307.273717,3.373912,-513.302825
580,177.743210,0.226469,1103.994870
581,322.659122,1.201967,-3819.444356
583,268.649740,1.614336,-2042.274070
585,325.033966,2.275491,-655.965955
586,432.205507,2.813125,-729.938669
587,311.718939,2.469565,-607.016947
588,234.542944,3.139313,-415.338929
589,384.390745,3.209574,-589.906811
590,289.499523,1.502286,-465.111466
591,341.713838,2.139262,-537.343728
592,307.372310,3.349728,-514.413454
580,177.527174,0.232965,1079.711176
581,322.866521,1.198760,-3879.349308
583,268.699112,1.606104,-2065.869806
585,325.498565,2.267110,-657.644112
586,432.668538,2.804490,-731.469083
587,311.990529,2.457604,-608.472866
588,234.373308,3.116798,-415.894534
589,384.713952,3.194341,-591.119590
590,289.154877,1.511081,-465.678837
591,341.567103,2.127960,-538.166922
592,307.493951,3.331523,-515.539894
580,177.367471,0.240605,1059.414232
581,323.464936,1.196681,-3870.043248
583,269.050737,1.598552,-2073.678663
585,326.032029,2.258012,-659.316434
586,433.151814,2.796279,-733.012235
587,312.805441,2.447846,-610.000911
588,235.165768,3.104551,-417.077774
589,385.644574,3.182778,-592.769695
590,288.436683,1.522027,-465.987089
591,342.077179,2.119316,-539.451508
592,308.325197,3.318361,-517.078820
580,177.310796,0.246673,1045.736720
581,323.877470,1.194218,-3899.703665
583,269.105357,1.591050,-2099.070984
585,326.200111,2.249598,-661.096341
586,434.406994,2.796025,-734.966773
587,313.139616,2.438634,-611.527122
588,234.534478,3.079445,-417.363229
589,386.946014,3.179575,-594.716543
590,288.629523,1.531003,-466.944365
591,342.578872,2.112808,-540.762888
592,308.617467,3.305692,-518.342119
580,177.238207,0.251049,1031.415850
581,324.315580,1.188125,-3923.949371
583,269.143272,1.582006,-2125.921259
585,326.109119,2.234201,-662.916062
586,434.966039,2.784035,-736.589319
587,313.384317,2.424921,-613.044713
588,234.434148,3.062597,-417.995134
589,387.493071,3.160850,-596.123414
590,288.624978,1.533973,-467.768091
591,342.556847,2.095360,-541.714216
592,308.905298,3.288344,-519.606129
580,177.272405,0.259310,1023.032475
581,323.841743,1.178163,-4123.243663
583,268.819269,1.566744,-2174.756127
585,326.006734,2.214212,-664.751529
586,434.689678,2.764683,-737.822060
587,313.202890,2.400958,-614.515561
588,234.405529,3.035021,-418.678600
589,387.407580,3.132150,-597.081743
590,288.374435,1.542557,-468.425535
591,342.540684,2.075432,-542.673174
592,308.843051,3.258533,-520.677793
580,177.172028,0.272957,1008.308464
581,323.928278,1.172762,-4223.177836
583,268.903870,1.552287,-2200.899877
585,326.385906,2.199095,-666.516910
586,435.551279,2.754461,-739.573929
587,313.429731,2.380240,-616.035763
588,233.837035,2.994950,-419.021611
589,388.480359,3.116884,-598.859645
590,288.110785,1.566619,-469.059047
591,343.289118,2.066818,-544.154118
592,309.326015,3.233121,-522.054553
580,177.321483,0.287357,1006.596241
581,324.038390,1.167944,-4323.116349
583,268.737690,1.536700,-2243.735413
585,326.251444,2.182559,-668.364294
586,435.946728,2.745688,-741.113320
587,313.123161,2.355005,-617.501586
588,233.582293,2.958706,-419.564790
589,388.660463,3.099098,-600.001038
590,288.816814,1.597063,-470.362716
591,344.172147,2.062507,-545.725889
592,308.646991,3.198612,-522.780979
580,177.363847,0.293310,999.288499
581,323.702512,1.163347,-4533.252327
583,268.411528,1.526825,-2298.990771
585,325.631274,2.168567,-670.310214
586,435.780125,2.736293,-742.392831
587,312.513859,2.335357,-618.949471
588,232.668893,2.927798,-419.699410
589,388.690726,3.083933,-601.035865
590,288.946603,1.607031,-471.272393
591,344.321353,2.055306,-546.790520
592,308.185820,3.174904,-523.637891
580,177.280390,0.292078,985.202658
581,323.669057,1.159769,-4682.397377
583,268.447181,1.524539,-2330.685443
585,325.828079,2.163616,-672.093290
586,436.449845,2.732784,-744.051111
587,312.469739,2.327177,-620.429766
588,232.642473,2.923441,-420.376566
589,388.806528,3.073621,-602.124672
590,288.665578,1.597061,-471.921062
591,344.552565,2.046679,-547.901626
592,308.518079,3.168344,-524.918785
580,177.283706,0.283663,975.448326
581,323.419518,1.157852,-4905.805528
583,268.461948,1.528211,-2364.447907
585,325.656276,2.161625,-673.951373
586,435.595739,2.720912,-745.015105
