id,z,znoise,tau
2956,31.838289,1.498445,-288.217861
3015,28.992105,1.301863,139.457092
3051,1.130526,3.313340,2.157524
2956,31.270636,1.505981,-303.350151
3015,28.598751,1.302844,132.538657
3051,1.144919,3.293264,2.231313
2956,31.265177,1.509969,-303.337827
3015,28.560170,1.304988,131.861741
3051,1.173769,3.285540,2.442957
2956,31.496018,1.515620,-296.347234
3015,28.626117,1.308019,133.094005
3051,1.233927,3.292284,3.035673
2956,31.629123,1.529375,-292.157786
3015,28.756982,1.315452,135.436981
3051,1.303984,3.310694,3.977692
2956,31.753939,1.541751,-288.697534
3015,28.989678,1.322807,139.525047
3051,1.333866,3.331961,4.462370
2956,31.486688,1.555212,-295.210043
3015,28.798944,1.331076,136.270472
3051,1.357416,3.332778,4.873647
2956,31.204307,1.563506,-302.605073
3015,28.562033,1.336460,132.395098
3051,1.391741,3.327480,5.616127
2956,31.360809,1.571625,-297.783869
3015,28.731032,1.343225,135.356725
3051,1.412533,3.345697,6.106347
2956,31.458630,1.585228,-294.340758
3015,28.680392,1.357542,134.862027
3051,1.455383,3.376171,7.470554
2956,31.858896,1.586829,-283.842400
3015,28.718831,1.367919,135.772222
3051,1.504689,3.409529,9.711663
2956,31.462605,1.593147,-293.729371
3015,28.403532,1.374134,130.515448
3051,1.522980,3.409546,10.949666
2956,31.140878,1.590720,-302.842731
3015,28.407552,1.370154,130.359144
3051,1.527557,3.395360,11.243541
2956,30.932426,1.582286,-309.344817
3015,28.405055,1.364763,130.054882
3051,1.537303,3.389183,11.951991
2956,31.259170,1.561295,-300.437412
3015,28.615607,1.358916,133.161605
3051,1.554888,3.402967,13.758312
2956,31.634702,1.545235,-290.713007
3015,28.872695,1.359617,137.366764
3051,1.602059,3.442210,21.602115
2956,31.929822,1.522170,-283.574397
3015,28.947498,1.354580,138.618563
3051,1.654794,3.474302,49.539174
2956,32.172499,1.487494,-277.788035
3015,29.032649,1.340661,140.198468
3051,1.701146,3.490867,284.467325
2956,31.954208,1.488530,-282.481890
3015,28.774694,1.347314,135.786790
3051,1.726353,3.498928,-223.888856
2956,31.486271,1.519197,-293.857609
3015,28.503843,1.365842,131.210724
3051,1.737023,3.500694,-126.451397
2956,29.971980,1.560396,-343.528307
3015,27.368587,1.385712,114.332734
3051,1.740618,3.446097,-109.016392
3060,2.671258,3.760561,-14.350138
2956,29.218755,1.594703,-379.340916
3015,27.040865,1.394231,109.834967
3051,1.734063,3.394241,-125.343822
3060,2.634556,3.683298,-15.332356
2956,29.336263,1.644918,-373.112552
3015,27.090051,1.417852,110.438846
3051,1.761601,3.382756,-49.131761
3060,2.666588,3.634358,-14.127297
2956,29.949815,1.691395,-345.477844
3015,27.434445,1.443131,114.982424
3051,1.747678,3.392097,-44.280626
3060,2.656573,3.613172,-13.737830
2956,30.251479,1.717379,-334.165391
3015,27.719244,1.449794,118.824692
3051,1.730906,3.383439,-43.283761
2956,30.846730,1.729419,-314.029670
3015,28.322044,1.449159,127.663618
3051,1.720042,3.387529,-39.687944
2956,31.691113,1.737218,-290.475682
3015,28.938850,1.454673,137.749244
3051,1.724277,3.415601,-31.143334
2956,31.918194,1.744974,-284.897922
3015,29.130244,1.462950,141.137785
3051,1.770850,3.439764,-20.145874
2956,31.487792,1.733725,-295.873654
3015,28.945567,1.453371,137.666126
3051,1.779996,3.420336,-18.636730
2956,31.253117,1.698570,-303.019044
3015,28.860409,1.431888,135.852721
3051,1.763871,3.385480,-19.629945
2956,31.382852,1.671559,-299.643649
3015,29.130791,1.415293,140.288907
3051,1.775771,3.384308,-17.684075
2956,31.315369,1.654695,-301.667334
3015,29.150940,1.405766,140.479327
3051,1.798223,3.382169,-15.414096
2956,31.932422,1.643777,-285.662838
3015,29.588877,1.404799,148.715389
3051,1.806240,3.410061,-14.035618
2956,32.670380,1.630370,-269.556477
3015,30.094775,1.399460,159.056062
3051,1.818997,3.431772,-12.718547
2956,33.336053,1.615198,-257.448315
3015,30.565621,1.391379,169.458118
3051,1.831312,3.442048,-11.696032
2956,34.036752,1.608499,-246.529004
3015,31.215560,1.384315,185.311702
3051,1.804399,3.457954,-11.879342
2956,34.643875,1.618601,-238.023160
3015,31.546647,1.391120,194.611719
3051,1.804855,3.491945,-11.186706
2956,35.078174,1.618816,-232.688434
3015,31.855670,1.392213,203.731179
3051,1.799567,3.511253,-10.741508
2956,35.216390,1.615608,-231.223741
3015,32.015813,1.389325,208.535450
3051,1.760160,3.509022,-11.404520
2956,35.329283,1.608266,-230.137263
3015,32.232004,1.381831,215.117821
3051,1.717071,3.498452,-12.384189
2956,35.412263,1.597146,-229.432163
3015,32.507682,1.370164,223.889807
3051,1.673222,3.484884,-13.797780
2956,35.331198,1.588034,-230.466708
3015,32.639112,1.360924,228.344035
3051,1.651220,3.475522,-14.293478
2956,34.929093,1.589560,-235.176342
3015,32.477247,1.355075,222.740585
3051,1.637944,3.461658,-14.318105
2956,34.738370,1.590878,-237.473677
3015,32.360310,1.351541,218.970558
3051,1.635862,3.454172,-13.652197
2956,34.344276,1.588616,-242.802947
3015,32.170197,1.341007,212.375004
3051,1.618911,3.426502,-14.005057
2956,33.947181,1.586381,-248.615496
3015,31.955649,1.329458,205.364105
3051,1.612876,3.394422,-13.688753
2956,33.894550,1.576832,-249.600716
3015,31.818455,1.315142,200.804904
3051,1.607668,3.359143,-13.339755
2956,34.414431,1.580151,-242.090126
3015,32.169066,1.314194,211.654545
3051,1.600799,3.369429,-12.659906
2956,34.831164,1.587857,-236.651500
3015,32.477344,1.317468,221.843524
3051,1.598421,3.383036,-11.895617
2956,34.846847,1.599369,-236.493833
3015,32.523676,1.323184,223.384403
3051,1.597023,3.389670,-11.250998
2956,34.559763,1.603408,-240.370473
3015,32.228725,1.326457,213.343940
3051,1.582959,3.380026,-11.235207
2956,34.208060,1.606798,-245.316937
3015,31.967474,1.325964,204.800460
3051,1.571180,3.369969,-11.213739
2956,33.935201,1.598216,-249.509391
3015,31.911240,1.316268,202.505236
3051,1.559053,3.354072,-11.283695
2956,34.552466,1.571789,-241.060579
3015,32.384076,1.302672,216.705285
3051,1.534306,3.361017,-11.674398
2956,35.173293,1.551765,-233.380000
3015,32.928860,1.289341,235.143612
3051,1.523845,3.375024,-11.488870
2956,35.626940,1.541259,-228.317638
3015,33.364062,1.282960,251.631527
3051,1.528285,3.397360,-10.744958
2956,35.898472,1.534631,-225.508043
3015,33.654610,1.280399,263.691764
3051,1.535709,3.412873,-10.043578
2956,36.183178,1.522441,-222.767663
3015,33.728273,1.280477,266.852669
3051,1.553553,3.427649,-9.219648
2956,35.947294,1.530016,-225.141979
3015,33.486618,1.288874,256.513711
3051,1.568612,3.433217,-8.623125
2956,35.385154,1.536216,-231.420545
3015,33.028760,1.292553,237.907177
3051,1.549247,3.408307,-8.759456
2956,34.597891,1.555066,-241.345381
3015,32.603925,1.299952,222.296025
3051,1.534602,3.384787,-8.799613
2956,33.877207,1.573891,-252.129324
3015,32.069175,1.311006,204.728847
3051,1.517329,3.355594,-8.897929
2956,33.796552,1.593377,-253.755597
3015,32.461513,1.313627,216.379085
3051,1.484114,3.355656,-9.014884
2956,34.310472,1.597189,-246.346970
3015,33.103877,1.309281,238.194461
3051,1.463071,3.361975,-8.864541
2956,34.872164,1.603250,-238.982128
3015,33.560603,1.311986,256.009990
3051,1.461344,3.379963,-8.304309
2956,34.978353,1.606782,-237.761788
3015,33.643720,1.309071,258.980720
3051,1.471904,3.377787,-7.800589
2956,35.065673,1.601786,-236.771760
3015,33.517598,1.306236,253.540324
3051,1.495538,3.377903,-7.218214
2956,35.222764,1.588640,-234.925409
3015,33.448506,1.297410,250.488048
3051,1.520424,3.373381,-6.770445
2956,35.312801,1.581718,-233.874839
3015,33.553349,1.291045,254.591744
3051,1.537082,3.383032,-6.428085
2956,35.379714,1.572786,-233.074987
3015,33.596186,1.285029,256.290165
3051,1.562842,3.395454,-6.090441
2956,35.266274,1.556672,-234.404522
3015,33.465127,1.275419,250.860122
3051,1.589973,3.395388,-5.827395
2956,35.057327,1.547573,-236.945006
3015,33.275613,1.269573,243.316227
3051,1.601545,3.390976,-5.684890
2956,34.707272,1.547166,-241.537432
3015,33.054577,1.271328,234.866217
3051,1.619707,3.391607,-5.529706
2956,34.232914,1.551654,-248.109310
3015,32.848410,1.272336,227.530406
3051,1.642004,3.388344,-5.382027
2956,33.669088,1.555580,-257.023604
3015,32.579644,1.270944,218.174828
3051,1.639955,3.369960,-5.321538
2956,33.498511,1.554332,-260.217581
3015,32.540583,1.268022,216.446808
3051,1.641513,3.353765,-5.253143
2956,33.020853,1.568087,-269.182050
3015,32.269137,1.274955,207.591563
3051,1.642936,3.336147,-5.193631
2956,33.568683,1.566058,-259.758465
3015,32.820128,1.273920,224.935930
3051,1.638684,3.339850,-5.091953
2956,33.755585,1.580911,-256.870026
3015,33.174298,1.280132,237.242915
3051,1.640249,3.343786,-4.986116
2956,33.925132,1.596066,-254.313303
3015,33.446579,1.287976,247.497620
3051,1.653044,3.349174,-4.866877
2956,33.776478,1.603185,-257.106813
3015,33.346814,1.291228,243.048545
3051,1.642951,3.323479,-4.834781
2956,33.748782,1.615576,-257.699177
3015,33.465295,1.295050,247.348376
3051,1.654166,3.314912,-4.765479
2956,33.688414,1.640021,-258.502436
3015,33.374752,1.310609,244.186054
3051,1.692177,3.326602,-4.668970
2956,35.214072,1.640563,-236.723138
3015,34.162246,1.320955,278.099847
3051,1.716171,3.384723,-4.582856
2956,34.073860,1.676339,-252.613183
3015,33.359985,1.344110,243.524336
3051,1.678011,3.358302,-4.655096
2956,34.913762,1.693500,-240.579923
3015,33.693055,1.363002,257.196493
3051,1.701215,3.405774,-4.649909
2956,33.527989,1.708782,-261.367859
3015,32.680517,1.373624,219.559514
3051,1.680943,3.369451,-4.804472
2956,34.658129,1.693243,-243.569351
3015,33.335690,1.370599,243.529843
3051,1.722669,3.415117,-4.858972
2956,33.202034,1.687744,-266.636207
3015,32.376863,1.366197,210.345881
3051,1.689161,3.360828,-5.186254
2956,34.384448,1.661388,-246.523710
3015,33.048455,1.357482,233.984887
3051,1.735142,3.410533,-5.326545
2956,33.382898,1.652112,-261.730359
3015,32.404051,1.349905,212.777558
3051,1.736571,3.385748,-5.717020
2956,33.432127,1.627587,-259.816547
3015,32.284121,1.338424,210.209002
3051,1.782258,3.396972,-6.010810
2956,33.506470,1.584700,-257.848141
3015,32.397918,1.310156,214.376801
3051,1.792827,3.373878,-6.561960
2956,33.112537,1.556943,-263.994126
3015,32.215414,1.290734,209.273183
3051,1.794879,3.340272,-7.387625
2956,34.249888,1.537644,-244.380313
3015,32.669321,1.289076,226.048674
3051,1.883898,3.391579,-7.545929
2956,33.156053,1.542144,-260.729586
3015,31.773140,1.290889,198.692777
3051,1.902017,3.350196,-8.548377
2956,31.943601,1.547585,-284.086694
3015,30.981836,1.282619,178.350671
3051,1.928944,3.297346,-9.767165
2956,32.411921,1.535092,-272.188214
3015,31.140048,1.271599,183.308562
3051,1.995572,3.292760,-10.493267
2956,33.022457,1.524954,-259.272489
3015,31.427511,1.264797,192.025477
3051,2.038768,3.296932,-11.683238
2956,31.269638,1.537677,-296.703953
3015,30.582322,1.256289,170.819146
3051,1.993613,3.212863,-17.462988
2956,30.142377,1.547427,-330.534589
3015,29.950590,1.251802,157.613805
3051,2.007707,3.167476,-25.094673
2956,30.926121,1.531151,-303.016687
3015,30.670399,1.235624,174.463892
3051,2.020447,3.179140,-41.889346
2956,31.063698,1.534257,-296.920870
3015,30.587513,1.236613,173.821217
3051,2.071249,3.194045,-57.312954
2956,30.574947,1.536431,-309.639730
3015,30.110128,1.235267,163.596222
3051,2.079135,3.169805,1588.813543
2956,29.201077,1.539576,-361.913798
3015,29.335327,1.229803,147.851652
3051,2.025319,3.108202,25.277675
3060,2.879748,3.230346,-31.685951
2956,28.719866,1.531496,-384.427040
3015,29.087006,1.219842,143.789899
3051,2.041189,3.085252,17.351000
3060,2.889925,3.205940,-46.173434
2956,29.918790,1.510863,-326.154274
3015,29.937719,1.205660,161.865783
3051,2.130588,3.128339,20.278621
2956,30.440355,1.498579,-306.754584
3015,30.500946,1.195783,175.750650
3051,2.152466,3.149435,16.087136
2956,29.786027,1.500489,-327.258384
3015,30.243310,1.193135,170.186997
3051,2.128191,3.117007,10.429556
2956,29.113090,1.503241,-353.149571
3015,29.875775,1.190140,162.357439
3051,2.112734,3.077066,7.742602
3060,2.961111,3.206025,68.234803
2956,29.723800,1.506257,-324.957280
3015,30.024907,1.197962,166.950664
3051,2.155344,3.109981,7.299800
2956,29.370941,1.506599,-336.479413
3015,29.561450,1.199262,157.490650
3051,2.164896,3.094353,6.246152
2956,28.266301,1.502453,-388.854248
3015,28.616982,1.193891,139.572573
3051,2.149846,3.040761,5.077750
3060,3.003144,3.165781,20.613599
2956,27.954323,1.480063,-405.716080
3015,28.258265,1.177232,133.677018
3051,2.157764,3.008473,4.461858
3060,3.034981,3.138472,17.532207
2956,27.626189,1.462859,-424.880021
3015,27.768498,1.168025,126.164056
3051,2.200803,2.995516,4.290353
3060,3.105202,3.136997,17.518414
2956,26.886620,1.451423,-486.431979
3015,27.200568,1.162231,118.023430
3051,2.237915,2.984282,4.071372
3060,3.149502,3.136384,15.826689
2956,25.991558,1.429008,-605.380356
3015,26.681269,1.147567,110.970665
3051,2.236867,2.951040,3.576991
3060,3.096992,3.115725,10.834003
2956,26.740086,1.394920,-490.197965
3015,27.098519,1.131496,117.476896
3051,2.315885,2.980105,3.752242
3060,3.238603,3.162930,13.482943
2956,26.267836,1.383215,-540.947641
3015,26.473606,1.126229,109.440409
3051,2.382807,2.968346,3.827351
3060,3.331409,3.147557,14.518329
2956,24.700588,1.399713,-952.145730
3015,25.291740,1.132870,95.211940
3051,2.335465,2.909503,3.143661
3060,3.191928,3.067096,8.524275
2956,24.165882,1.428081,-1309.459812
3015,25.058649,1.147363,92.812963
3051,2.330135,2.900656,2.831439
3060,3.158780,3.047212,6.961336
2956,24.484064,1.464535,-1012.276289
3015,25.038808,1.175625,93.147032
3051,2.461398,2.949191,3.269442
3060,3.357894,3.086912,9.447444
2956,24.513807,1.480909,-968.768244
3015,24.930065,1.187601,92.323900
3051,2.519225,2.959708,3.304968
3060,3.458098,3.092834,10.349540
2956,24.008769,1.496207,-1331.360774
3015,24.554009,1.196008,88.422312
3051,2.482262,2.927132,2.843014
3060,3.373915,3.050820,7.602565
2956,24.230372,1.518047,-1092.865412
3015,24.573554,1.219836,89.130023
3051,2.607138,2.968386,3.215913
3060,3.463164,3.066520,8.085764
2956,24.689041,1.526353,-826.573779
3015,24.858998,1.228877,92.657539
3051,2.747313,3.011027,3.728002
3060,3.613110,3.091097,9.769110
2956,23.936565,1.552509,-1241.613014
3015,24.127735,1.251256,85.520963
3051,2.867702,3.012769,4.157715
3060,3.708292,3.067174,10.504931
2956,22.426690,1.563664,6496.806425
3015,23.143126,1.251993,76.517458
3051,2.870947,2.944018,3.828674
3060,3.604501,2.974895,7.615009
2956,22.250158,1.547561,4004.049407
3015,23.003400,1.237855,75.588828
3051,2.950829,2.920182,3.992277
3060,3.649000,2.938194,7.449253
2956,23.334029,1.543853,-1907.674232
3015,23.755965,1.238376,82.888257
3051,3.136252,2.977810,4.876692
3060,3.903014,2.994213,10.699471
2956,22.177032,1.568334,4288.905370
3015,23.364957,1.254331,79.385305
3051,3.154978,2.978099,4.613759
3060,3.779899,2.974747,7.654927
2956,21.215934,1.574682,1087.708217
3015,22.889196,1.260527,75.473073
3051,3.247580,2.977271,4.860538
3060,3.740264,2.954942,6.497385
2956,20.469798,1.563535,669.001352
3015,22.537856,1.249321,72.746898
3051,3.338318,2.951991,5.087655
2956,20.242154,1.563890,613.687436
3015,22.313665,1.247929,71.384660
3051,3.594054,2.967606,6.759383
2956,19.828062,1.545123,507.514095
3015,22.084758,1.231489,69.767369
3051,3.606605,2.944985,6.294522
2956,19.178817,1.534151,390.843847
3015,21.778737,1.219252,67.523242
3051,3.576752,2.913356,5.537417
2956,19.383342,1.532582,429.991388
3015,22.081516,1.217202,70.154297
3051,3.648902,2.930973,5.634506
2956,19.242060,1.536492,411.943590
3015,22.083375,1.215106,70.374742
3051,3.723072,2.916813,5.738038
2956,18.831426,1.557486,357.774284
3015,21.957525,1.220457,69.560738
3051,3.795342,2.893101,5.825875
2956,18.388048,1.590298,311.805232
3015,21.576469,1.241461,66.876020
3051,3.919793,2.882589,6.316120
2956,18.064142,1.608327,284.347646
3015,21.545428,1.246450,66.806855
3051,3.946437,2.869814,6.036984
2956,18.298701,1.601374,311.540124
3015,21.773900,1.238527,68.889363
3051,4.099694,2.880800,6.750964
2956,18.258047,1.581608,312.974761
3015,21.628416,1.228435,68.074329
3051,4.279528,2.894129,7.746655
2956,17.356532,1.555251,240.053275
3015,20.849688,1.219948,62.484225
3051,4.317419,2.895426,7.445604
2956,16.595834,1.549062,198.058277
3015,20.325956,1.224591,59.091622
3051,4.378752,2.920998,7.370269
2956,17.038476,1.518474,224.919887
3015,20.813101,1.208260,62.657529
3051,4.496690,2.965774,7.812648
2956,17.042195,1.493981,228.506050
3015,20.870582,1.190286,63.394581
3051,4.689122,2.983069,9.029150
2956,17.068811,1.473130,233.609933
3015,20.974930,1.169102,64.480895
3051,4.843559,2.983525,9.975113
2956,16.421486,1.469943,198.397724
3015,20.359204,1.166899,60.338532
3051,4.929628,2.950559,10.120054
2956,15.708328,1.469908,166.963115
3015,19.897470,1.162191,57.240623
3051,4.834178,2.893113,8.370897
2956,16.003878,1.486225,181.375844
3015,19.997760,1.176211,58.215556
3051,5.111781,2.932448,10.596838
2956,15.354797,1.523750,157.177788
3015,19.438792,1.198949,54.863328
3051,5.334731,2.934326,12.625075
2956,14.513736,1.544074,131.079852
3015,18.860478,1.206396,51.438471
3051,5.269968,2.888238,10.821965
2956,15.133849,1.565315,151.384320
3015,19.345357,1.218313,54.576452
3051,5.452464,2.925038,12.319338
2956,14.559060,1.592650,134.202612
3015,18.840938,1.237002,51.683580
3051,5.520908,2.912880,12.276844
2956,14.278772,1.579278,127.053404
3015,18.733810,1.220106,51.148864
3051,5.513287,2.864816,11.272743
2956,14.762779,1.566864,142.773772
3015,19.027239,1.209560,53.238362
3051,5.845295,2.888229,14.970543
2956,13.321570,1.586850,106.340136
3015,17.855831,1.223896,46.713688
3051,5.905197,2.840703,14.593148
2956,13.890831,1.584367,119.993657
3015,18.249427,1.228385,49.045462
3051,6.108980,2.887574,16.965166
2956,14.185212,1.560818,128.625074
3015,18.363846,1.215847,49.903975
3051,6.333899,2.907937,20.232499
2956,13.609318,1.542754,114.505347
3015,17.936824,1.203869,47.608285
3051,6.345324,2.876496,18.691161
2956,13.551043,1.538897,113.747971
3015,17.898427,1.205937,47.540701
3051,6.405068,2.890307,18.340315
2956,13.848162,1.549332,122.270690
3015,17.919408,1.222880,47.946667
3051,6.779225,2.960853,26.003430
2956,12.785553,1.554061,99.034294
3015,17.254446,1.223583,44.503637
3051,6.809988,2.934053,24.267384
2956,13.311033,1.541820,110.373411
3015,17.559992,1.217644,46.201715
3051,6.959896,2.956324,26.673805
2956,13.515247,1.546473,115.347280
3015,17.776566,1.216774,47.390535
3051,6.969278,2.949864,24.693142
2956,12.666253,1.575989,97.307824
3015,17.105188,1.235325,43.869912
3051,6.924723,2.911433,21.546221
2956,13.094827,1.600227,107.051959
3015,17.596196,1.248313,46.691616
3051,7.210956,2.949033,27.298593
2956,13.526231,1.618950,118.548976
3015,17.825478,1.263336,48.287487
3051,7.612389,2.993327,41.307589
2956,12.750437,1.657321,102.193836
3015,17.154630,1.290885,44.956291
3051,7.961665,3.000815,62.228915
2956,12.096998,1.670895,89.976547
3015,16.745712,1.299130,42.894960
3051,7.864173,2.974366,46.052241
2956,12.470180,1.686652,97.425385
3015,16.986614,1.314723,44.300780
3051,8.097965,3.024246,58.784169
2956,12.789474,1.702217,104.698846
3015,16.991634,1.333988,44.513361
3051,8.324846,3.069439,76.181799
2956,12.396781,1.693851,96.790018
3015,16.744607,1.327760,43.216969
3051,8.148827,3.035487,48.561019
2956,12.573646,1.694423,101.016497
3015,16.822036,1.330582,43.769711
3051,8.374871,3.062702,60.251168
2956,12.622370,1.689833,102.724858
3015,16.779468,1.328002,43.670933
3051,8.547852,3.072336,69.155604
2956,11.778569,1.693635,87.347944
3015,15.945074,1.331648,39.712946
3051,8.697952,3.044717,75.688643
2956,11.076085,1.704605,76.754854
3015,15.315052,1.339008,36.988280
3051,8.751897,3.026870,71.082017
2956,11.232305,1.693581,79.426377
3015,15.228050,1.333465,36.709387
3051,8.850766,3.020474,72.548379
2956,11.867175,1.683295,90.566801
3015,15.544971,1.329438,38.264914
3051,9.138271,3.048407,107.206637
2956,12.325942,1.672653,100.301546
3015,15.594907,1.328440,38.673836
3051,9.452438,3.070109,201.228553
2956,12.577227,1.668990,106.756124
3015,15.637626,1.329487,39.042155
3051,9.699318,3.079577,421.897400
2956,12.315334,1.670457,101.119093
3015,15.361634,1.330295,37.777526
3051,9.618006,3.051861,187.363848
2956,12.187639,1.675105,98.627321
3015,15.302914,1.331862,37.516230
3051,9.569287,3.032591,127.880257
2956,12.014719,1.670002,95.377926
3015,15.147747,1.326462,36.838725
3051,9.537106,3.003047,98.942401
2956,12.488523,1.683958,106.202820
3015,15.466084,1.337858,38.414221
3051,9.791351,3.043016,145.942817
2956,12.982033,1.710609,119.583200
3015,15.551125,1.365729,38.989493
3051,10.166007,3.104833,487.675542
2956,12.464492,1.753406,107.459950
3015,15.064721,1.399137,36.922422
3051,10.411778,3.127715,-5889.071634
2956,11.892855,1.782899,95.656211
3015,14.849196,1.417333,36.062254
3051,10.446428,3.122376,1536.197573
2956,11.648612,1.809030,91.471016
3015,14.712831,1.437175,35.569310
3051,10.557140,3.126780,2486.768795
2956,12.058313,1.836885,100.759286
3015,15.022911,1.458586,37.112738
3051,11.001675,3.181686,-245.381769
2956,12.227310,1.850329,105.082194
3015,15.194604,1.468949,37.987509
3051,11.197554,3.204321,-188.360074
2956,11.419882,1.862448,88.716205
3015,14.671929,1.477315,35.665606
3051,11.023020,3.169438,-454.539664
2956,10.838065,1.870607,79.210403
3015,14.301334,1.483548,34.168723
3051,11.051031,3.152591,-720.592460
2956,11.577940,1.863270,92.813535
3015,14.666211,1.481922,35.858192
3051,11.396587,3.199735,-225.181592
2956,11.867609,1.839762,99.353307
3015,14.503973,1.473311,35.273397
3051,11.597584,3.203095,-179.302551
2956,11.207261,1.835952,86.803162
3015,13.871094,1.472981,32.727630
3051,11.606602,3.172360,-215.321616
2956,10.948898,1.844586,82.572239
3015,13.673972,1.480883,31.993876
3051,11.591956,3.168237,-279.711257
2956,11.705525,1.848381,97.369507
3015,14.100424,1.489290,33.799522
3049,7.547885,2.800149,7.621681
3051,11.885231,3.212411,-175.851335
2956,11.826643,1.849726,100.536589
3015,14.107028,1.487285,33.888497
3049,7.592914,2.796724,7.640979
3051,12.010340,3.206248,-166.542690
2956,11.604114,1.843138,96.027805
3015,13.854181,1.482047,32.887549
3049,7.699113,2.781320,7.865208
3051,12.009379,3.172136,-194.898726
2956,10.885573,1.844525,82.615938
3015,13.465419,1.475837,31.340768
3049,7.744194,2.751668,7.850786
3051,11.779967,3.108424,-534.621207
2956,11.346661,1.851316,91.563197
3015,13.812731,1.478553,32.773348
3049,7.797744,2.761831,7.902045
3051,12.088472,3.135528,-243.788446
2956,12.239067,1.855533,112.452840
3015,14.409547,1.483155,35.408029
3049,7.922487,2.801196,8.249075
3051,12.469076,3.189345,-145.115545
2956,11.787856,1.858412,101.647864
3015,13.922740,1.482139,33.361859
3049,8.024968,2.791087,8.473205
3051,12.327338,3.151315,-203.691345
2956,11.219400,1.863572,90.025307
3015,13.431116,1.479922,31.425609
3049,8.108499,2.776172,8.624440
3051,12.215727,3.111821,-327.480059
2956,11.527792,1.859413,96.744162
3015,13.447163,1.477187,31.548111
3049,8.145013,2.772778,8.607436
3051,12.318597,3.110462,-308.423933
2956,11.956502,1.853195,107.140898
3015,13.623432,1.473783,32.301917
3049,8.220900,2.772261,8.746767
3051,12.483434,3.117212,-248.975001
2956,11.656380,1.842816,100.305443
3015,13.372644,1.465172,31.304543
3049,8.275005,2.746024,8.770507
3051,12.350132,3.079413,-520.338980
3015,13.855940,1.464691,33.347920
3049,8.403622,2.773101,9.144214
3051,12.627290,3.120583,-260.450776
3015,13.466898,1.455928,31.845180
3049,8.584562,2.759632,9.714466
3051,12.694709,3.097640,-271.758997
3015,13.167451,1.435954,30.710612
3049,8.692723,2.730136,9.971038
3051,12.671910,3.053794,-380.682313
3015,13.928253,1.435369,33.902251
3049,8.794929,2.766356,10.264987
3051,13.045252,3.121666,-193.002817
3015,13.806637,1.433575,33.433291
3049,8.832770,2.760470,10.218450
3051,12.936336,3.117762,-282.172869
3015,13.774505,1.411200,33.345850
3049,8.876624,2.736092,10.198522
3051,12.872910,3.099302,-453.392692
3015,14.485366,1.397622,36.648509
3049,9.084919,2.761672,10.970296
3051,13.407316,3.157523,-170.612671
3015,14.009101,1.404090,34.547535
3049,9.224460,2.752321,11.373644
3051,13.377891,3.133514,-206.181025
3015,13.999954,1.404039,34.574399
3049,9.352441,2.752275,11.749430
3051,13.463089,3.123364,-211.180946
3015,14.221639,1.395159,35.647867
3049,9.406079,2.753928,11.785526
3051,13.610415,3.121037,-193.053404
3015,14.343115,1.399072,36.293740
3049,9.503994,2.766238,12.034089
3051,13.778412,3.118197,-175.011303
3015,14.262061,1.407436,35.949330
3049,9.455847,2.761411,11.527467
3051,13.604263,3.084173,-269.695755
3015,14.392508,1.412471,36.614631
3049,9.558672,2.772442,11.788142
3051,13.638984,3.071778,-304.347056
3015,14.629417,1.398051,37.840970
3049,9.585939,2.759418,11.681770
3051,13.817283,3.055705,-254.984183
3015,14.421178,1.386335,36.943906
3049,9.740494,2.740183,12.174081
3051,14.046465,3.032663,-208.765082
3015,14.502963,1.373990,37.414278
3049,9.806487,2.729472,12.238351
3051,14.072312,3.023661,-232.043453
3015,14.233101,1.365856,36.222460
3049,9.955374,2.716205,12.709859
3051,14.172096,3.016504,-233.325721
3015,13.667804,1.357326,33.729346
3049,10.155213,2.694458,13.443695
3051,14.132210,2.985483,-310.633388
3015,13.659442,1.337476,33.746094
3049,10.320762,2.680032,14.038297
3051,14.130126,2.976399,-402.514443
3015,13.791951,1.304419,34.383320
3049,10.423436,2.648769,14.288289
3051,14.123010,2.963372,-592.123780
3015,13.648758,1.282908,33.850609
3049,10.654573,2.629957,15.335338
3051,14.358881,2.963698,-372.993592
3015,13.681780,1.263321,34.057956
3049,10.725225,2.611948,15.461049
3051,14.413802,2.950352,-404.433909
3015,14.031194,1.256632,35.717380
3049,10.762202,2.615482,15.428480
3051,14.584988,2.947033,-317.923935
3015,14.013884,1.285401,35.651726
3049,10.720540,2.634704,14.921024
3051,14.484665,2.929199,-511.258130
3015,14.226312,1.328166,36.722100
3049,10.705590,2.685697,14.655832
3051,14.598007,2.957779,-418.735466
3015,14.577014,1.353560,38.569731
3049,10.758079,2.726054,14.811701
3051,14.865381,2.982538,-260.939409
3015,14.667423,1.388138,39.128944
3049,10.838875,2.768905,15.128185
3051,15.131960,3.019626,-195.223582
3015,14.464649,1.437390,38.161699
3049,10.969133,2.815682,15.734005
3051,15.189355,3.055615,-196.240931
3015,14.419602,1.474769,38.011534
3049,11.076290,2.856895,16.224461
3051,15.256724,3.102062,-194.348406
3015,14.180735,1.493710,36.892098
3049,11.214550,2.871121,16.920867
3051,15.293126,3.122820,-200.438326
3015,13.659599,1.512146,34.416003
3049,11.243917,2.870325,16.963981
3051,15.040429,3.123437,-308.029724
3015,13.522061,1.542017,33.856596
3049,11.364818,2.904210,17.696022
3051,15.163767,3.176795,-260.202829
